 |       | FCNC      | t#bar{t} + jets      | t#bar{t} +  gam      | VV      | Single Top      | t#bar{t} + V      | W+Gam      | W + jets      | Z + jets      | Z+Gam |
 | EGamFake | 0.000223287 / -0.00022328 | 0.0341669 / -0.0339998 | 0.000479152 / -0.000479117 | 0.0368805 / -0.0366866 | 0.0145107 / -0.0144797 | 0.026572 / -0.0264699 | 1.54642e-05 / -1.54642e-05 | 0.000907697 / -0.000907574 | 0.0718544 / -0.0711553 | 0.00520111 / -0.00519708 |
 | JGamFake | 0.000586107 / -0.000586052 | 0.183935 / -0.177628 | 0.00180508 / -0.00180455 | 0.161656 / -0.156855 | 0.129132 / -0.126138 | 0.0988064 / -0.0970932 | 0.000471305 / -0.000471269 | 0.292338 / -0.275369 | 0.0617158 / -0.0610672 | 0.00673089 / -0.00672354 |
 | PDF Unc. NNPDF | -0.00503667 / 0.00503647 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0247648 / 0.0247595 | 0 / 0 | 0 / 0 | 0.481245 / -0.363993 | 0.0130627 / -0.013064 | 0 / 0 |
 | c-tag Eigenvar. 1 | -0.00738548 / 0.00738505 | -0.00347633 / 0.00347624 | -0.00701281 / 0.00701241 | -0.00691241 / 0.00691197 | -0.00516628 / 0.00516603 | -0.00563594 / 0.0056357 | -0.00556265 / 0.00556238 | -0.00540665 / 0.00540637 | -0.00494452 / 0.00494433 | -0.00398705 / 0.003987 |
 | c-tag Eigenvar. 2 | 0.00246275 / -0.00246273 | 0.00090964 / -0.000909627 | 0.0019254 / -0.00192539 | 0.00223246 / -0.00223242 | 0.00126949 / -0.00126945 | 0.00152012 / -0.00152009 | 0.00194212 / -0.00194213 | 0.0013678 / -0.00136774 | 0.00147365 / -0.00147364 | 0.00097483 / -0.000974863 |
 | c-tag Eigenvar. 3 | -0.000220142 / 0.000220093 | -0.000232718 / 0.00023273 | -0.000389514 / 0.00038952 | -0.000803709 / 0.000803658 | -0.000285746 / 0.000285783 | 0.00084649 / -0.00084647 | -0.000467589 / 0.000467573 | -0.000756268 / 0.000756229 | -0.000544795 / 0.000544802 | 5.82473e-05 / -5.81632e-05 |
 | c-tag Eigenvar. 4 | -0.000826359 / 0.000826374 | -0.000301216 / 0.000301227 | -0.000658902 / 0.000658906 | -0.000728098 / 0.000728135 | -0.000573821 / 0.000573856 | -0.000397407 / 0.000397431 | -0.000543611 / 0.000543595 | -0.000358006 / 0.000358063 | -0.000356583 / 0.000356591 | -0.000289454 / 0.00028942 |
 | c-tag Eigenvar. 5 | -0.000715841 / 0.000715857 | -0.00031692 / 0.000316931 | -0.000688165 / 0.000688169 | -0.000458466 / 0.000458418 | -0.00071913 / 0.000719164 | -0.000823088 / 0.000823108 | -0.000374034 / 0.000374019 | -0.000439855 / 0.000439819 | -0.000294751 / 0.00029476 | -0.000545816 / 0.000545781 |
 | c-tag Eigenvar. 6 | -0.000451093 / 0.000451112 | -0.000207199 / 0.000207127 | -0.000440734 / 0.000440741 | -0.000263181 / 0.000263135 | -0.000502535 / 0.000502573 | -0.00048207 / 0.000482095 | -0.000126169 / 0.000126155 | -0.000222792 / 0.000222851 | -9.5523e-05 / 9.54605e-05 | -0.000287719 / 0.000287685 |
 | c-tag Eigenvar. 7 | 0.000632604 / -0.000632585 | 0.000217639 / -0.00021771 | 0.000460728 / -0.000460722 | 0.000244322 / -0.000244369 | 0.000190738 / -0.0001907 | 0.00109393 / -0.00109391 | 0.000301362 / -0.000301376 | 1.71838e-05 / -1.7219e-05 | 0.000205344 / -0.000205335 | 0.000353686 / -0.00035372 |
 | c-tag Eigenvar. 8 | 0.000109901 / -0.000109882 | -1.81579e-05 / 1.81703e-05 | 5.36635e-05 / -5.36568e-05 | 0.000112808 / -0.000112768 | 0.000366735 / -0.000366764 | -0.000131079 / 0.000130993 | 0.000149668 / -0.000149682 | 0.000236912 / -0.000236947 | 1.94701e-05 / -1.94606e-05 | 0.000174169 / -0.000174202 |
 | c-tag Eigenvar. 9 | -0.000220934 / 0.000220953 | -6.42408e-05 / 6.42532e-05 | -9.97607e-05 / 9.97673e-05 | 1.62318e-05 / -1.62783e-05 | 0.000249426 / -0.000249455 | -0.000477496 / 0.000477409 | -3.19854e-06 / 3.18445e-06 | 0.000159107 / -0.000159048 | -4.33515e-05 / 4.32891e-05 | 2.60517e-05 / -2.60855e-05 |
 | c-tag Eigenvar. 10 | 0.000648781 / -0.00064883 | 0.000275915 / -0.000275903 | 0.000536361 / -0.000536354 | 0.000369421 / -0.000369381 | 0.000336548 / -0.00033651 | 0.000959715 / -0.000959691 | 0.000300189 / -0.000300203 | 0.000118892 / -0.000118927 | 0.000236863 / -0.000236854 | 0.000346103 / -0.000346137 |
 | c-tag Eigenvar. 11 | 0.00105456 / -0.00105454 | 0.000343862 / -0.00034385 | 0.000755668 / -0.000755661 | 0.000644933 / -0.000644979 | 0.000636861 / -0.000636823 | 0.000961054 / -0.000961029 | 0.000522226 / -0.00052224 | 0.000339745 / -0.00033978 | 0.000329405 / -0.000329395 | 0.000457131 / -0.000457165 |
 | c-tag Eigenvar. 12 | 0.000662363 / -0.000662344 | 0.000286427 / -0.000286414 | 0.000571879 / -0.000571872 | 0.000512465 / -0.000512512 | 0.000546706 / -0.000546736 | 0.000743609 / -0.000743585 | 0.000374636 / -0.00037465 | 0.000166887 / -0.000166829 | 0.000235856 / -0.000235846 | 0.000356886 / -0.00035692 |
 | c-tag Eigenvar. 13 | 0.000628986 / -0.000628967 | 0.000236812 / -0.000236884 | 0.000452093 / -0.000452086 | 0.000476921 / -0.000476881 | 0.000459382 / -0.000459411 | 0.000687491 / -0.000687466 | 0.000388509 / -0.000388523 | 0.000171856 / -0.000171797 | 0.000239742 / -0.000239732 | 0.000333661 / -0.000333695 |
 | c-tag Eigenvar. 14 | -0.000163463 / 0.000163482 | -5.43178e-05 / 5.43302e-05 | -0.000109371 / 0.000109378 | -0.000190012 / 0.000190052 | -0.000185175 / 0.000185213 | -0.000197016 / 0.000196929 | -0.000208627 / 0.000208613 | -8.78056e-05 / 8.77704e-05 | -0.000109987 / 0.000109997 | -0.000146593 / 0.00014656 |
 | c-tag Eigenvar. 15 | -0.000570609 / 0.000570559 | -0.000165657 / 0.000165669 | -0.000385298 / 0.000385305 | -0.000507917 / 0.000507957 | -0.000355444 / 0.000355415 | -0.0005518 / 0.000551825 | -0.000643126 / 0.000643112 | -0.000243696 / 0.000243755 | -0.000393728 / 0.000393737 | -0.000422209 / 0.000422294 |
 | c-tag Eigenvar. 16 | 0.00139277 / -0.00139282 | 0.000312075 / -0.000312147 | 0.000846761 / -0.000846755 | 0.000737955 / -0.000737915 | 0.000371923 / -0.000371952 | 0.00151499 / -0.00151496 | 0.00102459 / -0.00102461 | 0.000567535 / -0.00056757 | 0.000670354 / -0.000670345 | 0.000697436 / -0.00069747 |
 | c-tag Eigenvar. 17 | -0.000861378 / 0.000861397 | -0.000281537 / 0.000281549 | -0.000619369 / 0.000619306 | -0.000584641 / 0.000584681 | -0.000511833 / 0.000511871 | -0.00111053 / 0.00111055 | -0.000455154 / 0.00045514 | -0.000398274 / 0.000398333 | -0.000275065 / 0.000275074 | -0.000332273 / 0.000332239 |
 | c-tag Eigenvar. 18 | 0.00135598 / -0.00135596 | 0.000157596 / -0.000157668 | 0.000450073 / -0.000450066 | 0.000226203 / -0.000226163 | 2.91608e-05 / -2.91902e-05 | 0.00107753 / -0.00107751 | 0.000461002 / -0.000461016 | 0.000248723 / -0.000248664 | 0.000296375 / -0.000296437 | 0.000432485 / -0.000432518 |
 | c-tag Eigenvar. 19 | -0.00435198 / 0.00435193 | -0.00148449 / 0.0014845 | -0.00326951 / 0.00326951 | -0.00235345 / 0.0023534 | -0.00199561 / 0.00199565 | -0.00404754 / 0.00404757 | -0.00186326 / 0.00186324 | -0.00138761 / 0.00138767 | -0.00143248 / 0.00143242 | -0.00169732 / 0.00169728 |
 | c-tag Eigenvar. 20 | -0.00150291 / 0.00150293 | -0.000940741 / 0.000940754 | -0.00176479 / 0.0017648 | -0.0015648 / 0.00156475 | -0.00121986 / 0.0012199 | -0.0018934 / 0.00189342 | -0.00131992 / 0.00131997 | -0.00127166 / 0.00127162 | -0.00132627 / 0.0013262 | -0.00119562 / 0.0011957 |
 | light-tag Eigenvar. 1 | -0.00106427 / 0.00106428 | -0.00213343 / 0.0021334 | -0.00153885 / 0.00153884 | -0.00164393 / 0.00164395 | -0.00187942 / 0.00187943 | -0.0025851 / 0.00258506 | -0.00218353 / 0.00218347 | -0.00160127 / 0.00160121 | 0.00204638 / -0.00204641 | -0.000162604 / 0.000162687 |
 | light-tag Eigenvar. 2 | 0.00141156 / -0.00141156 | 0.00184757 / -0.00184758 | 0.00160692 / -0.00160693 | 0.00188939 / -0.00188946 | 0.0017674 / -0.00176738 | 0.002113 / -0.00211312 | 0.00209648 / -0.00209646 | 0.00199 / -0.00199007 | 0.000625946 / -0.000625939 | 0.00138064 / -0.00138069 |
 | light-tag Eigenvar. 3 | -0.000170493 / 0.000170512 | -0.000138579 / 0.000138591 | -0.000141616 / 0.000141623 | -0.000188278 / 0.000188318 | -0.000174057 / 0.000174028 | -0.000186305 / 0.00018633 | -0.000199638 / 0.00019969 | -0.000215668 / 0.000215633 | -0.000133302 / 0.000133312 | -0.000192806 / 0.000192891 |
 | light-tag Eigenvar. 4 | 0.000595814 / -0.000595863 | 0.000729428 / -0.000729416 | 0.000645074 / -0.000645068 | 0.000771765 / -0.000771812 | 0.000725061 / -0.000725023 | 0.000856069 / -0.000856045 | 0.000855184 / -0.000855198 | 0.000823634 / -0.000823575 | 0.000272628 / -0.000272618 | 0.000589607 / -0.000589641 |
 | light-tag Eigenvar. 5 | 0.000726456 / -0.000726505 | 0.000825126 / -0.000825114 | 0.000738605 / -0.000738668 | 0.0009038 / -0.000903759 | 0.000866222 / -0.000866184 | 0.00101159 / -0.00101157 | 0.00100968 / -0.00100969 | 0.000981868 / -0.000981903 | 0.000258379 / -0.00025837 | 0.000703598 / -0.000703632 |
 | light-tag Eigenvar. 6 | 9.39295e-05 / -9.39104e-05 | 0.000122866 / -0.000122854 | 0.000106453 / -0.000106446 | 0.000125119 / -0.000125079 | 0.000118035 / -0.000118064 | 0.000141926 / -0.000141901 | 0.000139963 / -0.000139977 | 0.000131547 / -0.000131582 | 3.62369e-05 / -3.62274e-05 | 8.95642e-05 / -8.9598e-05 |
 | light-tag Eigenvar. 7 | 0.000389477 / -0.000389458 | 0.000483961 / -0.000483949 | 0.000422216 / -0.000422279 | 0.000504663 / -0.000504709 | 0.000482696 / -0.000482725 | 0.000573692 / -0.000573667 | 0.000567363 / -0.000567312 | 0.000539412 / -0.000539448 | 0.00012223 / -0.000122292 | 0.000368261 / -0.000368295 |
 | light-tag Eigenvar. 8 | 0.000104714 / -0.000104695 | 0.000136741 / -0.000136729 | 0.000121148 / -0.000121141 | 0.000142111 / -0.000142157 | 0.000127738 / -0.000127767 | 0.000149736 / -0.000149711 | 0.000153185 / -0.000153134 | 0.000149733 / -0.000149768 | 8.02768e-05 / -8.02673e-05 | 0.000113618 / -0.000113534 |
 | light-tag Eigenvar. 9 | 0.000358284 / -0.000358265 | 0.000408277 / -0.000408265 | 0.000367267 / -0.000367261 | 0.000449786 / -0.000449832 | 0.000424142 / -0.000424172 | 0.000487227 / -0.000487203 | 0.000495782 / -0.000495796 | 0.000491792 / -0.000491734 | 0.000172243 / -0.000172233 | 0.000365417 / -0.000365451 |
 | light-tag Eigenvar. 10 | 2.5469e-05 / -2.54498e-05 | 7.4933e-05 / -7.49206e-05 | 5.56135e-05 / -5.56068e-05 | 5.43769e-05 / -5.44234e-05 | 5.05203e-05 / -5.05497e-05 | 6.73991e-05 / -6.74859e-05 | 6.26505e-05 / -6.25995e-05 | 5.08367e-05 / -5.07781e-05 | -3.84514e-06 / 3.85465e-06 | 1.79941e-05 / -1.79094e-05 |
 | light-tag Eigenvar. 11 | -6.97478e-05 / 6.97669e-05 | -3.69947e-05 / 3.6923e-05 | -4.43246e-05 / 4.43313e-05 | -6.76008e-05 / 6.7641e-05 | -6.34193e-05 / 6.33899e-05 | -5.92299e-05 / 5.91432e-05 | -7.00897e-05 / 7.00756e-05 | -8.53684e-05 / 8.53332e-05 | -5.81035e-05 / 5.8113e-05 | -8.48583e-05 / 8.4943e-05 |
 | light-tag Eigenvar. 12 | -0.000427749 / 0.000427768 | -0.000494292 / 0.000494304 | -0.000440873 / 0.00044088 | -0.000538086 / 0.00053804 | -0.000509542 / 0.00050958 | -0.000579915 / 0.00057994 | -0.000597534 / 0.000597585 | -0.00059363 / 0.000593688 | -0.000215985 / 0.000215995 | -0.000440102 / 0.000440187 |
 | light-tag Eigenvar. 13 | 0.000816894 / -0.000816875 | 0.000901146 / -0.000901134 | 0.000813124 / -0.000813117 | 0.00100367 / -0.00100372 | 0.000952738 / -0.0009527 | 0.00105856 / -0.00105854 | 0.00111317 / -0.00111312 | 0.00113026 / -0.00113029 | 0.00046505 / -0.000465041 | 0.000864749 / -0.000864783 |
 | light-tag Eigenvar. 14 | -0.000741657 / 0.000741608 | -0.000818386 / 0.000818399 | -0.000728013 / 0.000728019 | -0.000614463 / 0.000614417 | -0.000922716 / 0.000922687 | -0.000619968 / 0.000619881 | -0.000766553 / 0.000766539 | -0.00119413 / 0.00119419 | -0.000390346 / 0.000390355 | -0.000749489 / 0.000749573 |
 | light-tag Eigenvar. 15 | -0.000232674 / 0.000232693 | -0.000122097 / 0.000122109 | -0.000107352 / 0.000107358 | -0.000273931 / 0.000273972 | -0.000191441 / 0.000191412 | -0.00023361 / 0.000233635 | -0.000330685 / 0.000330671 | -0.000280349 / 0.000280407 | -0.00022203 / 0.000221967 | -0.000314025 / 0.00031411 |
 | light-tag Eigenvar. 16 | 0.000132221 / -0.000132202 | 5.35734e-05 / -5.3561e-05 | 9.11316e-05 / -9.11945e-05 | 0.000202536 / -0.000202496 | 0.000113318 / -0.000113348 | 0.000134897 / -0.000134873 | 0.000146216 / -0.00014623 | 0.000172418 / -0.000172453 | 0.000168788 / -0.000168779 | 0.000227254 / -0.000227288 |
 | light-tag Eigenvar. 17 | 0.000929448 / -0.000929497 | 0.000952527 / -0.000952515 | 0.00090561 / -0.000905603 | 0.0011494 / -0.00114945 | 0.000965338 / -0.0009653 | 0.00100166 / -0.00100164 | 0.00118684 / -0.00118685 | 0.00132093 / -0.00132087 | 0.00132404 / -0.00132403 | 0.00123848 / -0.00123851 |
 | light-tag Eigenvar. 18 | 6.36922e-05 / -6.36731e-05 | 7.0392e-05 / -7.04637e-05 | 7.85261e-05 / -7.85195e-05 | -5.58972e-05 / 5.58507e-05 | 6.68262e-05 / -6.68557e-05 | -8.02044e-06 / 7.9337e-06 | -5.42625e-05 / 5.42484e-05 | 9.83631e-05 / -9.83983e-05 | 5.35794e-05 / -5.35699e-05 | -1.15108e-05 / 1.1477e-05 |
 | light-tag Eigenvar. 19 | 0.000173243 / -0.000173292 | 0.000151878 / -0.000151866 | 0.000183618 / -0.000183611 | 0.000243629 / -0.000243675 | 0.000194916 / -0.000194945 | 0.000230845 / -0.000230821 | 0.000220011 / -0.00021996 | 0.00019979 / -0.000199732 | 0.000201027 / -0.000201017 | 0.000226306 / -0.00022634 |
 | light-tag Eigenvar. 20 | -0.000185441 / 0.00018546 | -0.000174739 / 0.000174751 | -0.000198167 / 0.000198173 | -0.000229284 / 0.000229238 | -0.000186186 / 0.000186156 | -0.000219775 / 0.0002198 | -0.000203156 / 0.000203142 | -0.000214918 / 0.000214976 | -0.000204615 / 0.000204625 | -0.000220889 / 0.000220974 |
 | b-tag Eigenvar. 2 | 0.00679344 / -0.00679344 | 0.0120032 / -0.0120032 | 0.0113885 / -0.0113885 | 0.000154768 / -0.000154768 | 0.0128403 / -0.0128403 | 0.00888747 / -0.00888747 | 0.00024639 / -0.00024639 | 0.000448578 / -0.000448578 | 0.000229163 / -0.000229163 | 0.000316005 / -0.000316005 |
 | b-tag Eigenvar. 3 | 0.00710175 / -0.00710175 | 0.013261 / -0.013261 | 0.0136963 / -0.0136963 | 0.000234179 / -0.000234179 | 0.014772 / -0.014772 | 0.0169305 / -0.0169305 | 0.000336729 / -0.000336729 | 0.000395802 / -0.000395802 | 0.000509594 / -0.000509594 | 0.000364469 / -0.000364469 |
 | b-tag Eigenvar. 4 | -0.00256081 / 0.00256081 | -0.00488285 / 0.00488285 | -0.00498503 / 0.00498503 | -8.8754e-05 / 8.8754e-05 | -0.00532054 / 0.00532054 | -0.00609313 / 0.00609313 | -0.00011946 / 0.00011946 | -0.00013552 / 0.00013552 | -0.000190871 / 0.000190871 | -0.000128108 / 0.000128108 |
 | b-tag Eigenvar. 5 | -0.00351448 / 0.00351448 | -0.00637415 / 0.00637415 | -0.00499325 / 0.00499325 | -0.000224516 / 0.000224516 | -0.00468124 / 0.00468124 | -0.00314987 / 0.00314987 | -0.00021742 / 0.00021742 | -0.000418241 / 0.000418241 | -0.000511671 / 0.000511671 | -0.000214846 / 0.000214846 |
 | b-tag Eigenvar. 6 | -0.00686898 / 0.00686898 | -0.0126469 / 0.0126469 | -0.0110569 / 0.0110569 | -0.000156028 / 0.000156028 | -0.0031218 / 0.0031218 | -0.0114264 / 0.0114264 | -0.000197815 / 0.000197815 | -0.000352154 / 0.000352154 | -0.000319321 / 0.000319321 | -0.000306915 / 0.000306915 |
 | b-tag Eigenvar. 7 | -0.00105809 / 0.00105809 | -0.00198265 / 0.00198265 | -0.00129547 / 0.00129547 | -2.79819e-05 / 2.79819e-05 | -0.000720037 / 0.000720037 | -0.000236176 / 0.000236176 | -2.69719e-05 / 2.69719e-05 | -9.75546e-05 / 9.75546e-05 | -2.62249e-05 / 2.62249e-05 | -6.2463e-05 / 6.2463e-05 |
 | b-tag Eigenvar. 8 | 0.00788239 / -0.00788239 | 0.0152116 / -0.0152116 | 0.0125069 / -0.0125069 | 0.00024779 / -0.00024779 | 0.0126085 / -0.0126085 | 0.00956513 / -0.00956513 | 0.000276937 / -0.000276937 | 0.000634372 / -0.000634372 | 0.000367616 / -0.000367616 | 0.000467677 / -0.000467677 |
 | b-tag Eigenvar. 9 | 0.000138705 / -0.000138705 | 0.000760122 / -0.000760122 | 0.000547434 / -0.000547434 | 4.52817e-06 / -4.52817e-06 | 0.00045352 / -0.00045352 | -0.000294972 / 0.000294972 | 4.98845e-05 / -4.98845e-05 | 4.50247e-05 / -4.50247e-05 | 5.22122e-05 / -5.22122e-05 | 6.26662e-05 / -6.26662e-05 |
 | b-tag Eigenvar. 10 | -0.00846643 / 0.00846643 | -0.01638 / 0.01638 | -0.0137397 / 0.0137397 | -0.000252865 / 0.000252865 | -0.00913108 / 0.00913108 | -0.0125292 / 0.0125292 | -0.000341172 / 0.000341172 | -0.00027688 / 0.00027688 | -0.000458061 / 0.000458061 | -0.000277884 / 0.000277884 |
 | b-tag Eigenvar. 11 | -0.00180952 / 0.00180952 | -0.00283653 / 0.00283653 | -0.00274927 / 0.00274927 | -3.08428e-05 / 3.08428e-05 | 1.17768e-05 / -1.17768e-05 | -0.00188313 / 0.00188313 | -5.79099e-05 / 5.79099e-05 | -8.86493e-05 / 8.86493e-05 | -8.94063e-05 / 8.94063e-05 | -3.12992e-05 / 3.12992e-05 |
 | b-tag Eigenvar. 12 | -0.000229262 / 0.000229262 | -0.000667019 / 0.000667019 | -0.00072077 / 0.00072077 | -1.70585e-05 / 1.70585e-05 | -0.00150266 / 0.00150266 | -0.00114422 / 0.00114422 | -1.54435e-05 / 1.54435e-05 | 3.13386e-05 / -3.13386e-05 | -3.19818e-05 / 3.19818e-05 | -1.49471e-05 / 1.49471e-05 |
 | b-tag Eigenvar. 13 | 0.00127107 / -0.00127107 | 0.00215707 / -0.00215707 | 0.002303 / -0.002303 | 3.53044e-05 / -3.53044e-05 | 0.0010689 / -0.0010689 | 0.00208565 / -0.00208565 | 4.60417e-05 / -4.60417e-05 | 5.89921e-05 / -5.89921e-05 | 0.00010388 / -0.00010388 | 3.95599e-05 / -3.95599e-05 |
