 |       | FCNC      | t#bar{t} + jets      | t#bar{t} +  gam      | VV      | Single Top      | t#bar{t} + V      | W+Gam      | W + jets      | Z + jets      | Z+Gam |
 | c-tag Eigenvar. 6 | -0.000474225 / 0.000474221 | -0.000182465 / 0.000182461 | -0.000425082 / 0.000425048 | -0.000193899 / 0.000193842 | -0.000308001 / 0.000308022 | -0.000769322 / 0.00076931 | -0.000164791 / 0.000164729 | -0.000239039 / 0.000239047 | -0.000148533 / 0.000148541 | -0.000302812 / 0.000302795 |
 | c-tag Eigenvar. 7 | 0.000697489 / -0.000697493 | 0.00028018 / -0.000280183 | 0.000471067 / -0.000471101 | 0.000240397 / -0.000240381 | 0.000195209 / -0.000195188 | 0.000476014 / -0.000476026 | 0.000345121 / -0.000345087 | 0.00019204 / -0.000192032 | 0.000234925 / -0.000234918 | 0.000221775 / -0.000221792 |
 | c-tag Eigenvar. 8 | 0.000107416 / -0.000107421 | -7.87978e-05 / 7.87941e-05 | 1.16205e-05 / -1.16547e-05 | 7.14595e-05 / -7.14428e-05 | 0.000210473 / -0.000210452 | 0.000496535 / -0.000496546 | 0.000129149 / -0.000129211 | 1.29399e-05 / -1.29322e-05 | 0.000111043 / -0.000111096 | 0.000157796 / -0.000157716 |
 | c-tag Eigenvar. 9 | -0.000216296 / 0.000216292 | -0.000124356 / 0.000124353 | -0.000145567 / 0.000145533 | -1.34876e-05 / 1.35042e-05 | 7.35007e-05 / -7.34795e-05 | 0.000167162 / -0.000167078 | -1.90198e-05 / 1.90534e-05 | -1.39299e-06 / 1.33996e-06 | 2.70818e-05 / -2.70748e-05 | 6.0708e-05 / -6.06277e-05 |
 | c-tag Eigenvar. 10 | 0.000659451 / -0.000659458 | 0.000308897 / -0.000308901 | 0.000552813 / -0.000552849 | 0.00038316 / -0.000383145 | 0.000258979 / -0.000258958 | 0.000591451 / -0.000591465 | 0.000329011 / -0.000329074 | 0.000294406 / -0.000294399 | 0.000256709 / -0.000256703 | 0.000325834 / -0.000325852 |
 | c-tag Eigenvar. 11 | 0.000974154 / -0.000974158 | 0.000318744 / -0.000318748 | 0.000764718 / -0.000764646 | 0.000691316 / -0.000691299 | 0.000456923 / -0.000456901 | 0.00116015 / -0.00116016 | 0.000526568 / -0.00052663 | 0.000362091 / -0.000362083 | 0.000395456 / -0.000395449 | 0.000528522 / -0.00052854 |
 | c-tag Eigenvar. 12 | 0.000648151 / -0.000648156 | 0.000276715 / -0.000276719 | 0.0005664 / -0.000566328 | 0.000555842 / -0.000555898 | 0.00027153 / -0.000271508 | 0.000746308 / -0.000746224 | 0.000410143 / -0.000410205 | 0.000332332 / -0.000332324 | 0.000323853 / -0.000323846 | 0.000388977 / -0.000388896 |
 | c-tag Eigenvar. 13 | 0.000575394 / -0.000575399 | 0.00022449 / -0.000224494 | 0.000479888 / -0.000479923 | 0.000548634 / -0.000548617 | 0.000288108 / -0.000288087 | 0.000598277 / -0.000598288 | 0.000381468 / -0.000381434 | 0.000281681 / -0.000281673 | 0.00030362 / -0.000303613 | 0.000374175 / -0.000374095 |
 | c-tag Eigenvar. 14 | -0.000150513 / 0.000150508 | -5.00377e-05 / 5.00341e-05 | -0.000109007 / 0.000108973 | -0.000232143 / 0.00023216 | -9.65272e-05 / 9.65484e-05 | -0.000189889 / 0.000189877 | -0.000192795 / 0.000192732 | -8.95157e-05 / 8.95234e-05 | -0.000155076 / 0.000155083 | -0.000142914 / 0.000142897 |
 | c-tag Eigenvar. 15 | -0.000540633 / 0.000540629 | -0.00016279 / 0.000162787 | -0.000355682 / 0.000355648 | -0.000642978 / 0.000642995 | -0.000294152 / 0.000294173 | -0.000555434 / 0.000555423 | -0.000600091 / 0.000600029 | -0.00024408 / 0.000244087 | -0.000500794 / 0.000500801 | -0.000411878 / 0.000411958 |
 | c-tag Eigenvar. 16 | 0.00132316 / -0.00132316 | 0.000374304 / -0.000374307 | 0.000829548 / -0.000829583 | 0.000856282 / -0.000856265 | 0.000576205 / -0.000576184 | 0.00138005 / -0.00138006 | 0.000947866 / -0.000947929 | 0.000323161 / -0.000323153 | 0.00069356 / -0.000693553 | 0.000649566 / -0.000649583 |
 | c-tag Eigenvar. 17 | -0.0007766 / 0.000776595 | -0.000323585 / 0.000323581 | -0.000663999 / 0.000663965 | -0.000606425 / 0.000606442 | -0.000283437 / 0.000283458 | -0.00104983 / 0.00104982 | -0.00044099 / 0.000440927 | -0.000297464 / 0.000297471 | -0.000252485 / 0.000252432 | -0.000400192 / 0.000400273 |
 | c-tag Eigenvar. 18 | 0.00118066 / -0.00118067 | 0.000127817 / -0.000127821 | 0.000568738 / -0.000568772 | 0.000267463 / -0.000267446 | 0.000670115 / -0.000670093 | 0.000817986 / -0.000817997 | 0.00034349 / -0.000343457 | 1.27577e-05 / -1.28107e-05 | 0.000233289 / -0.000233282 | 0.000389171 / -0.000389189 |
 | c-tag Eigenvar. 19 | -0.00405817 / 0.00405817 | -0.00146843 / 0.00146843 | -0.00329697 / 0.00329694 | -0.00247842 / 0.00247844 | -0.00183431 / 0.00183433 | -0.00463084 / 0.00463082 | -0.00190657 / 0.0019065 | -0.00151005 / 0.00151005 | -0.00147604 / 0.00147604 | -0.00207338 / 0.00207336 |
 | c-tag Eigenvar. 20 | -0.00143454 / 0.00143453 | -0.00101677 / 0.00101676 | -0.00173764 / 0.0017376 | -0.00177847 / 0.00177849 | -0.00117937 / 0.00117939 | -0.00216918 / 0.00216917 | -0.00122768 / 0.00122771 | -0.00140589 / 0.0014059 | -0.00128479 / 0.0012848 | -0.00163001 / 0.00163009 |
 | light-tag Eigenvar. 1 | -0.0018591 / 0.00185905 | -0.00187641 / 0.00187643 | -0.00160339 / 0.00160332 | -0.000609306 / 0.000609317 | -0.00174978 / 0.00174967 | -0.000147872 / 0.00014786 | -0.00241187 / 0.00241173 | -0.00295154 / 0.00295138 | -0.00453698 / 0.00453672 | -0.00173216 / 0.00173211 |
 | light-tag Eigenvar. 2 | 0.00174062 / -0.00174064 | 0.00174372 / -0.00174375 | 0.00162137 / -0.00162132 | 0.00148075 / -0.00148082 | 0.00174092 / -0.00174092 | 0.00116195 / -0.00116188 | 0.0021916 / -0.0021916 | 0.00255436 / -0.0025544 | 0.00306307 / -0.00306313 | 0.00194365 / -0.00194369 |
 | light-tag Eigenvar. 3 | -0.000141978 / 0.000142077 | -0.00015475 / 0.000154747 | -0.00014833 / 0.000148296 | -0.000204416 / 0.000204359 | -0.000182754 / 0.000182775 | -0.000110099 / 0.000110087 | -0.000193466 / 0.000193499 | -0.000164217 / 0.000164224 | -0.000175006 / 0.000175013 | -0.000212054 / 0.000212037 |
 | light-tag Eigenvar. 4 | 0.000688978 / -0.000688986 | 0.000699464 / -0.000699471 | 0.000651376 / -0.000651308 | 0.000632832 / -0.000632818 | 0.000718327 / -0.00071841 | 0.000456701 / -0.000456619 | 0.000879009 / -0.000878981 | 0.000983713 / -0.000983712 | 0.00117676 / -0.00117677 | 0.000802672 / -0.000802693 |
 | light-tag Eigenvar. 5 | 0.000786178 / -0.000786186 | 0.000815694 / -0.000815702 | 0.000756639 / -0.000756677 | 0.000775153 / -0.000775141 | 0.000858311 / -0.000858295 | 0.000475576 / -0.000475589 | 0.00102639 / -0.00102646 | 0.00107506 / -0.00107506 | 0.00131855 / -0.00131855 | 0.00096722 / -0.000967243 |
 | light-tag Eigenvar. 6 | 0.000115639 / -0.000115644 | 0.000116248 / -0.000116251 | 0.000107697 / -0.000107731 | 9.77894e-05 / -9.77727e-05 | 0.00011808 / -0.00011816 | 7.4678e-05 / -7.46897e-05 | 0.00014622 / -0.000146186 | 0.000169812 / -0.000169865 | 0.000205484 / -0.000205537 | 0.000129264 / -0.000129281 |
 | light-tag Eigenvar. 7 | 0.000454908 / -0.000454914 | 0.000464308 / -0.000464248 | 0.000428845 / -0.000428775 | 0.000405126 / -0.000405111 | 0.000473233 / -0.000473314 | 0.000275536 / -0.000275548 | 0.000584378 / -0.000584347 | 0.000648613 / -0.000648669 | 0.000799436 / -0.000799433 | 0.000529229 / -0.000529248 |
 | light-tag Eigenvar. 8 | 0.000129587 / -0.000129591 | 0.000127882 / -0.000127886 | 0.000120557 / -0.000120591 | 0.000114852 / -0.000114836 | 0.000125257 / -0.000125236 | 0.000102643 / -0.000102654 | 0.000159934 / -0.0001599 | 0.000192708 / -0.0001927 | 0.000217539 / -0.000217532 | 0.000142994 / -0.000143011 |
 | light-tag Eigenvar. 9 | 0.000389686 / -0.000389691 | 0.000401932 / -0.000401937 | 0.000374388 / -0.000374317 | 0.000389435 / -0.00038942 | 0.000407784 / -0.000407764 | 0.000256302 / -0.000256314 | 0.000503906 / -0.000503874 | 0.000534502 / -0.000534496 | 0.000640431 / -0.000640427 | 0.000477404 / -0.000477422 |
 | light-tag Eigenvar. 10 | 6.51291e-05 / -6.50304e-05 | 5.83299e-05 / -5.83335e-05 | 5.27102e-05 / -5.27442e-05 | 1.60426e-05 / -1.60261e-05 | 3.7561e-05 / -3.754e-05 | 4.19416e-05 / -4.19533e-05 | 7.25518e-05 / -7.25185e-05 | 0.000116424 / -0.000116416 | 0.00014579 / -0.000145783 | 4.57888e-05 / -4.58058e-05 |
 | light-tag Eigenvar. 11 | -4.15574e-05 / 4.15527e-05 | -5.07967e-05 / 5.0793e-05 | -4.88327e-05 / 4.87987e-05 | -8.85536e-05 / 8.85701e-05 | -6.07256e-05 / 6.06463e-05 | -3.17115e-05 / 3.16999e-05 | -6.29856e-05 / 6.29237e-05 | -2.99723e-05 / 2.998e-05 | -2.81517e-05 / 2.81587e-05 | -8.27435e-05 / 8.27264e-05 |
 | light-tag Eigenvar. 12 | -0.00047256 / 0.000472555 | -0.000488367 / 0.000488363 | -0.000451865 / 0.000451937 | -0.000470142 / 0.000470159 | -0.00049208 / 0.000492101 | -0.00031511 / 0.000315098 | -0.000609298 / 0.000609331 | -0.000656939 / 0.000656946 | -0.000782481 / 0.000782488 | -0.00057499 / 0.000574973 |
 | light-tag Eigenvar. 13 | 0.000866215 / -0.000866219 | 0.000905514 / -0.000905518 | 0.000836669 / -0.000836703 | 0.000915929 / -0.000915912 | 0.000915755 / -0.000915835 | 0.000592836 / -0.000592753 | 0.00112241 / -0.00112237 | 0.00118271 / -0.0011827 | 0.00138699 / -0.00138699 | 0.00108534 / -0.00108536 |
 | light-tag Eigenvar. 14 | -0.000786905 / 0.0007869 | -0.000870614 / 0.00087061 | -0.000775061 / 0.000775133 | -0.000687916 / 0.000687932 | -0.000479343 / 0.000479364 | -0.000413511 / 0.0004135 | -0.000700309 / 0.000700343 | -0.00101678 / 0.00101679 | -0.000939136 / 0.000939143 | -0.000799743 / 0.000799726 |
 | light-tag Eigenvar. 15 | -0.000108982 / 0.000108977 | -0.000171091 / 0.000171088 | -0.000124524 / 0.000124596 | -0.000368794 / 0.000368811 | -0.000331554 / 0.000331575 | -9.78823e-05 / 9.78706e-05 | -0.000292149 / 0.000292087 | -0.000120125 / 0.000120133 | -0.000177187 / 0.000177194 | -0.000332318 / 0.000332301 |
 | light-tag Eigenvar. 16 | 8.17064e-05 / -8.17111e-05 | 7.65718e-05 / -7.65754e-05 | 9.56877e-05 / -9.56156e-05 | 0.000195681 / -0.000195664 | -4.5383e-06 / 4.5595e-06 | 9.20486e-05 / -9.20603e-05 | 0.000169044 / -0.000169011 | 1.32435e-05 / -1.32358e-05 | 6.22776e-05 / -6.22706e-05 | 0.000205804 / -0.000205822 |
 | light-tag Eigenvar. 17 | 0.000922942 / -0.000922947 | 0.00095774 / -0.000957744 | 0.000897355 / -0.000897283 | 0.00116378 / -0.00116377 | 0.000983686 / -0.000983664 | 0.000952369 / -0.000952381 | 0.00118283 / -0.00118289 | 0.00132488 / -0.00132487 | 0.00122646 / -0.00122646 | 0.0011909 / -0.00119092 |
 | light-tag Eigenvar. 18 | 6.90077e-05 / -6.90124e-05 | 7.9121e-05 / -7.91246e-05 | 7.6026e-05 / -7.60602e-05 | -4.30536e-05 / 4.29967e-05 | 4.62072e-05 / -4.6186e-05 | -2.20054e-05 / 2.19937e-05 | -4.96126e-05 / 4.96462e-05 | 0.000114363 / -0.000114355 | -5.26387e-05 / 5.26457e-05 | -3.23875e-05 / 3.24677e-05 |
 | light-tag Eigenvar. 19 | 0.000178612 / -0.000178617 | 0.00015174 / -0.000151744 | 0.000182731 / -0.000182765 | 0.000230027 / -0.000230084 | 0.000170038 / -0.000170017 | 0.000226814 / -0.00022673 | 0.000222366 / -0.000222332 | 0.000194469 / -0.000194461 | 0.00022499 / -0.000224983 | 0.000233655 / -0.000233672 |
 | light-tag Eigenvar. 20 | -0.000191315 / 0.000191311 | -0.000171614 / 0.000171611 | -0.000197963 / 0.000197929 | -0.000220155 / 0.000220172 | -0.00019074 / 0.000190761 | -0.000217758 / 0.000217747 | -0.000206029 / 0.000206063 | -0.000206183 / 0.00020619 | -0.000193785 / 0.000193792 | -0.000225785 / 0.000225767 |
 | b-tag Eigenvar. 2 | 0.00649277 / -0.00649277 | 0.0121432 / -0.0121432 | 0.0116862 / -0.0116862 | 4.31085e-06 / -4.31085e-06 | 0.0091432 / -0.0091432 | 0.0113309 / -0.0113309 | 0.000117545 / -0.000117545 | 0.00019951 / -0.00019951 | 0.000235288 / -0.000235288 | 0.000196943 / -0.000196943 |
 | b-tag Eigenvar. 3 | 0.00691808 / -0.00691808 | 0.0132878 / -0.0132878 | 0.0139958 / -0.0139958 | 0.000206639 / -0.000206639 | 0.013599 / -0.013599 | 0.0176759 / -0.0176759 | 0.000292375 / -0.000292375 | 0.00031065 / -0.00031065 | 0.000460577 / -0.000460577 | 0.00048587 / -0.00048587 |
 | b-tag Eigenvar. 4 | -0.00256503 / 0.00256503 | -0.00486479 / 0.00486479 | -0.00502614 / 0.00502614 | -8.04891e-05 / 8.04891e-05 | -0.00500115 / 0.00500115 | -0.00617357 / 0.00617357 | -0.000102742 / 0.000102742 | -0.000111683 / 0.000111683 | -0.000159498 / 0.000159498 | -0.000160345 / 0.000160345 |
 | b-tag Eigenvar. 5 | -0.00405713 / 0.00405713 | -0.00699036 / 0.00699036 | -0.00468753 / 0.00468753 | -0.000314811 / 0.000314811 | -0.00690088 / 0.00690088 | -0.00424649 / 0.00424649 | -0.000226264 / 0.000226264 | -0.00025653 / 0.00025653 | -7.80814e-05 / 7.80814e-05 | -0.000248085 / 0.000248085 |
 | b-tag Eigenvar. 6 | -0.00658573 / 0.00658573 | -0.0129349 / 0.0129349 | -0.01179 / 0.01179 | -0.000129913 / 0.000129913 | -0.00750467 / 0.00750467 | -0.01253 / 0.01253 | -0.000177258 / 0.000177258 | -0.000197984 / 0.000197984 | -0.000196511 / 0.000196511 | -0.000247598 / 0.000247598 |
 | b-tag Eigenvar. 7 | -0.00109948 / 0.00109948 | -0.00193121 / 0.00193121 | -0.00136311 / 0.00136311 | -1.08399e-05 / 1.08399e-05 | -0.000451241 / 0.000451241 | -0.000603156 / 0.000603156 | -1.96911e-05 / 1.96911e-05 | -2.7265e-05 / 2.7265e-05 | -1.8291e-05 / 1.8291e-05 | -8.13982e-06 / 8.13982e-06 |
 | b-tag Eigenvar. 8 | 0.00807282 / -0.00807282 | 0.0146612 / -0.0146612 | 0.0127743 / -0.0127743 | 0.000144198 / -0.000144198 | 0.00852405 / -0.00852405 | 0.0110183 / -0.0110183 | 0.000233682 / -0.000233682 | 0.000268866 / -0.000268866 | 0.000366197 / -0.000366197 | 0.000251573 / -0.000251573 |
 | b-tag Eigenvar. 9 | 0.000519811 / -0.000519811 | 0.000570656 / -0.000570656 | 0.000316962 / -0.000316962 | 2.51983e-05 / -2.51983e-05 | 0.00109144 / -0.00109144 | 0.000657165 / -0.000657165 | 3.69871e-05 / -3.69871e-05 | 6.54734e-05 / -6.54734e-05 | 3.13223e-05 / -3.13223e-05 | 2.29245e-05 / -2.29245e-05 |
 | b-tag Eigenvar. 10 | -0.0090804 / 0.0090804 | -0.0154516 / 0.0154516 | -0.0139404 / 0.0139404 | -0.000123661 / 0.000123661 | -0.0103926 / 0.0103926 | -0.0112532 / 0.0112532 | -0.000266543 / 0.000266543 | -0.000355888 / 0.000355888 | -0.000396842 / 0.000396842 | -0.000347705 / 0.000347705 |
 | b-tag Eigenvar. 11 | -0.00165812 / 0.00165812 | -0.00328031 / 0.00328031 | -0.00296293 / 0.00296293 | -9.44249e-06 / 9.44249e-06 | -0.00364123 / 0.00364123 | -0.00150366 / 0.00150366 | -3.69535e-05 / 3.69535e-05 | -8.47786e-05 / 8.47786e-05 | -5.56676e-05 / 5.56676e-05 | -9.53925e-05 / 9.53925e-05 |
 | b-tag Eigenvar. 12 | -0.00028895 / 0.00028895 | -0.000316656 / 0.000316656 | -0.000563565 / 0.000563565 | -2.30487e-05 / 2.30487e-05 | 7.54213e-05 / -7.54213e-05 | -0.00167975 / 0.00167975 | -1.51837e-05 / 1.51837e-05 | -1.03814e-05 / 1.03814e-05 | -2.39248e-05 / 2.39248e-05 | -5.8027e-06 / 5.8027e-06 |
 | b-tag Eigenvar. 13 | 0.00118712 / -0.00118712 | 0.00233214 / -0.00233214 | 0.00232341 / -0.00232341 | 3.58626e-05 / -3.58626e-05 | 0.00236625 / -0.00236625 | 0.00240462 / -0.00240462 | 3.98641e-05 / -3.98641e-05 | 6.56556e-05 / -6.56556e-05 | 4.73148e-05 / -4.73148e-05 | 6.9667e-05 / -6.9667e-05 |
