 |       | FCNC      | t#bar{t} + jets      | t#bar{t} +  gam      | VV      | Single Top      | t#bar{t} + V      | W+Gam      | W + jets      | Z + jets      | Z+Gam |
 | PDF no. 4 | -nan / -nan | -0.0117637 / 0.0117644 | -0.0117637 / 0.0117644 | 0 / 0 | -0.0251169 / 0.0251204 | 0 / 0 | 0 / 0 | 0.907909 / -0.595088 | 0.000685513 / -0.000685511 | 0 / 0 |
 | PDF no. 5 | -nan / -nan | 0.000901839 / -0.000901834 | 0.000901839 / -0.000901834 | 0 / 0 | -0.0251406 / 0.0251447 | 0 / 0 | 0 / 0 | 0.909229 / -0.595154 | 0.000686175 / -0.000686172 | 0 / 0 |
 | PDF no. 6 | -nan / -nan | -0.00755443 / 0.0075548 | -0.00755443 / 0.0075548 | 0 / 0 | -0.0251406 / 0.0251447 | 0 / 0 | 0 / 0 | 0.909229 / -0.595154 | 0.000686175 / -0.000686172 | 0 / 0 |
 | PDF no. 7 | -nan / -nan | -0.00021142 / 0.000211421 | -0.00021142 / 0.000211421 | 0 / 0 | -0.0251406 / 0.0251447 | 0 / 0 | 0 / 0 | 0.909229 / -0.595154 | 0.000686175 / -0.000686172 | 0 / 0 |
 | PDF no. 8 | -nan / -nan | -0.000260016 / 0.000260016 | -0.000260016 / 0.000260016 | 0 / 0 | -0.0251406 / 0.0251447 | 0 / 0 | 0 / 0 | 0.909229 / -0.595154 | 0.000686175 / -0.000686172 | 0 / 0 |
 | PDF no. 9 | -nan / -nan | -0.00503117 / 0.00503134 | -0.00503117 / 0.00503134 | 0 / 0 | -0.0251406 / 0.0251447 | 0 / 0 | 0 / 0 | 0.909229 / -0.595154 | 0.000686175 / -0.000686172 | 0 / 0 |
 | PDF no. 10 | -nan / -nan | 0.00134556 / -0.00134555 | 0.00134556 / -0.00134555 | 0 / 0 | -0.0251406 / 0.0251447 | 0 / 0 | 0 / 0 | 0.909229 / -0.595154 | 0.000686175 / -0.000686172 | 0 / 0 |
 | PDF no. 11 | -nan / -nan | -0.00742947 / 0.00742983 | -0.00742947 / 0.00742983 | 0 / 0 | -0.0251406 / 0.0251447 | 0 / 0 | 0 / 0 | 0.909229 / -0.595154 | 0.000686175 / -0.000686172 | 0 / 0 |
 | PDF no. 12 | -nan / -nan | -0.00232597 / 0.002326 | -0.00232597 / 0.002326 | 0 / 0 | -0.0251406 / 0.0251447 | 0 / 0 | 0 / 0 | 0.909229 / -0.595154 | 0.000686175 / -0.000686172 | 0 / 0 |
 | PDF no. 13 | -nan / -nan | 0.00145379 / -0.00145378 | 0.00145379 / -0.00145378 | 0 / 0 | -0.0251406 / 0.0251447 | 0 / 0 | 0 / 0 | 0.909229 / -0.595154 | 0.000686175 / -0.000686172 | 0 / 0 |
 | PDF no. 14 | -nan / -nan | -0.00151323 / 0.00151325 | -0.00151323 / 0.00151325 | 0 / 0 | -0.0251406 / 0.0251447 | 0 / 0 | 0 / 0 | 0.909229 / -0.595154 | 0.000686175 / -0.000686172 | 0 / 0 |
 | PDF no. 15 | -nan / -nan | 0.000518713 / -0.000518711 | 0.000518713 / -0.000518711 | 0 / 0 | -0.0251406 / 0.0251447 | 0 / 0 | 0 / 0 | 0.909229 / -0.595154 | 0.000686175 / -0.000686172 | 0 / 0 |
 | PDF no. 16 | -nan / -nan | -0.00263361 / 0.00263366 | -0.00263361 / 0.00263366 | 0 / 0 | -0.0251406 / 0.0251447 | 0 / 0 | 0 / 0 | 0.909229 / -0.595154 | 0.000686175 / -0.000686172 | 0 / 0 |
 | PDF no. 17 | -nan / -nan | 0.00704099 / -0.00704067 | 0.00704099 / -0.00704067 | 0 / 0 | -0.0251406 / 0.0251447 | 0 / 0 | 0 / 0 | 0.909229 / -0.595154 | 0.000686175 / -0.000686172 | 0 / 0 |
 | PDF no. 18 | -nan / -nan | 0.00274117 / -0.00274112 | 0.00274117 / -0.00274112 | 0 / 0 | -0.0251406 / 0.0251447 | 0 / 0 | 0 / 0 | 0.909229 / -0.595154 | 0.000686175 / -0.000686172 | 0 / 0 |
 | PDF no. 19 | -nan / -nan | -0.00849354 / 0.00849401 | -0.00849354 / 0.00849401 | 0 / 0 | -0.0251406 / 0.0251447 | 0 / 0 | 0 / 0 | 0.909229 / -0.595154 | 0.000686175 / -0.000686172 | 0 / 0 |
 | PDF no. 20 | -nan / -nan | -0.000821082 / 0.000821086 | -0.000821082 / 0.000821086 | 0 / 0 | -0.0251406 / 0.0251447 | 0 / 0 | 0 / 0 | 0.909229 / -0.595154 | 0.000686175 / -0.000686172 | 0 / 0 |
 | PDF no. 21 | -nan / -nan | -0.00123426 / 0.00123427 | -0.00123426 / 0.00123427 | 0 / 0 | -0.0251406 / 0.0251447 | 0 / 0 | 0 / 0 | 0.909229 / -0.595154 | 0.000686175 / -0.000686172 | 0 / 0 |
 | PDF no. 22 | -nan / -nan | 0.00543248 / -0.00543228 | 0.00543248 / -0.00543228 | 0 / 0 | -0.0251406 / 0.0251447 | 0 / 0 | 0 / 0 | 0.909229 / -0.595154 | 0.000686175 / -0.000686172 | 0 / 0 |
 | PDF no. 23 | -nan / -nan | 0.000811007 / -0.000811003 | 0.000811007 / -0.000811003 | 0 / 0 | -0.0251406 / 0.0251447 | 0 / 0 | 0 / 0 | 0.909229 / -0.595154 | 0.000686175 / -0.000686172 | 0 / 0 |
 | PDF no. 24 | -nan / -nan | -0.00109687 / 0.00109688 | -0.00109687 / 0.00109688 | 0 / 0 | -0.0251406 / 0.0251447 | 0 / 0 | 0 / 0 | 0.909229 / -0.595154 | 0.000686175 / -0.000686172 | 0 / 0 |
 | PDF no. 25 | -nan / -nan | -0.000699294 / 0.000699297 | -0.000699294 / 0.000699297 | 0 / 0 | -0.0251406 / 0.0251447 | 0 / 0 | 0 / 0 | 0.909229 / -0.595154 | 0.000686175 / -0.000686172 | 0 / 0 |
 | PDF no. 26 | -nan / -nan | 0.00271309 / -0.00271305 | 0.00271309 / -0.00271305 | 0 / 0 | -0.0251406 / 0.0251447 | 0 / 0 | 0 / 0 | 0.909229 / -0.595154 | 0.000686175 / -0.000686172 | 0 / 0 |
 | PDF no. 27 | -nan / -nan | 0.00126241 / -0.0012624 | 0.00126241 / -0.0012624 | 0 / 0 | -0.0251406 / 0.0251447 | 0 / 0 | 0 / 0 | 0.909229 / -0.595154 | 0.000686175 / -0.000686172 | 0 / 0 |
 | PDF no. 28 | -nan / -nan | 0.00926091 / -0.00926035 | 0.00926091 / -0.00926035 | 0 / 0 | -0.0251406 / 0.0251447 | 0 / 0 | 0 / 0 | 0.909229 / -0.595154 | 0.000686175 / -0.000686172 | 0 / 0 |
 | PDF no. 29 | -nan / -nan | 0.000619024 / -0.000619022 | 0.000619024 / -0.000619022 | 0 / 0 | -0.0251406 / 0.0251447 | 0 / 0 | 0 / 0 | 0.909229 / -0.595154 | 0.000686175 / -0.000686172 | 0 / 0 |
 | PDF no. 30 | -nan / -nan | -0.000550268 / 0.00055027 | -0.000550268 / 0.00055027 | 0 / 0 | -0.0251406 / 0.0251447 | 0 / 0 | 0 / 0 | 0.909229 / -0.595154 | 0.000686175 / -0.000686172 | 0 / 0 |
 | Muon momentum resolution (ID) | -nan / -nan | -2.30116e-08 / -2.30116e-08 | 5.8427e-05 / -5.84079e-05 | -2.67956e-08 / -2.67956e-08 | 2.66273e-08 / 2.66273e-08 | 8.38898e-05 / -8.38578e-05 | -1.05842e-08 / -1.05842e-08 | 1.05152e-08 / 1.05152e-08 | -4.39367e-08 / -4.39367e-08 | 1.67888e-08 / 1.67888e-08 |
 | Muon momentum resolution (MS) | -nan / -nan | -2.30116e-08 / -2.30116e-08 | -2.7935e-05 / 2.79541e-05 | -2.67956e-08 / -2.67956e-08 | 2.66273e-08 / 2.66273e-08 | 8.12713e-05 / -8.12393e-05 | -1.05842e-08 / -1.05842e-08 | 1.05152e-08 / 1.05152e-08 | -4.39367e-08 / -4.39367e-08 | 1.67888e-08 / 1.67888e-08 |
 | Muon momentum scale | -nan / -nan | -2.30116e-08 / -2.30116e-08 | 8.54401e-05 / -8.54875e-05 | -2.67956e-08 / -2.67956e-08 | 2.66273e-08 / 2.66273e-08 | 0.000167273 / -0.000167241 | -1.05842e-08 / -1.05842e-08 | 1.05152e-08 / 1.05152e-08 | -4.39367e-08 / -4.39367e-08 | 1.67888e-08 / 1.67888e-08 |
 | Muon Sagitta ResBias | -nan / -nan | -2.30116e-08 / -2.30116e-08 | -2.04166e-05 / 2.04357e-05 | -2.67956e-08 / -2.67956e-08 | 2.66273e-08 / 2.66273e-08 | 1.6015e-08 / 1.6015e-08 | -1.05842e-08 / -1.05842e-08 | 1.05152e-08 / 1.05152e-08 | -4.39367e-08 / -4.39367e-08 | 1.67888e-08 / 1.67888e-08 |
 | Muon Sagitta Rho | -nan / -nan | -2.30116e-08 / -2.30116e-08 | 9.56045e-09 / 9.56045e-09 | -2.67956e-08 / -2.67956e-08 | 2.66273e-08 / 2.66273e-08 | 1.6015e-08 / 1.6015e-08 | -1.05842e-08 / -1.05842e-08 | 1.05152e-08 / 1.05152e-08 | -4.39367e-08 / -4.39367e-08 | 1.67888e-08 / 1.67888e-08 |
 | Met ResoPara | -nan / -nan | -0.00265728 / 0.00265668 | -0.00301485 / 0.00301408 | 0.0240534 / -0.0241029 | -0.00505889 / 0.00505672 | -0.00548035 / 0.00547781 | -0.0178402 / 0.0178133 | -0.00973025 / 0.00972224 | -0.00991084 / 0.00990254 | 0.0154159 / -0.0154361 |
 | Met ResoPerp | -nan / -nan | -0.0022226 / 0.00222253 | -0.00176224 / 0.00176219 | -0.0043373 / 0.00433701 | -0.00450837 / 0.00450805 | -0.00129825 / 0.00129823 | 0.00886161 / -0.00886284 | 0.00586892 / -0.00586946 | -0.0245614 / 0.0245521 | -0.0288537 / 0.0288408 |
 | MET Scale | -nan / -nan | -0.00246818 / 0.00246799 | -0.00237316 / 0.00237298 | -0.013742 / 0.0137375 | -0.000555015 / 0.000554999 | -0.00351423 / 0.00351389 | -0.00760789 / 0.0076065 | -0.00170193 / 0.00170189 | -0.0236045 / 0.0235912 | -0.0462935 / 0.0462419 |
 | Electron energy resolution | -nan / -nan | 0.000401102 / -0.00040115 | 0.000128822 / -0.000128869 | 0.00657771 / -0.00524755 | -0.0161753 / 0.0161705 | 0.00116162 / -0.0011617 | 0.00136273 / -0.00136278 | 0.00666301 / -0.00666383 | -0.00562608 / 0.00562539 | -0.0113369 / 0.0113345 |
 | Electron energy scale | -nan / -nan | 0.0103056 / -0.0103081 | 0.00703791 / -0.00703908 | -0.035188 / 0.0351586 | 0.0208018 / -0.0208122 | 0.00597387 / -0.0059747 | 0.00868737 / -0.00868921 | 0.022764 / -0.0189545 | 0.0119895 / -0.0119929 | 0.0254023 / -0.0254179 |
 | AF2 Electron energy scale | -nan / -nan | -2.30116e-08 / -2.30116e-08 | 9.56045e-09 / 9.56045e-09 | -2.67956e-08 / -2.67956e-08 | 2.66273e-08 / 2.66273e-08 | 1.6015e-08 / 1.6015e-08 | -1.05842e-08 / -1.05842e-08 | 1.05152e-08 / 1.05152e-08 | -4.39367e-08 / -4.39367e-08 | 1.67888e-08 / 1.67888e-08 |
 | BJES Response | -nan / -nan | 0.00737082 / -0.00737143 | 0.00761788 / -0.00761853 | -0.00308584 / 0.00308578 | 0.00364875 / -0.0036489 | 0.0042651 / -0.00426533 | 0.00506086 / -0.00506114 | 0.0238855 / -0.0238914 | 0.00284004 / -0.0028401 | 0.00534229 / -0.00534255 |
 | JES EffectiveNP Detector1 | -nan / -nan | 0.000294176 / -0.000294223 | 0.000772747 / -0.000772732 | 0.0140719 / -0.0140732 | 0.00109142 / -0.00109143 | 0.000168027 / -0.000168077 | 0.00110906 / -0.00110909 | -7.26525e-06 / 7.28614e-06 | 0.0153175 / -0.0153191 | -0.0053935 / 0.00539334 |
 | JES EffectiveNP Detector2 | -nan / -nan | -6.93087e-05 / 6.93551e-05 | 7.38631e-05 / -7.39105e-05 | -2.67859e-06 / 2.70787e-06 | 1.81176e-05 / -1.80644e-05 | -0.000117571 / 0.000117521 | 9.69581e-07 / -9.90749e-07 | -4.02133e-07 / 3.20001e-07 | 1.88664e-06 / -1.86095e-06 | 2.70074e-05 / -2.69738e-05 |
 | JES EffectiveNP Mixed1 | -nan / -nan | 0.000669397 / -0.000669446 | 6.92064e-05 / -6.91874e-05 | 0.00845841 / -0.00845886 | 0.000842102 / -0.000842116 | 0.00026597 / -0.000265939 | -0.00246817 / 0.0024681 | -0.00057667 / 0.00215661 | 0.0154693 / -0.0154709 | -0.0147732 / 0.0147718 |
 | JES EffectiveNP Mixed2 | -nan / -nan | -0.00145025 / 0.00145019 | -0.000981023 / 0.000981036 | -0.0171062 / 0.0171042 | -0.000455068 / 0.000455058 | -0.00156196 / 0.00156189 | 0.000740143 / -0.000740168 | 0.00162161 / -0.00162161 | -0.0150075 / 0.015006 | 0.00536065 / -0.00536081 |
 | JES EffectiveNP Mixed3 | -nan / -nan | -7.20801e-05 / 7.21265e-05 | 0.000117709 / -0.00011769 | -1.5689e-05 / 1.57182e-05 | 0.00104001 / -0.00104002 | 0.000290833 / -0.000290883 | -3.38671e-06 / 3.36554e-06 | -7.45757e-05 / 7.45967e-05 | 0.00233095 / -0.00233093 | -9.97598e-05 / 9.97196e-05 |
 | JES EffectiveNP Modelling1 | -nan / -nan | 0.0295182 / -0.0295421 | 0.0212876 / -0.0213001 | 0.112486 / -0.0532475 | 0.0164318 / -0.0164392 | 0.016119 / -0.0161262 | 0.0209557 / -0.0209678 | 0.0927061 / -0.0854038 | 0.0321695 / -0.032198 | 0.0100756 / -0.0100784 |
 | JES EffectiveNP Modelling2 | -nan / -nan | -0.00209262 / 0.00209255 | -0.00152543 / 0.00152543 | -0.00819307 / 0.00819263 | 0.0016974 / -0.00169743 | 0.000703923 / -0.000703894 | -0.00574082 / 0.00574057 | -0.0227072 / 0.0227036 | 0.00708681 / -0.00708724 | -0.00858406 / 0.00858358 |
 | JES EffectiveNP Modelling3 | -nan / -nan | 0.000516342 / -0.000516297 | 0.000487103 / -0.000487086 | 0.00554662 / -0.00554679 | 0.000636993 / -0.000636943 | -0.00103854 / 0.00103849 | 0.00406865 / -0.00406868 | -6.87503e-05 / 6.86687e-05 | -0.00987944 / 0.00987881 | 0.00639814 / -0.00639838 |
 | JES EffectiveNP Modelling4 | -nan / -nan | -0.000114298 / 0.000114252 | 9.33577e-05 / -9.33386e-05 | -1.61033e-05 / 1.60497e-05 | 0.0010353 / -0.00103531 | 0.000168173 / -0.000168141 | -1.86201e-06 / 1.84084e-06 | -4.73494e-06 / 4.65281e-06 | -0.000294172 / 0.000294198 | -0.00652757 / 0.0065276 |
 | JES EffectiveNP Stat1 | -nan / -nan | 0.000881483 / -0.000881442 | 0.000670446 / -0.000670496 | 0.0108011 / -0.0108019 | 0.001742 / -0.00174197 | 0.000295807 / -0.000295857 | -0.000806624 / 0.000806598 | -0.000471277 / 0.000471194 | 0.00235029 / -0.0023503 | -0.00714456 / 0.00714418 |
 | JES EffectiveNP Stat2 | -nan / -nan | -0.00221935 / 0.00221937 | -0.00231501 / 0.00231499 | -0.0165745 / 0.0165727 | -0.00147569 / 0.00147567 | -0.0010249 / 0.00102493 | -0.00598589 / 0.00598562 | -0.0206369 / 0.020634 | -0.0060537 / 0.00605336 | 0.00419478 / -0.00419494 |
 | JES EffectiveNP Stat3 | -nan / -nan | -0.000102066 / 0.000102021 | 0.000148649 / -0.000148697 | -0.00200585 / 0.00200586 | -0.000993586 / 0.000993571 | -5.49316e-05 / 5.48821e-05 | 0.00226887 / -0.00226882 | -6.97751e-05 / 6.9796e-05 | -0.012316 / 0.012315 | 0.00611474 / -0.00611495 |
 | JES EffectiveNP Stat4 | -nan / -nan | -0.00011476 / 0.000114714 | -3.45885e-05 / 3.46076e-05 | 2.93916e-05 / -2.93623e-05 | 0.000351128 / -0.000351137 | 0.000314072 / -0.00031404 | 0.0019369 / -0.00193693 | 7.85168e-05 / -7.84958e-05 | 0.00970778 / -0.00970776 | -0.00550318 / 0.00550314 |
 | JES EffectiveNP Stat5 | -nan / -nan | 0.000366544 / -0.000366498 | -0.000133193 / 0.000133212 | 0.00207674 / -0.00207672 | -0.00170059 / 0.00170058 | -0.000170841 / 0.000170873 | -0.00230296 / 0.00230305 | -5.04443e-06 / 4.96229e-06 | -0.00122584 / 0.00122576 | 2.69336e-05 / -2.69e-05 |
 | JES EffectiveNP Stat6 | -nan / -nan | -0.000282893 / 0.00028294 | 0.000191164 / -0.000191145 | -1.12141e-05 / 1.11605e-05 | 0.00103989 / -0.0010399 | -0.000669338 / 0.000669288 | 6.08822e-06 / -6.10939e-06 | -6.72511e-05 / 6.7169e-05 | 6.67312e-05 / -6.67055e-05 | -0.00652079 / 0.00652082 |
 | JES EtaIntercalibration Modeling | -nan / -nan | 0.0139568 / -0.0139642 | 0.00877704 / -0.00878002 | 0.05061 / -0.0267229 | 0.00518483 / -0.00518586 | 0.00482088 / -0.00482174 | 0.00963936 / -0.00964291 | 0.0430714 / -0.0430857 | 0.0250876 / -0.0251114 | -0.000491285 / 0.000491238 |
 | JES EtaIntercalibration Nonclosure HighE | -nan / -nan | -2.30116e-08 / -2.30116e-08 | 9.56045e-09 / 9.56045e-09 | -2.67956e-08 / -2.67956e-08 | 2.66273e-08 / 2.66273e-08 | 1.6015e-08 / 1.6015e-08 | -1.05842e-08 / -1.05842e-08 | 1.05152e-08 / 1.05152e-08 | -4.39367e-08 / -4.39367e-08 | 0.000174349 / -0.000174389 |
 | JES EtaIntercalibration Nonclosure NegEta | -nan / -nan | 0.000619855 / -0.000619811 | 9.18109e-05 / -9.1792e-05 | 0.000346445 / -0.000346499 | -8.3515e-07 / 8.26507e-07 | 0.000984355 / -0.000984329 | -0.000444207 / 0.000444185 | -4.29352e-06 / 4.31441e-06 | -0.000112174 / 0.000112199 | 0.00476195 / -0.00476215 |
 | JES EtaIntercalibration Nonclosure PosEta | -nan / -nan | -0.000215793 / 0.000215839 | -5.80492e-06 / 5.75784e-06 | 8.78642e-07 / -8.49568e-07 | -0.000306553 / 0.000306543 | 4.89341e-05 / -4.89024e-05 | -0.0022779 / 0.00227784 | 2.15354e-07 / -1.9447e-07 | -2.69153e-07 / 2.94664e-07 | 0.0010963 / -0.00109627 |
 | JES EtaIntercalibration TotalStat | -nan / -nan | 0.00287223 / -0.00287237 | 0.00324838 / -0.00324848 | 0.0164825 / -0.0164857 | 0.00352937 / -0.00352946 | 0.000897044 / -0.000897102 | 0.00589663 / -0.00589705 | 0.0206117 / -0.0190411 | 0.0169151 / -0.0169185 | -0.00407346 / 0.00407323 |
 | JES Flavor Composition | -nan / -nan | 0.0367179 / -0.036894 | 0.0243922 / -0.0244699 | 0.117981 / -0.0786238 | 0.0216985 / -0.0217601 | 0.0213116 / -0.021371 | 0.0371636 / -0.0373442 | 0.143493 / -0.10039 | 0.0545448 / -0.0549337 | 0.0566105 / -0.0570294 |
