 |       | FCNC      | t#bar{t} + jets      | t#bar{t} +  gam      | VV      | Single Top      | t#bar{t} + V      | W+Gam      | W + jets      | Z + jets      | Z+Gam |
 | Muon isolation eff. (syst) | -nan / -nan | -3.928e-09 / -3.928e-09 | -6.08112e-09 / -6.08112e-09 | 1.22091e-09 / 1.22091e-09 | 3.11095e-08 / 3.11095e-08 | -1.4315e-08 / -1.4315e-08 | -1.46832e-08 / -1.46832e-08 | 1.19364e-10 / 1.19364e-10 | -8.68663e-09 / -8.68663e-09 | 4.71128e-08 / 4.71128e-08 |
 | Muon TTVA (stat) | -nan / -nan | -3.928e-09 / -3.928e-09 | -6.08112e-09 / -6.08112e-09 | 1.22091e-09 / 1.22091e-09 | 3.11095e-08 / 3.11095e-08 | -1.4315e-08 / -1.4315e-08 | -1.46832e-08 / -1.46832e-08 | 1.19364e-10 / 1.19364e-10 | -8.68663e-09 / -8.68663e-09 | 4.71128e-08 / 4.71128e-08 |
 | Muon TTVA (syst) | -nan / -nan | -3.928e-09 / -3.928e-09 | -6.08112e-09 / -6.08112e-09 | 1.22091e-09 / 1.22091e-09 | 3.11095e-08 / 3.11095e-08 | -1.4315e-08 / -1.4315e-08 | -1.46832e-08 / -1.46832e-08 | 1.19364e-10 / 1.19364e-10 | -8.68663e-09 / -8.68663e-09 | 4.71128e-08 / 4.71128e-08 |
 | Muon trigger eff. (stat) | -nan / -nan | -3.928e-09 / -3.928e-09 | -6.08112e-09 / -6.08112e-09 | 1.22091e-09 / 1.22091e-09 | 3.11095e-08 / 3.11095e-08 | -1.4315e-08 / -1.4315e-08 | -1.46832e-08 / -1.46832e-08 | 1.19364e-10 / 1.19364e-10 | -8.68663e-09 / -8.68663e-09 | 4.71128e-08 / 4.71128e-08 |
 | Muon trigger eff. (syst) | -nan / -nan | -3.928e-09 / -3.928e-09 | -6.08112e-09 / -6.08112e-09 | 1.22091e-09 / 1.22091e-09 | 3.11095e-08 / 3.11095e-08 | -1.4315e-08 / -1.4315e-08 | -1.46832e-08 / -1.46832e-08 | 1.19364e-10 / 1.19364e-10 | -8.68663e-09 / -8.68663e-09 | 4.71128e-08 / 4.71128e-08 |
 | SF(photon ID) | -nan / -nan | 0.00836588 / -0.00836634 | 0.00731359 / -0.00731394 | 0.00793256 / -0.00793297 | 0.00778037 / -0.00778076 | 0.00757825 / -0.00757863 | 0.00714239 / -0.00714272 | 0.00804593 / -0.00804636 | 0.00854924 / -0.00854973 | 0.007775 / -0.00777539 |
 | SF(photon iso.) | -nan / -nan | -0.00114965 / -0.00114965 | -0.000929776 / -0.000929776 | -0.00141914 / -0.00141914 | -0.00100409 / -0.00100409 | -0.00105391 / -0.00105391 | -0.00109568 / -0.00109568 | -0.000675906 / -0.000675906 | -0.00159815 / -0.00159815 | -0.0013938 / -0.0013938 |
 | Pile-up | -nan / -nan | -0.00105512 / 0.00252331 | -0.00440833 / 0.00371985 | -0.000426752 / 0.00165275 | -0.00460674 / 0.00162638 | -0.00138092 / 0.00141425 | -0.00607399 / 0.00330246 | 0.00513401 / 0.00281937 | 0.00512599 / -0.00902568 | -0.00404257 / 0.00817439 |
 | JVT | -nan / -nan | 0.00762492 / -0.00813282 | 0.00582546 / -0.00740436 | 0.00692313 / -0.00730774 | 0.0102091 / -0.0102421 | 0.00708802 / -0.00766747 | 0.00696958 / -0.00727876 | 0.00770054 / -0.0080285 | 0.0087753 / -0.00852526 | 0.00518399 / -0.00540481 |
 | EGamFake | -nan / -nan | 0.036263 / -0.0363415 | 0.00034974 / -0.000349748 | 0.0404216 / -0.0405191 | 0.015299 / -0.0153129 | 0.0283242 / -0.028372 | 2.27299e-05 / -2.27299e-05 | 0.000921888 / -0.000921939 | 0.0761041 / -0.0764515 | 0.00763418 / -0.00763765 |
 | JGamFake | -nan / -nan | 0.0792182 / -0.083873 | 0.000993429 / -0.000994121 | 0.0672693 / -0.0705961 | 0.0545346 / -0.0567006 | 0.0457805 / -0.0472972 | 0.000187743 / -0.000187767 | 0.126495 / -0.138805 | 0.0244892 / -0.0249166 | 0.00183829 / -0.00184066 |
 | Scale #mu_{R},#mu_{F} | -nan / -nan | 0 / 0 | 0.00115461 / -0.0080787 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0293018 / -0.0258245 | 0.295882 / -0.145249 | 0.0601186 / -0.0515887 | 0.0262472 / -0.022085 |
 | PDF no. 1 | -nan / -nan | 0.00239152 / -0.00239148 | 0.00239152 / -0.00239148 | 0 / 0 | -0.0294856 / 0.0294912 | 0 / 0 | 0 / 0 | 0.44837 / -0.422093 | -0.0176861 / 0.0176881 | 0 / 0 |
 | PDF no. 2 | -nan / -nan | -0.00999727 / 0.00999792 | -0.00999727 / 0.00999792 | 0 / 0 | -0.0294856 / 0.0294912 | 0 / 0 | 0 / 0 | 0.448369 / -0.422093 | -0.0176861 / 0.0176881 | 0 / 0 |
 | PDF no. 3 | -nan / -nan | -0.00117919 / 0.0011792 | -0.00117919 / 0.0011792 | 0 / 0 | -0.0294856 / 0.0294912 | 0 / 0 | 0 / 0 | 0.44837 / -0.422093 | -0.0176861 / 0.0176881 | 0 / 0 |
 | PDF no. 4 | -nan / -nan | -0.0117637 / 0.0117644 | -0.0117637 / 0.0117644 | 0 / 0 | -0.0294579 / 0.0294627 | 0 / 0 | 0 / 0 | 0.447775 / -0.421815 | -0.0176693 / 0.017671 | 0 / 0 |
 | PDF no. 5 | -nan / -nan | 0.000901839 / -0.000901834 | 0.000901839 / -0.000901834 | 0 / 0 | -0.0294856 / 0.0294912 | 0 / 0 | 0 / 0 | 0.44837 / -0.422093 | -0.0176861 / 0.0176881 | 0 / 0 |
 | PDF no. 6 | -nan / -nan | -0.00755443 / 0.0075548 | -0.00755443 / 0.0075548 | 0 / 0 | -0.0294856 / 0.0294912 | 0 / 0 | 0 / 0 | 0.44837 / -0.422093 | -0.0176861 / 0.0176881 | 0 / 0 |
 | PDF no. 7 | -nan / -nan | -0.00021142 / 0.000211421 | -0.00021142 / 0.000211421 | 0 / 0 | -0.0294856 / 0.0294912 | 0 / 0 | 0 / 0 | 0.44837 / -0.422093 | -0.0176861 / 0.0176881 | 0 / 0 |
 | PDF no. 8 | -nan / -nan | -0.000260016 / 0.000260016 | -0.000260016 / 0.000260016 | 0 / 0 | -0.0294856 / 0.0294912 | 0 / 0 | 0 / 0 | 0.44837 / -0.422093 | -0.0176861 / 0.0176881 | 0 / 0 |
 | PDF no. 9 | -nan / -nan | -0.00503117 / 0.00503134 | -0.00503117 / 0.00503134 | 0 / 0 | -0.0294856 / 0.0294912 | 0 / 0 | 0 / 0 | 0.44837 / -0.422093 | -0.0176861 / 0.0176881 | 0 / 0 |
 | PDF no. 10 | -nan / -nan | 0.00134556 / -0.00134555 | 0.00134556 / -0.00134555 | 0 / 0 | -0.0294856 / 0.0294912 | 0 / 0 | 0 / 0 | 0.44837 / -0.422093 | -0.0176861 / 0.0176881 | 0 / 0 |
 | PDF no. 11 | -nan / -nan | -0.00742947 / 0.00742983 | -0.00742947 / 0.00742983 | 0 / 0 | -0.0294856 / 0.0294912 | 0 / 0 | 0 / 0 | 0.44837 / -0.422093 | -0.0176861 / 0.0176881 | 0 / 0 |
 | PDF no. 12 | -nan / -nan | -0.00232597 / 0.002326 | -0.00232597 / 0.002326 | 0 / 0 | -0.0294856 / 0.0294912 | 0 / 0 | 0 / 0 | 0.44837 / -0.422093 | -0.0176861 / 0.0176881 | 0 / 0 |
 | PDF no. 13 | -nan / -nan | 0.00145379 / -0.00145378 | 0.00145379 / -0.00145378 | 0 / 0 | -0.0294856 / 0.0294912 | 0 / 0 | 0 / 0 | 0.44837 / -0.422093 | -0.0176861 / 0.0176881 | 0 / 0 |
 | PDF no. 14 | -nan / -nan | -0.00151323 / 0.00151325 | -0.00151323 / 0.00151325 | 0 / 0 | -0.0294856 / 0.0294912 | 0 / 0 | 0 / 0 | 0.44837 / -0.422093 | -0.0176861 / 0.0176881 | 0 / 0 |
 | PDF no. 15 | -nan / -nan | 0.000518713 / -0.000518711 | 0.000518713 / -0.000518711 | 0 / 0 | -0.0294856 / 0.0294912 | 0 / 0 | 0 / 0 | 0.44837 / -0.422093 | -0.0176861 / 0.0176881 | 0 / 0 |
 | PDF no. 16 | -nan / -nan | -0.00263361 / 0.00263366 | -0.00263361 / 0.00263366 | 0 / 0 | -0.0294856 / 0.0294912 | 0 / 0 | 0 / 0 | 0.44837 / -0.422093 | -0.0176861 / 0.0176881 | 0 / 0 |
 | PDF no. 17 | -nan / -nan | 0.00704099 / -0.00704067 | 0.00704099 / -0.00704067 | 0 / 0 | -0.0294856 / 0.0294912 | 0 / 0 | 0 / 0 | 0.44837 / -0.422093 | -0.0176861 / 0.0176881 | 0 / 0 |
 | PDF no. 18 | -nan / -nan | 0.00274117 / -0.00274112 | 0.00274117 / -0.00274112 | 0 / 0 | -0.0294856 / 0.0294912 | 0 / 0 | 0 / 0 | 0.44837 / -0.422093 | -0.0176861 / 0.0176881 | 0 / 0 |
 | PDF no. 19 | -nan / -nan | -0.00849354 / 0.00849401 | -0.00849354 / 0.00849401 | 0 / 0 | -0.0294856 / 0.0294912 | 0 / 0 | 0 / 0 | 0.44837 / -0.422093 | -0.0176861 / 0.0176881 | 0 / 0 |
 | PDF no. 20 | -nan / -nan | -0.000821082 / 0.000821086 | -0.000821082 / 0.000821086 | 0 / 0 | -0.0294856 / 0.0294912 | 0 / 0 | 0 / 0 | 0.44837 / -0.422093 | -0.0176861 / 0.0176881 | 0 / 0 |
 | PDF no. 21 | -nan / -nan | -0.00123426 / 0.00123427 | -0.00123426 / 0.00123427 | 0 / 0 | -0.0294856 / 0.0294912 | 0 / 0 | 0 / 0 | 0.44837 / -0.422093 | -0.0176861 / 0.0176881 | 0 / 0 |
 | PDF no. 22 | -nan / -nan | 0.00543248 / -0.00543228 | 0.00543248 / -0.00543228 | 0 / 0 | -0.0294856 / 0.0294912 | 0 / 0 | 0 / 0 | 0.44837 / -0.422093 | -0.0176861 / 0.0176881 | 0 / 0 |
 | PDF no. 23 | -nan / -nan | 0.000811007 / -0.000811003 | 0.000811007 / -0.000811003 | 0 / 0 | -0.0294856 / 0.0294912 | 0 / 0 | 0 / 0 | 0.44837 / -0.422093 | -0.0176861 / 0.0176881 | 0 / 0 |
 | PDF no. 24 | -nan / -nan | -0.00109687 / 0.00109688 | -0.00109687 / 0.00109688 | 0 / 0 | -0.0294856 / 0.0294912 | 0 / 0 | 0 / 0 | 0.44837 / -0.422093 | -0.0176861 / 0.0176881 | 0 / 0 |
 | PDF no. 25 | -nan / -nan | -0.000699294 / 0.000699297 | -0.000699294 / 0.000699297 | 0 / 0 | -0.0294856 / 0.0294912 | 0 / 0 | 0 / 0 | 0.44837 / -0.422093 | -0.0176861 / 0.0176881 | 0 / 0 |
 | PDF no. 26 | -nan / -nan | 0.00271309 / -0.00271305 | 0.00271309 / -0.00271305 | 0 / 0 | -0.0294856 / 0.0294912 | 0 / 0 | 0 / 0 | 0.44837 / -0.422093 | -0.0176861 / 0.0176881 | 0 / 0 |
 | PDF no. 27 | -nan / -nan | 0.00126241 / -0.0012624 | 0.00126241 / -0.0012624 | 0 / 0 | -0.0294856 / 0.0294912 | 0 / 0 | 0 / 0 | 0.44837 / -0.422093 | -0.0176861 / 0.0176881 | 0 / 0 |
 | PDF no. 28 | -nan / -nan | 0.00926091 / -0.00926035 | 0.00926091 / -0.00926035 | 0 / 0 | -0.0294856 / 0.0294912 | 0 / 0 | 0 / 0 | 0.44837 / -0.422093 | -0.0176861 / 0.0176881 | 0 / 0 |
 | PDF no. 29 | -nan / -nan | 0.000619024 / -0.000619022 | 0.000619024 / -0.000619022 | 0 / 0 | -0.0294856 / 0.0294912 | 0 / 0 | 0 / 0 | 0.44837 / -0.422093 | -0.0176861 / 0.0176881 | 0 / 0 |
 | PDF no. 30 | -nan / -nan | -0.000550268 / 0.00055027 | -0.000550268 / 0.00055027 | 0 / 0 | -0.0294856 / 0.0294912 | 0 / 0 | 0 / 0 | 0.44837 / -0.422093 | -0.0176861 / 0.0176881 | 0 / 0 |
 | Muon momentum resolution (ID) | -nan / -nan | -3.928e-09 / -3.928e-09 | -0.000168401 / 0.000168389 | 4.10675e-05 / -4.1065e-05 | 3.11095e-08 / 3.11095e-08 | -0.000801609 / 0.00080158 | -1.46832e-08 / -1.46832e-08 | 1.19365e-10 / 1.19365e-10 | -8.68663e-09 / -8.68663e-09 | 4.71128e-08 / 4.71128e-08 |
 | Muon momentum resolution (MS) | -nan / -nan | -3.928e-09 / -3.928e-09 | 7.97055e-05 / -7.97177e-05 | 4.45766e-05 / -4.45742e-05 | 3.11095e-08 / 3.11095e-08 | -1.4315e-08 / -1.4315e-08 | -1.46832e-08 / -1.46832e-08 | 1.19365e-10 / 1.19365e-10 | -8.68663e-09 / -8.68663e-09 | 4.71128e-08 / 4.71128e-08 |
 | Muon momentum scale | -nan / -nan | -3.928e-09 / -3.928e-09 | 7.97055e-05 / -7.97177e-05 | 3.98455e-06 / -4.07695e-06 | 3.11095e-08 / 3.11095e-08 | 0.00025379 / -0.000253819 | -1.46832e-08 / -1.46832e-08 | 1.19365e-10 / 1.19365e-10 | -8.68663e-09 / -8.68663e-09 | 4.71128e-08 / 4.71128e-08 |
 | Muon Sagitta ResBias | -nan / -nan | -3.928e-09 / -3.928e-09 | 8.08028e-05 / -8.08149e-05 | 1.22091e-09 / 1.22091e-09 | 3.11095e-08 / 3.11095e-08 | -0.000547804 / 0.000547775 | -1.46832e-08 / -1.46832e-08 | 1.19365e-10 / 1.19365e-10 | -8.68663e-09 / -8.68663e-09 | 4.71128e-08 / 4.71128e-08 |
 | Muon Sagitta Rho | -nan / -nan | -3.928e-09 / -3.928e-09 | -6.08112e-09 / -6.08112e-09 | 1.22091e-09 / 1.22091e-09 | 3.11095e-08 / 3.11095e-08 | -1.4315e-08 / -1.4315e-08 | -1.46832e-08 / -1.46832e-08 | 1.19365e-10 / 1.19365e-10 | -8.68663e-09 / -8.68663e-09 | 4.71128e-08 / 4.71128e-08 |
 | Met ResoPara | -nan / -nan | -0.00355851 / 0.00355744 | 0.00289958 / -0.00290029 | -0.00482511 / 0.00482313 | 0.00643426 / -0.00643778 | -0.00535119 / 0.00534876 | -0.00793368 / 0.00792835 | 0.00222143 / -0.00222185 | 0.0269284 / -0.0269904 | -0.0321986 / 0.0321115 |
 | Met ResoPerp | -nan / -nan | -0.00198358 / 0.00198352 | 0.00195262 / -0.00195268 | -0.0127215 / 0.0127189 | 0.0100216 / -0.0100232 | 0.00925088 / -0.00925223 | -0.00468951 / 0.00468916 | -0.00527745 / 0.00527702 | -0.0619001 / 0.0618416 | -0.0189998 / 0.0189942 |
 | MET Scale | -nan / -nan | -0.0015583 / 0.00155823 | -0.00203123 / 0.00203112 | -0.00780993 / 0.00780839 | 0.00452561 / -0.00452611 | -0.00220394 / 0.0022038 | -0.00449385 / 0.00449335 | -0.000330327 / 0.000330325 | -0.0423635 / 0.0423204 | -0.0264666 / 0.0264498 |
 | Electron energy resolution | -nan / -nan | -0.00147771 / 0.00147766 | -0.000103051 / 0.000103039 | -0.00376828 / 0.00376801 | 0.00933072 / -0.00933239 | -0.00563338 / 0.00766632 | 0.0020633 / -0.00206341 | -0.00462072 / 0.00462031 | 0.00338519 / -0.00338543 | 0.00030909 / -0.00030911 |
 | Electron energy scale | -nan / -nan | 0.00886992 / -0.00887182 | 0.00634037 / -0.00634135 | 0.00711213 / -0.00711334 | 0.0148011 / -0.0148064 | 0.0167236 / -0.0161055 | 0.00693166 / -0.00693279 | 0.00779301 / -0.00779456 | 0.011145 / -0.011148 | 0.0121796 / -0.0121832 |
 | AF2 Electron energy scale | -nan / -nan | -3.928e-09 / -3.928e-09 | -6.08112e-09 / -6.08112e-09 | 1.22091e-09 / 1.22091e-09 | 3.11095e-08 / 3.11095e-08 | -1.4315e-08 / -1.4315e-08 | -1.46832e-08 / -1.46832e-08 | 1.19365e-10 / 1.19365e-10 | -8.68663e-09 / -8.68663e-09 | 4.71128e-08 / 4.71128e-08 |
 | BJES Response | -nan / -nan | 0.00122385 / -0.00122387 | -0.00527056 / 0.00527027 | 0.0002069 / -0.000206898 | 0.00235158 / -0.00235165 | -0.0120922 / 0.012266 | -8.69149e-05 / 8.68858e-05 | 0.000107821 / -0.000107821 | 0.00159873 / -0.00159877 | 9.2821e-05 / -9.28392e-05 |
 | JES EffectiveNP Detector1 | -nan / -nan | 8.86912e-05 / -8.8699e-05 | -0.000276657 / 0.000276644 | 0.000517209 / -0.000517208 | -2.8018e-05 / 2.80798e-05 | 0.000461528 / -0.000461558 | 0.000586315 / -0.000586285 | -7.26527e-06 / 7.26551e-06 | 0.00323096 / -0.00323105 | -0.000880488 / 0.000880465 |
 | JES EffectiveNP Detector2 | -nan / -nan | -2.36438e-06 / 2.35652e-06 | -9.73381e-05 / 9.73905e-05 | -0.000170618 / 0.000170621 | 1.06514e-06 / -1.00292e-06 | -2.35816e-06 / 2.32953e-06 | 0.000102854 / -0.000102822 | 4.87728e-07 / -4.87489e-07 | 9.56402e-05 / -9.56576e-05 | 8.06121e-05 / -8.06304e-05 |
 | JES EffectiveNP Mixed1 | -nan / -nan | 0.000930029 / -0.000930043 | 0.000140017 / -0.000140029 | 0.00253211 / -0.00253215 | 0.00299528 / -0.00299535 | 0.00124135 / -0.00124139 | 0.000306103 / -0.000306133 | -0.000858084 / 0.00085808 | 0.00211919 / -0.00211924 | -0.00115376 / 0.00115373 |
 | JES EffectiveNP Mixed2 | -nan / -nan | -0.000113517 / 0.000113509 | 0.000112959 / -0.000112907 | -0.00093792 / 0.000937917 | 2.27854e-05 / -2.28026e-05 | 0.000251093 / -0.000251122 | -0.000866958 / 0.000866924 | 0.000934201 / -0.000934206 | -0.00422523 / 0.00422517 | 0.000157192 / -0.00015721 |
 | JES EffectiveNP Mixed3 | -nan / -nan | 0.000686236 / -0.000686244 | -0.00013529 / 0.000135278 | 0.00222147 / -0.00222146 | -1.48017e-06 / 1.46285e-06 | -8.49679e-06 / 8.46816e-06 | 0.000473722 / -0.000473752 | 3.99851e-06 / -3.99827e-06 | 0.00264234 / -0.00264236 | -0.00112314 / 0.00112323 |
 | JES EffectiveNP Modelling1 | -nan / -nan | 0.0120847 / -0.0120887 | 0.00806672 / -0.00806852 | 0.0210546 / -0.0210668 | 0.00392546 / -0.0039259 | -0.00185227 / 0.00185215 | 0.0315879 / -0.0316154 | 0.0540859 / -0.0541661 | 0.00808624 / -0.00808806 | 0.0254266 / -0.0254444 |
 | JES EffectiveNP Modelling2 | -nan / -nan | 0.000611663 / -0.000611674 | 0.000324462 / -0.000324474 | -0.000735415 / 0.000735413 | 3.11162e-06 / -3.12882e-06 | -0.00205404 / 0.00205409 | -0.00273683 / 0.00273681 | -0.00195181 / 0.00195179 | -0.00321327 / 0.00321318 | -0.000693445 / 0.000693423 |
 | JES EffectiveNP Modelling3 | -nan / -nan | 0.000308692 / -0.0003087 | 0.000224905 / -0.000224918 | -0.004394 / 0.00439387 | 1.83615e-05 / -1.83787e-05 | 0.00080655 / -0.000806472 | 0.0010036 / -0.00100358 | 0.000435634 / -0.000435635 | 0.00200113 / -0.00200118 | -0.00140895 / 0.00140892 |
 | JES EffectiveNP Modelling4 | -nan / -nan | -3.01554e-06 / 3.00768e-06 | -9.83708e-05 / 9.83587e-05 | 0.00214503 / -0.00214502 | -2.27558e-06 / 2.25826e-06 | 0.000172872 / -0.000172789 | -0.000149088 / 0.000149059 | 1.29705e-05 / -1.29703e-05 | 0.00217313 / -0.00217307 | -0.000366321 / 0.000366303 |
 | JES EffectiveNP Stat1 | -nan / -nan | -6.37972e-05 / 6.37894e-05 | 0.000183105 / -0.000183117 | 0.000771582 / -0.000771583 | -1.37962e-05 / 1.3779e-05 | 0.000147885 / -0.000147914 | 0.000896356 / -0.000896391 | 7.75954e-05 / -7.75952e-05 | 0.00320945 / -0.00320946 | -0.00128635 / 0.00128632 |
 | JES EffectiveNP Stat2 | -nan / -nan | -0.000259888 / 0.00025988 | 0.000283442 / -0.000283455 | -0.000767355 / 0.000767353 | 2.71669e-06 / -2.7339e-06 | 0.000975628 / -0.000975663 | -0.00258674 / 0.00258666 | -0.00306922 / 0.00306916 | -0.00360831 / 0.0036082 | 0.000253488 / -0.000253507 |
 | JES EffectiveNP Stat3 | -nan / -nan | 0.000682797 / -0.000682808 | -0.00013471 / 0.000134697 | -0.00202806 / 0.00202804 | -7.79122e-06 / 7.77402e-06 | 0.000295006 / -0.000295035 | 0.000630564 / -0.000630535 | 0.000439993 / -0.000439995 | 0.00020934 / -0.000209357 | -0.000623081 / 0.000623061 |
 | JES EffectiveNP Stat4 | -nan / -nan | -0.000973161 / 0.000973153 | -0.000193702 / 0.00019369 | 0.00415101 / -0.00415101 | -1.03092e-05 / 1.02919e-05 | -0.000648924 / 0.000649007 | -0.000802045 / 0.000802077 | 1.95045e-05 / -1.95042e-05 | 0.000115171 / -0.000115189 | -3.35966e-05 / 3.35783e-05 |
 | JES EffectiveNP Stat5 | -nan / -nan | 0.00068005 / -0.000680058 | -3.24071e-05 / 3.24594e-05 | -0.00442671 / 0.00442672 | 6.55347e-06 / -6.57079e-06 | 0.000319864 / -0.000319893 | 0.000112267 / -0.000112296 | -1.29703e-05 / 1.29705e-05 | -0.00258654 / 0.00258653 | 0.00126546 / -0.00126548 |
 | JES EffectiveNP Stat6 | -nan / -nan | 0.000395819 / -0.000395827 | -0.00024921 / 0.000249198 | 0.000256167 / -0.000256165 | -8.08207e-06 / 8.06475e-06 | -8.28301e-05 / 8.28015e-05 | 0.00027426 / -0.00027429 | 4.77868e-06 / -4.77844e-06 | 0.00273282 / -0.00273283 | -0.000605878 / 0.00060586 |
 | JES EtaIntercalibration Modeling | -nan / -nan | 0.00537123 / -0.00537234 | 0.00408514 / -0.00408573 | 0.0118623 / -0.0118677 | -0.00473944 / 0.00473856 | -0.00346944 / 0.00396433 | 0.0108613 / -0.0108658 | 0.0350888 / -0.0337555 | 0.000234093 / -0.000234112 | 0.010229 / -0.010233 |
 | JES EtaIntercalibration Nonclosure HighE | -nan / -nan | -3.928e-09 / -3.928e-09 | -6.08112e-09 / -6.08112e-09 | 1.22091e-09 / 1.22091e-09 | 3.11095e-08 / 3.11095e-08 | -1.4315e-08 / -1.4315e-08 | 8.0213e-05 / -8.02423e-05 | 1.19365e-10 / 1.19365e-10 | -4.35486e-05 / 4.35312e-05 | 0.000174905 / -0.000174923 |
 | JES EtaIntercalibration Nonclosure NegEta | -nan / -nan | 1.62476e-05 / -1.62554e-05 | 0.000403335 / -0.000403349 | -0.000122283 / 0.000122286 | -2.10242e-06 / 2.16422e-06 | 0.000455766 / -0.000455685 | -0.000355336 / 0.000355306 | 0.000212926 / -0.000212926 | -5.65251e-05 / 5.65079e-05 | -2.54372e-05 / 2.55308e-05 |
 | JES EtaIntercalibration Nonclosure PosEta | -nan / -nan | -1.94373e-06 / 2.01675e-06 | -0.000234403 / 0.00023439 | -0.00107971 / 0.0010797 | -3.76056e-06 / 3.74336e-06 | -0.000322326 / 0.000322407 | 0.000133971 / -0.000133939 | -0.000246371 / 0.000246371 | 0.00197486 / -0.00197491 | -0.000103424 / 0.000103405 |
 | JES EtaIntercalibration TotalStat | -nan / -nan | 0.000844881 / -0.000844897 | 0.000115421 / -0.000115433 | 0.00106237 / -0.00106238 | 2.52719e-05 / -2.52891e-05 | -0.00120027 / 0.00120023 | 0.00349796 / -0.00349813 | 0.00574264 / -0.00574302 | 0.00681077 / -0.00681132 | -0.00132312 / 0.00132308 |
 | JES Flavor Composition | -nan / -nan | 0.0255858 / -0.0256714 | 0.0221989 / -0.0222633 | 0.0350818 / -0.0352426 | 0.00805922 / -0.00659825 | 0.0109507 / -0.0101604 | 0.0528742 / -0.0532397 | 0.0835636 / -0.084477 | 0.049895 / -0.0502204 | 0.0387481 / -0.0389444 |
