 |       | FCNC      | t#bar{t} + jets      | t#bar{t} +  gam      | VV      | Single Top      | t#bar{t} + V      | W+Gam      | W + jets      | Z + jets      | Z+Gam |
 | Muon isolation eff. (syst) | 6.64923e-10 / 6.64923e-10 | -3.928e-09 / -3.928e-09 | -6.08112e-09 / -6.08112e-09 | 1.22091e-09 / 1.22091e-09 | 3.11095e-08 / 3.11095e-08 | -1.4315e-08 / -1.4315e-08 | -1.46832e-08 / -1.46832e-08 | 1.19365e-10 / 1.19365e-10 | -8.68663e-09 / -8.68663e-09 | 4.71128e-08 / 4.71128e-08 |
 | Muon TTVA (stat) | 6.64923e-10 / 6.64923e-10 | -3.928e-09 / -3.928e-09 | -6.08112e-09 / -6.08112e-09 | 1.22091e-09 / 1.22091e-09 | 3.11095e-08 / 3.11095e-08 | -1.4315e-08 / -1.4315e-08 | -1.46832e-08 / -1.46832e-08 | 1.19365e-10 / 1.19365e-10 | -8.68663e-09 / -8.68663e-09 | 4.71128e-08 / 4.71128e-08 |
 | Muon TTVA (syst) | 6.64923e-10 / 6.64923e-10 | -3.928e-09 / -3.928e-09 | -6.08112e-09 / -6.08112e-09 | 1.22091e-09 / 1.22091e-09 | 3.11095e-08 / 3.11095e-08 | -1.4315e-08 / -1.4315e-08 | -1.46832e-08 / -1.46832e-08 | 1.19365e-10 / 1.19365e-10 | -8.68663e-09 / -8.68663e-09 | 4.71128e-08 / 4.71128e-08 |
 | Muon trigger eff. (stat) | 6.64923e-10 / 6.64923e-10 | -3.928e-09 / -3.928e-09 | -6.08112e-09 / -6.08112e-09 | 1.22091e-09 / 1.22091e-09 | 3.11095e-08 / 3.11095e-08 | -1.4315e-08 / -1.4315e-08 | -1.46832e-08 / -1.46832e-08 | 1.19365e-10 / 1.19365e-10 | -8.68663e-09 / -8.68663e-09 | 4.71128e-08 / 4.71128e-08 |
 | Muon trigger eff. (syst) | 6.64923e-10 / 6.64923e-10 | -3.928e-09 / -3.928e-09 | -6.08112e-09 / -6.08112e-09 | 1.22091e-09 / 1.22091e-09 | 3.11095e-08 / 3.11095e-08 | -1.4315e-08 / -1.4315e-08 | -1.46832e-08 / -1.46832e-08 | 1.19365e-10 / 1.19365e-10 | -8.68663e-09 / -8.68663e-09 | 4.71128e-08 / 4.71128e-08 |
 | SF(photon ID) | 0.0064224 / -0.00642238 | 0.00842266 / -0.00842265 | 0.0073632 / -0.00736319 | 0.00798638 / -0.00798637 | 0.00783316 / -0.00783314 | 0.00762966 / -0.00762965 | 0.00719084 / -0.00719082 | 0.00810053 / -0.00810052 | 0.00860726 / -0.00860726 | 0.00782775 / -0.00782773 |
 | SF(photon iso.) | -0.000555259 / -0.000555259 | -0.0011573 / -0.0011573 | -0.000935968 / -0.000935968 | -0.00142859 / -0.00142859 | -0.00101077 / -0.00101077 | -0.00106093 / -0.00106093 | -0.00110298 / -0.00110298 | -0.000680408 / -0.000680408 | -0.00160879 / -0.00160879 | -0.00140308 / -0.00140308 |
 | Pile-up | -0.00794511 / -3.45304e-05 | -0.00140164 / 0.0035033 | -0.00606795 / 0.00509078 | -0.000546987 / 0.00230121 | -0.00641203 / 0.00215473 | -0.0018916 / 0.00189859 | -0.00841566 / 0.00446248 | 0.00730468 / 0.00407957 | 0.00691744 / -0.0124707 | -0.00541515 / 0.0113439 |
 | JVT | 0.00728916 / -0.0078022 | 0.00772832 / -0.00824256 | 0.00589804 / -0.00749869 | 0.00701742 / -0.00740678 | 0.0103511 / -0.0103831 | 0.00718355 / -0.00777047 | 0.00706493 / -0.00737778 | 0.00780596 / -0.00813772 | 0.00889882 / -0.00864421 | 0.00525494 / -0.0054785 |
 | EGamFake | -1.2066e-05 / 1.20659e-05 | 0.0384803 / -0.0384803 | 0.000370702 / -0.000370702 | 0.0428988 / -0.0428988 | 0.0162237 / -0.0162237 | 0.0300485 / -0.0300485 | 2.4092e-05 / -2.4092e-05 | 0.00097716 / -0.000977161 | 0.0808578 / -0.0808578 | 0.00809362 / -0.00809363 |
 | JGamFake | 0.000555794 / -0.000555794 | 0.212321 / -0.212321 | 0.00260227 / -0.00260227 | 0.179765 / -0.179765 | 0.145243 / -0.145243 | 0.12163 / -0.12163 | 0.000491651 / -0.000491651 | 0.342257 / -0.342257 | 0.064648 / -0.064648 | 0.00481677 / -0.00481677 |
 | Scale #mu_{R},#mu_{F} | 0.12164 / -0.119286 | 0 / 0 | -0.0151555 / -0.0543772 | 0 / 0 | 0 / 0 | 0 / 0 | 0.140015 / -0.0983355 | 2.54338 / -0.248089 | 0.301712 / -0.188421 | 0.128278 / -0.0810351 |
 | PDF no. 1 | -0.0050797 / 0.0050797 | 0.00237596 / -0.00237596 | 0.00237596 / -0.00237596 | 0 / 0 | -0.0292969 / 0.0292969 | 0 / 0 | 0 / 0 | 0.444876 / -0.420304 | -0.0175722 / 0.0175722 | 0 / 0 |
 | PDF no. 2 | -0.0050797 / 0.0050797 | -0.00993264 / 0.00993264 | -0.00993264 / 0.00993264 | 0 / 0 | -0.0292969 / 0.0292969 | 0 / 0 | 0 / 0 | 0.444876 / -0.420304 | -0.0175722 / 0.0175722 | 0 / 0 |
 | PDF no. 3 | -0.0050797 / 0.0050797 | -0.00117153 / 0.00117153 | -0.00117153 / 0.00117153 | 0 / 0 | -0.0292969 / 0.0292969 | 0 / 0 | 0 / 0 | 0.444876 / -0.420304 | -0.0175722 / 0.0175722 | 0 / 0 |
 | PDF no. 4 | -0.0050797 / 0.0050797 | -0.0116988 / 0.0116988 | -0.0116988 / 0.0116988 | 0 / 0 | -0.0292969 / 0.0292969 | 0 / 0 | 0 / 0 | 0.444876 / -0.420304 | -0.0175722 / 0.0175722 | 0 / 0 |
 | PDF no. 5 | -0.0050797 / 0.0050797 | 0.000895977 / -0.000895977 | 0.000895977 / -0.000895977 | 0 / 0 | -0.0292969 / 0.0292969 | 0 / 0 | 0 / 0 | 0.444876 / -0.420304 | -0.0175722 / 0.0175722 | 0 / 0 |
 | PDF no. 6 | -0.0050797 / 0.0050797 | -0.00750554 / 0.00750554 | -0.00750554 / 0.00750554 | 0 / 0 | -0.0292969 / 0.0292969 | 0 / 0 | 0 / 0 | 0.444876 / -0.420304 | -0.0175722 / 0.0175722 | 0 / 0 |
 | PDF no. 7 | -0.0050797 / 0.0050797 | -0.000210047 / 0.000210047 | -0.000210047 / 0.000210047 | 0 / 0 | -0.0292969 / 0.0292969 | 0 / 0 | 0 / 0 | 0.444876 / -0.420304 | -0.0175722 / 0.0175722 | 0 / 0 |
 | PDF no. 8 | -0.0050797 / 0.0050797 | -0.000258327 / 0.000258327 | -0.000258327 / 0.000258327 | 0 / 0 | -0.0292969 / 0.0292969 | 0 / 0 | 0 / 0 | 0.444876 / -0.420304 | -0.0175722 / 0.0175722 | 0 / 0 |
 | PDF no. 9 | -0.0050797 / 0.0050797 | -0.00499856 / 0.00499856 | -0.00499856 / 0.00499856 | 0 / 0 | -0.0292969 / 0.0292969 | 0 / 0 | 0 / 0 | 0.444876 / -0.420304 | -0.0175722 / 0.0175722 | 0 / 0 |
 | PDF no. 10 | -0.0050797 / 0.0050797 | 0.00133681 / -0.00133681 | 0.00133681 / -0.00133681 | 0 / 0 | -0.0292969 / 0.0292969 | 0 / 0 | 0 / 0 | 0.444876 / -0.420304 | -0.0175722 / 0.0175722 | 0 / 0 |
 | PDF no. 11 | -0.0050797 / 0.0050797 | -0.00738138 / 0.00738138 | -0.00738138 / 0.00738138 | 0 / 0 | -0.0292969 / 0.0292969 | 0 / 0 | 0 / 0 | 0.444876 / -0.420304 | -0.0175722 / 0.0175722 | 0 / 0 |
 | PDF no. 12 | -0.0050797 / 0.0050797 | -0.00231087 / 0.00231087 | -0.00231087 / 0.00231087 | 0 / 0 | -0.0292969 / 0.0292969 | 0 / 0 | 0 / 0 | 0.444876 / -0.420304 | -0.0175722 / 0.0175722 | 0 / 0 |
 | PDF no. 13 | -0.0050797 / 0.0050797 | 0.00144434 / -0.00144434 | 0.00144434 / -0.00144434 | 0 / 0 | -0.0292969 / 0.0292969 | 0 / 0 | 0 / 0 | 0.444876 / -0.420304 | -0.0175722 / 0.0175722 | 0 / 0 |
 | PDF no. 14 | -0.0050797 / 0.0050797 | -0.00150341 / 0.00150341 | -0.00150341 / 0.00150341 | 0 / 0 | -0.0292969 / 0.0292969 | 0 / 0 | 0 / 0 | 0.444876 / -0.420304 | -0.0175722 / 0.0175722 | 0 / 0 |
 | PDF no. 15 | -0.0050797 / 0.0050797 | 0.000515342 / -0.000515342 | 0.000515342 / -0.000515342 | 0 / 0 | -0.0292969 / 0.0292969 | 0 / 0 | 0 / 0 | 0.444876 / -0.420304 | -0.0175722 / 0.0175722 | 0 / 0 |
 | PDF no. 16 | -0.0050797 / 0.0050797 | -0.00261652 / 0.00261652 | -0.00261652 / 0.00261652 | 0 / 0 | -0.0292969 / 0.0292969 | 0 / 0 | 0 / 0 | 0.444876 / -0.420304 | -0.0175722 / 0.0175722 | 0 / 0 |
 | PDF no. 17 | -0.0050797 / 0.0050797 | 0.00699508 / -0.00699508 | 0.00699508 / -0.00699508 | 0 / 0 | -0.0292969 / 0.0292969 | 0 / 0 | 0 / 0 | 0.444876 / -0.420304 | -0.0175722 / 0.0175722 | 0 / 0 |
 | PDF no. 18 | -0.0050797 / 0.0050797 | 0.00272334 / -0.00272334 | 0.00272334 / -0.00272334 | 0 / 0 | -0.0292969 / 0.0292969 | 0 / 0 | 0 / 0 | 0.444876 / -0.420304 | -0.0175722 / 0.0175722 | 0 / 0 |
 | PDF no. 19 | -0.0050797 / 0.0050797 | -0.00843859 / 0.00843859 | -0.00843859 / 0.00843859 | 0 / 0 | -0.0292969 / 0.0292969 | 0 / 0 | 0 / 0 | 0.444876 / -0.420304 | -0.0175722 / 0.0175722 | 0 / 0 |
 | PDF no. 20 | -0.0050797 / 0.0050797 | -0.000815749 / 0.000815749 | -0.000815749 / 0.000815749 | 0 / 0 | -0.0292969 / 0.0292969 | 0 / 0 | 0 / 0 | 0.444876 / -0.420304 | -0.0175722 / 0.0175722 | 0 / 0 |
 | PDF no. 21 | -0.0050797 / 0.0050797 | -0.00122625 / 0.00122625 | -0.00122625 / 0.00122625 | 0 / 0 | -0.0292969 / 0.0292969 | 0 / 0 | 0 / 0 | 0.444876 / -0.420304 | -0.0175722 / 0.0175722 | 0 / 0 |
 | PDF no. 22 | -0.0050797 / 0.0050797 | 0.00539708 / -0.00539708 | 0.00539708 / -0.00539708 | 0 / 0 | -0.0292969 / 0.0292969 | 0 / 0 | 0 / 0 | 0.444876 / -0.420304 | -0.0175722 / 0.0175722 | 0 / 0 |
 | PDF no. 23 | -0.0050797 / 0.0050797 | 0.000805736 / -0.000805736 | 0.000805736 / -0.000805736 | 0 / 0 | -0.0292969 / 0.0292969 | 0 / 0 | 0 / 0 | 0.444876 / -0.420304 | -0.0175722 / 0.0175722 | 0 / 0 |
 | PDF no. 24 | -0.0050797 / 0.0050797 | -0.00108975 / 0.00108975 | -0.00108975 / 0.00108975 | 0 / 0 | -0.0292969 / 0.0292969 | 0 / 0 | 0 / 0 | 0.444876 / -0.420304 | -0.0175722 / 0.0175722 | 0 / 0 |
 | PDF no. 25 | -0.0050797 / 0.0050797 | -0.000694752 / 0.000694752 | -0.000694752 / 0.000694752 | 0 / 0 | -0.0292969 / 0.0292969 | 0 / 0 | 0 / 0 | 0.444876 / -0.420304 | -0.0175722 / 0.0175722 | 0 / 0 |
 | PDF no. 26 | -0.0050797 / 0.0050797 | 0.00269544 / -0.00269544 | 0.00269544 / -0.00269544 | 0 / 0 | -0.0292969 / 0.0292969 | 0 / 0 | 0 / 0 | 0.444876 / -0.420304 | -0.0175722 / 0.0175722 | 0 / 0 |
 | PDF no. 27 | -0.0050797 / 0.0050797 | 0.0012542 / -0.0012542 | 0.0012542 / -0.0012542 | 0 / 0 | -0.0292969 / 0.0292969 | 0 / 0 | 0 / 0 | 0.444876 / -0.420304 | -0.0175722 / 0.0175722 | 0 / 0 |
 | PDF no. 28 | -0.0050797 / 0.0050797 | 0.00920045 / -0.00920045 | 0.00920045 / -0.00920045 | 0 / 0 | -0.0292969 / 0.0292969 | 0 / 0 | 0 / 0 | 0.444876 / -0.420304 | -0.0175722 / 0.0175722 | 0 / 0 |
 | PDF no. 29 | -0.0050797 / 0.0050797 | 0.000615001 / -0.000615001 | 0.000615001 / -0.000615001 | 0 / 0 | -0.0292969 / 0.0292969 | 0 / 0 | 0 / 0 | 0.444876 / -0.420304 | -0.0175722 / 0.0175722 | 0 / 0 |
 | PDF no. 30 | -0.0050797 / 0.0050797 | -0.000546694 / 0.000546694 | -0.000546694 / 0.000546694 | 0 / 0 | -0.0292969 / 0.0292969 | 0 / 0 | 0 / 0 | 0.444876 / -0.420304 | -0.0175722 / 0.0175722 | 0 / 0 |
 | Muon momentum resolution (ID) | 0.000241332 / -0.000241331 | -3.928e-09 / -3.928e-09 | -0.000168401 / 0.000168389 | 4.10675e-05 / -4.1065e-05 | 3.11095e-08 / 3.11095e-08 | -0.000801609 / 0.00080158 | -1.46832e-08 / -1.46832e-08 | 1.19365e-10 / 1.19365e-10 | -8.68663e-09 / -8.68663e-09 | 4.71128e-08 / 4.71128e-08 |
 | Muon momentum resolution (MS) | 6.64923e-10 / 6.64923e-10 | -3.928e-09 / -3.928e-09 | 7.97055e-05 / -7.97177e-05 | 4.45766e-05 / -4.45742e-05 | 3.11095e-08 / 3.11095e-08 | -1.4315e-08 / -1.4315e-08 | -1.46832e-08 / -1.46832e-08 | 1.19365e-10 / 1.19365e-10 | -8.68663e-09 / -8.68663e-09 | 4.71128e-08 / 4.71128e-08 |
 | Muon momentum scale | 6.64923e-10 / 6.64923e-10 | -3.928e-09 / -3.928e-09 | 7.97055e-05 / -7.97177e-05 | 3.98455e-06 / -4.07695e-06 | 3.11095e-08 / 3.11095e-08 | 0.00025379 / -0.000253819 | -1.46832e-08 / -1.46832e-08 | 1.19365e-10 / 1.19365e-10 | -8.68663e-09 / -8.68663e-09 | 4.71128e-08 / 4.71128e-08 |
 | Muon Sagitta ResBias | 6.64923e-10 / 6.64923e-10 | -3.928e-09 / -3.928e-09 | 8.08028e-05 / -8.08149e-05 | 1.22091e-09 / 1.22091e-09 | 3.11095e-08 / 3.11095e-08 | -0.000547804 / 0.000547775 | -1.46832e-08 / -1.46832e-08 | 1.19365e-10 / 1.19365e-10 | -8.68663e-09 / -8.68663e-09 | 4.71128e-08 / 4.71128e-08 |
 | Muon Sagitta Rho | 6.64923e-10 / 6.64923e-10 | -3.928e-09 / -3.928e-09 | -6.08112e-09 / -6.08112e-09 | 1.22091e-09 / 1.22091e-09 | 3.11095e-08 / 3.11095e-08 | -1.4315e-08 / -1.4315e-08 | -1.46832e-08 / -1.46832e-08 | 1.19365e-10 / 1.19365e-10 | -8.68663e-09 / -8.68663e-09 | 4.71128e-08 / 4.71128e-08 |
 | Met ResoPara | -0.0112343 / 0.0112343 | -0.00386894 / 0.00386894 | 0.00315367 / -0.00315367 | -0.00524567 / 0.00524567 | 0.00699948 / -0.00699948 | -0.00581743 / 0.00581743 | -0.00862369 / 0.00862369 | 0.002416 / -0.002416 | 0.0293274 / -0.0293274 | -0.0349514 / 0.0349514 |
 | Met ResoPerp | -0.0067666 / 0.0067666 | -0.0020151 / 0.0020151 | 0.00198375 / -0.00198375 | -0.0129217 / 0.0129217 | 0.0101824 / -0.0101824 | 0.00939924 / -0.00939924 | -0.00476384 / 0.00476384 | -0.00536106 / 0.00536106 | -0.0628338 / 0.0628338 | -0.0192973 / 0.0192973 |
 | MET Scale | -0.00340723 / 0.00340723 | -0.00159591 / 0.0015959 | -0.00208025 / 0.00208024 | -0.00799824 / 0.00799815 | 0.00463497 / -0.00463498 | -0.00225713 / 0.00225711 | -0.00460228 / 0.00460225 | -0.000338303 / 0.000338303 | -0.0433782 / 0.0433783 | -0.0271025 / 0.0271025 |
 | Electron energy resolution | 0.000329077 / -0.000329076 | -0.00150589 / 0.00150588 | -0.000105019 / 0.000105007 | -0.00384003 / 0.00384003 | 0.00951011 / -0.00951013 | -0.00574924 / 0.00782228 | 0.00210276 / -0.00210279 | -0.00470864 / 0.00470864 | 0.00344999 / -0.00345001 | 0.000314993 / -0.000315011 |
 | Electron energy scale | 0.00557966 / -0.00557966 | 0.00908716 / -0.00908717 | 0.00649536 / -0.00649537 | 0.00728608 / -0.00728608 | 0.0151652 / -0.0151653 | 0.0171317 / -0.0164919 | 0.00710118 / -0.00710115 | 0.00798371 / -0.00798381 | 0.0114184 / -0.0114184 | 0.0124786 / -0.0124786 |
 | AF2 Electron energy scale | 0.000174913 / -0.000174912 | -3.928e-09 / -3.928e-09 | -6.08112e-09 / -6.08112e-09 | 1.22091e-09 / 1.22091e-09 | 3.11095e-08 / 3.11095e-08 | -1.4315e-08 / -1.4315e-08 | -1.46832e-08 / -1.46832e-08 | 1.19365e-10 / 1.19365e-10 | -8.68663e-09 / -8.68663e-09 | 4.71128e-08 / 4.71128e-08 |
 | BJES Response | 0.000869167 / -0.000869165 | 0.00123647 / -0.00123647 | -0.00532461 / 0.0053246 | 0.000209031 / -0.000209029 | 0.00237584 / -0.00237586 | -0.012216 / 0.0123932 | -8.78098e-05 / 8.77804e-05 | 0.000108932 / -0.000108932 | 0.00161521 / -0.00161523 | 9.3777e-05 / -9.37953e-05 |
 | JES EffectiveNP Detector1 | 0.000901927 / -0.000901925 | 8.92862e-05 / -8.92941e-05 | -0.000278513 / 0.0002785 | 0.00052068 / -0.000520677 | -2.82059e-05 / 2.82682e-05 | 0.000464625 / -0.000464653 | 0.000590249 / -0.000590217 | -7.31401e-06 / 7.31425e-06 | 0.00325267 / -0.00325269 | -0.000886393 / 0.000886374 |
 | JES EffectiveNP Detector2 | -4.6891e-05 / 4.68923e-05 | -2.36438e-06 / 2.35652e-06 | -9.73381e-05 / 9.73905e-05 | -0.000170618 / 0.000170621 | 1.06514e-06 / -1.00292e-06 | -2.35816e-06 / 2.32953e-06 | 0.000102854 / -0.000102822 | 4.87728e-07 / -4.87489e-07 | 9.56402e-05 / -9.56576e-05 | 8.06121e-05 / -8.06304e-05 |
 | JES EffectiveNP Mixed1 | 0.000327793 / -0.000327791 | 0.000936281 / -0.000936289 | 0.000140958 / -0.00014097 | 0.00254914 / -0.00254914 | 0.00301543 / -0.00301545 | 0.0012497 / -0.00124973 | 0.00030816 / -0.00030819 | -0.000863847 / 0.000863847 | 0.00213345 / -0.00213347 | -0.00116151 / 0.00116149 |
 | JES EffectiveNP Mixed2 | -0.0015938 / 0.0015938 | -0.000114282 / 0.000114274 | 0.00011372 / -0.000113668 | -0.000944238 / 0.00094424 | 2.29389e-05 / -2.29562e-05 | 0.000252786 / -0.000252815 | -0.000872798 / 0.000872769 | 0.000940499 / -0.000940499 | -0.00425364 / 0.0042537 | 0.000158252 / -0.00015827 |
 | JES EffectiveNP Mixed3 | 0.000350018 / -0.000350017 | 0.000686236 / -0.000686244 | -0.00013529 / 0.000135278 | 0.00222147 / -0.00222146 | -1.48017e-06 / 1.46285e-06 | -8.49679e-06 / 8.46816e-06 | 0.000473722 / -0.000473752 | 3.99851e-06 / -3.99827e-06 | 0.00264234 / -0.00264236 | -0.00112314 / 0.00112323 |
 | JES EffectiveNP Modelling1 | 0.0189561 / -0.0189561 | 0.0124224 / -0.0124224 | 0.00829181 / -0.00829182 | 0.0216448 / -0.0216448 | 0.00403483 / -0.00403485 | -0.00190377 / 0.00190374 | 0.0324766 / -0.0324766 | 0.0556189 / -0.0556189 | 0.00831187 / -0.00831189 | 0.0261405 / -0.0261404 |
 | JES EffectiveNP Modelling2 | -0.00172035 / 0.00172035 | 0.000615911 / -0.000615919 | 0.000326715 / -0.000326727 | -0.000740519 / 0.000740522 | 3.13321e-06 / -3.15053e-06 | -0.00206829 / 0.00206837 | -0.00275581 / 0.00275584 | -0.00196535 / 0.00196536 | -0.00323555 / 0.00323553 | -0.000698258 / 0.000698239 |
 | JES EffectiveNP Modelling3 | 0.000576961 / -0.00057696 | 0.000310762 / -0.000310769 | 0.000226414 / -0.000226426 | -0.00442339 / 0.0044234 | 1.84846e-05 / -1.85019e-05 | 0.00081196 / -0.000811877 | 0.00101034 / -0.0010103 | 0.000438555 / -0.000438555 | 0.00201456 / -0.00201458 | -0.00141839 / 0.00141837 |
 | JES EffectiveNP Modelling4 | 0.000134638 / -0.000134636 | -3.01554e-06 / 3.00768e-06 | -9.83708e-05 / 9.83587e-05 | 0.00214503 / -0.00214502 | -2.27558e-06 / 2.25826e-06 | 0.000172872 / -0.000172789 | -0.000149088 / 0.000149059 | 1.29705e-05 / -1.29703e-05 | 0.00217313 / -0.00217307 | -0.000366321 / 0.000366303 |
 | JES EffectiveNP Stat1 | 0.00106952 / -0.00106951 | -6.42245e-05 / 6.42166e-05 | 0.000184331 / -0.000184343 | 0.000776751 / -0.000776748 | -1.38886e-05 / 1.38712e-05 | 0.000148876 / -0.000148904 | 0.000902362 / -0.000902391 | 7.8115e-05 / -7.81148e-05 | 0.00323098 / -0.00323092 | -0.00129496 / 0.00129494 |
 | JES EffectiveNP Stat2 | -0.0033171 / 0.0033171 | -0.000261688 / 0.00026168 | 0.000285407 / -0.000285419 | -0.00077267 / 0.000772673 | 2.7355e-06 / -2.75283e-06 | 0.000982391 / -0.000982419 | -0.00260464 / 0.00260461 | -0.00309046 / 0.00309046 | -0.00363328 / 0.00363326 | 0.000255245 / -0.000255263 |
 | JES EffectiveNP Stat3 | -0.000561607 / 0.000561609 | 0.000687375 / -0.000687383 | -0.000135613 / 0.0001356 | -0.00204165 / 0.00204165 | -7.84345e-06 / 7.82613e-06 | 0.000296984 / -0.000297013 | 0.000634793 / -0.000634761 | 0.000442944 / -0.000442943 | 0.000210743 / -0.00021076 | -0.000627257 / 0.000627239 |
 | JES EffectiveNP Stat4 | 0.000677618 / -0.000677616 | -0.000973161 / 0.000973153 | -0.000193702 / 0.00019369 | 0.00415101 / -0.00415101 | -1.03092e-05 / 1.02919e-05 | -0.000648924 / 0.000649007 | -0.000802045 / 0.000802077 | 1.95045e-05 / -1.95042e-05 | 0.000115171 / -0.000115189 | -3.35966e-05 / 3.35783e-05 |
 | JES EffectiveNP Stat5 | 1.65091e-05 / -1.65078e-05 | 0.00068005 / -0.000680058 | -3.24071e-05 / 3.24594e-05 | -0.00442671 / 0.00442672 | 6.55347e-06 / -6.57079e-06 | 0.000319864 / -0.000319893 | 0.000112267 / -0.000112296 | -1.29703e-05 / 1.29705e-05 | -0.00258654 / 0.00258653 | 0.00126546 / -0.00126548 |
 | JES EffectiveNP Stat6 | 0.000119414 / -0.000119413 | 0.000395819 / -0.000395827 | -0.00024921 / 0.000249198 | 0.000256167 / -0.000256165 | -8.08207e-06 / 8.06475e-06 | -8.28301e-05 / 8.28015e-05 | 0.00027426 / -0.00027429 | 4.77868e-06 / -4.77844e-06 | 0.00273282 / -0.00273283 | -0.000605878 / 0.00060586 |
 | JES EtaIntercalibration Modeling | 0.00925417 / -0.00925417 | 0.0055849 / -0.00558491 | 0.00424762 / -0.00424757 | 0.0123347 / -0.0123347 | -0.00492769 / 0.00492768 | -0.00360027 / 0.00411611 | 0.0112937 / -0.0112937 | 0.0365109 / -0.0350753 | 0.000243398 / -0.000243415 | 0.0106362 / -0.0106362 |
 | JES EtaIntercalibration Nonclosure HighE | 6.64923e-10 / 6.64923e-10 | -3.928e-09 / -3.928e-09 | -6.08112e-09 / -6.08112e-09 | 1.22091e-09 / 1.22091e-09 | 3.11095e-08 / 3.11095e-08 | -1.4315e-08 / -1.4315e-08 | 8.0213e-05 / -8.02423e-05 | 1.19365e-10 / 1.19365e-10 | -4.35486e-05 / 4.35312e-05 | 0.000174905 / -0.000174923 |
