 |       | FCNC      | t#bar{t} + jets      | t#bar{t} +  gam      | VV      | Single Top      | t#bar{t} + V      | W+Gam      | W + jets      | Z + jets      | Z+Gam |
 | Muon isolation eff. (syst) | -3.47506e-08 / -3.47506e-08 | -3.7584e-08 / -3.7584e-08 | 5.34965e-08 / 5.34965e-08 | 2.94809e-08 / 2.94809e-08 | -3.11337e-08 / -3.11337e-08 | -3.24839e-08 / -3.24839e-08 | 6.01341e-09 / 6.01341e-09 | -1.43282e-08 / -1.43282e-08 | -2.35816e-09 / -2.35816e-09 | 2.87719e-08 / 2.87719e-08 |
 | Muon TTVA (stat) | -3.47506e-08 / -3.47506e-08 | -3.7584e-08 / -3.7584e-08 | 5.34965e-08 / 5.34965e-08 | 2.94809e-08 / 2.94809e-08 | -3.11337e-08 / -3.11337e-08 | -3.24839e-08 / -3.24839e-08 | 6.01341e-09 / 6.01341e-09 | -1.43282e-08 / -1.43282e-08 | -2.35816e-09 / -2.35816e-09 | 2.87719e-08 / 2.87719e-08 |
 | Muon TTVA (syst) | -3.47506e-08 / -3.47506e-08 | -3.7584e-08 / -3.7584e-08 | 5.34965e-08 / 5.34965e-08 | 2.94809e-08 / 2.94809e-08 | -3.11337e-08 / -3.11337e-08 | -3.24839e-08 / -3.24839e-08 | 6.01341e-09 / 6.01341e-09 | -1.43282e-08 / -1.43282e-08 | -2.35816e-09 / -2.35816e-09 | 2.87719e-08 / 2.87719e-08 |
 | Muon trigger eff. (stat) | -3.47506e-08 / -3.47506e-08 | -3.7584e-08 / -3.7584e-08 | 5.34965e-08 / 5.34965e-08 | 2.94809e-08 / 2.94809e-08 | -3.11337e-08 / -3.11337e-08 | -3.24839e-08 / -3.24839e-08 | 6.01341e-09 / 6.01341e-09 | -1.43282e-08 / -1.43282e-08 | -2.35816e-09 / -2.35816e-09 | 2.87719e-08 / 2.87719e-08 |
 | Muon trigger eff. (syst) | -3.47506e-08 / -3.47506e-08 | -3.7584e-08 / -3.7584e-08 | 5.34965e-08 / 5.34965e-08 | 2.94809e-08 / 2.94809e-08 | -3.11337e-08 / -3.11337e-08 | -3.24839e-08 / -3.24839e-08 | 6.01341e-09 / 6.01341e-09 | -1.43282e-08 / -1.43282e-08 | -2.35816e-09 / -2.35816e-09 | 2.87719e-08 / 2.87719e-08 |
 | SF(photon ID) | 0.00594937 / -0.00594936 | 0.00656317 / -0.00656316 | 0.00567375 / -0.00567374 | 0.00554026 / -0.00554023 | 0.00589732 / -0.00589732 | 0.00671366 / -0.00671363 | 0.0058688 / -0.00586879 | 0.00495111 / -0.00495109 | 0.00747338 / -0.0074734 | 0.00612443 / -0.00612443 |
 | SF(photon iso.) | 2.98087e-05 / 2.98087e-05 | -0.000959843 / -0.000959843 | 0.000141182 / 0.000141182 | -0.00183447 / -0.00183447 | -7.30026e-05 / -7.30026e-05 | -0.000962908 / -0.000962908 | -0.000599846 / -0.000599846 | 0.000421505 / 0.000421505 | -0.000779611 / -0.000779611 | 0.000856231 / 0.000856231 |
 | Pile-up | -0.0095984 / 0.00604749 | -0.000671302 / -0.024005 | -0.0137188 / 0.0128957 | 0.132849 / -0.0624906 | -0.036841 / 0.045675 | -0.0364604 / 0.0202551 | -0.0213188 / 0.044658 | -0.133067 / 0.131729 | 0.00720645 / 0.0188595 | -0.00101108 / 0.00359293 |
 | JVT | 0.00514796 / -0.00534907 | 0.00556214 / -0.00586909 | 0.00437011 / -0.00551275 | 0.00797219 / -0.00795746 | 0.00511949 / -0.00528876 | 0.00870962 / -0.00913066 | 0.00772252 / -0.00779185 | 0.00721727 / -0.00719435 | 0.00534319 / -0.00549224 | -0.0294709 / 0.0149431 |
 | EGamFake | 1.21503e-05 / -1.21504e-05 | 0.0588424 / -0.0588424 | 0.000656097 / -0.000656097 | 0.0129738 / -0.0129738 | 0.0665886 / -0.0665886 | 0.0507731 / -0.0507731 | 0 / 0 | 0 / 0 | 0.086776 / -0.086776 | 0 / 0 |
 | JGamFake | -0.00032197 / 0.00032197 | 0.130161 / -0.130161 | 0 / 0 | 0.319852 / -0.319852 | 0.0105108 / -0.0105108 | 0.0604243 / -0.0604243 | 0 / 0 | 0.356024 / -0.356024 | 0.0480722 / -0.0480722 | 0.0424434 / -0.0424434 |
 | Scale #mu_{R},#mu_{F} | 0.121637 / -0.119285 | 0 / 0 | -0.0151544 / -0.0543802 | 0 / 0 | 0 / 0 | 0 / 0 | 0.186639 / -0.132872 | 16.5535 / -0.253596 | 0.229784 / -0.140558 | 0.193304 / -0.128376 |
 | PDF no. 1 | -0.00508123 / 0.00508123 | 0.00237596 / -0.00237596 | 0.00237596 / -0.00237596 | 0 / 0 | -0.0294929 / 0.0294929 | 0 / 0 | 0 / 0 | 0.414454 / -0.414454 | -0.00131234 / 0.00131234 | 0 / 0 |
 | PDF no. 2 | -0.00508123 / 0.00508123 | -0.00993264 / 0.00993264 | -0.00993264 / 0.00993264 | 0 / 0 | -0.0294929 / 0.0294929 | 0 / 0 | 0 / 0 | 0.414454 / -0.414454 | -0.00131234 / 0.00131234 | 0 / 0 |
 | PDF no. 3 | -0.00508123 / 0.00508123 | -0.00117153 / 0.00117153 | -0.00117153 / 0.00117153 | 0 / 0 | -0.0294929 / 0.0294929 | 0 / 0 | 0 / 0 | 0.414454 / -0.414454 | -0.00131234 / 0.00131234 | 0 / 0 |
 | PDF no. 4 | -0.00508123 / 0.00508123 | -0.0116988 / 0.0116988 | -0.0116988 / 0.0116988 | 0 / 0 | -0.0294929 / 0.0294929 | 0 / 0 | 0 / 0 | 0.414454 / -0.414454 | -0.00131234 / 0.00131234 | 0 / 0 |
 | PDF no. 5 | -0.00508123 / 0.00508123 | 0.000895977 / -0.000895977 | 0.000895977 / -0.000895977 | 0 / 0 | -0.0294929 / 0.0294929 | 0 / 0 | 0 / 0 | 0.414454 / -0.414454 | -0.00131234 / 0.00131234 | 0 / 0 |
 | PDF no. 6 | -0.00508123 / 0.00508123 | -0.00750554 / 0.00750554 | -0.00750554 / 0.00750554 | 0 / 0 | -0.0294929 / 0.0294929 | 0 / 0 | 0 / 0 | 0.414454 / -0.414454 | -0.00131234 / 0.00131234 | 0 / 0 |
 | PDF no. 7 | -0.00508123 / 0.00508123 | -0.000210047 / 0.000210047 | -0.000210047 / 0.000210047 | 0 / 0 | -0.0294929 / 0.0294929 | 0 / 0 | 0 / 0 | 0.414454 / -0.414454 | -0.00131234 / 0.00131234 | 0 / 0 |
 | PDF no. 8 | -0.00508123 / 0.00508123 | -0.000258327 / 0.000258327 | -0.000258327 / 0.000258327 | 0 / 0 | -0.0294929 / 0.0294929 | 0 / 0 | 0 / 0 | 0.414454 / -0.414454 | -0.00131234 / 0.00131234 | 0 / 0 |
 | PDF no. 9 | -0.00508123 / 0.00508123 | -0.00499856 / 0.00499856 | -0.00499856 / 0.00499856 | 0 / 0 | -0.0294929 / 0.0294929 | 0 / 0 | 0 / 0 | 0.414454 / -0.414454 | -0.00131234 / 0.00131234 | 0 / 0 |
 | PDF no. 10 | -0.00508123 / 0.00508123 | 0.00133681 / -0.00133681 | 0.00133681 / -0.00133681 | 0 / 0 | -0.0294929 / 0.0294929 | 0 / 0 | 0 / 0 | 0.414454 / -0.414454 | -0.00131234 / 0.00131234 | 0 / 0 |
 | PDF no. 11 | -0.00508123 / 0.00508123 | -0.00738138 / 0.00738138 | -0.00738138 / 0.00738138 | 0 / 0 | -0.0294929 / 0.0294929 | 0 / 0 | 0 / 0 | 0.414454 / -0.414454 | -0.00131234 / 0.00131234 | 0 / 0 |
 | PDF no. 12 | -0.00508123 / 0.00508123 | -0.00231087 / 0.00231087 | -0.00231087 / 0.00231087 | 0 / 0 | -0.0294929 / 0.0294929 | 0 / 0 | 0 / 0 | 0.414454 / -0.414454 | -0.00131234 / 0.00131234 | 0 / 0 |
 | PDF no. 13 | -0.00508123 / 0.00508123 | 0.00144434 / -0.00144434 | 0.00144434 / -0.00144434 | 0 / 0 | -0.0294929 / 0.0294929 | 0 / 0 | 0 / 0 | 0.414454 / -0.414454 | -0.00131234 / 0.00131234 | 0 / 0 |
 | PDF no. 14 | -0.00508123 / 0.00508123 | -0.00150341 / 0.00150341 | -0.00150341 / 0.00150341 | 0 / 0 | -0.0294929 / 0.0294929 | 0 / 0 | 0 / 0 | 0.414454 / -0.414454 | -0.00131234 / 0.00131234 | 0 / 0 |
 | PDF no. 15 | -0.00508123 / 0.00508123 | 0.000515342 / -0.000515342 | 0.000515342 / -0.000515342 | 0 / 0 | -0.0294929 / 0.0294929 | 0 / 0 | 0 / 0 | 0.414454 / -0.414454 | -0.00131234 / 0.00131234 | 0 / 0 |
 | PDF no. 16 | -0.00508123 / 0.00508123 | -0.00261652 / 0.00261652 | -0.00261652 / 0.00261652 | 0 / 0 | -0.0294929 / 0.0294929 | 0 / 0 | 0 / 0 | 0.414454 / -0.414454 | -0.00131234 / 0.00131234 | 0 / 0 |
 | PDF no. 17 | -0.00508123 / 0.00508123 | 0.00699508 / -0.00699508 | 0.00699508 / -0.00699508 | 0 / 0 | -0.0294929 / 0.0294929 | 0 / 0 | 0 / 0 | 0.414454 / -0.414454 | -0.00131234 / 0.00131234 | 0 / 0 |
 | PDF no. 18 | -0.00508123 / 0.00508123 | 0.00272334 / -0.00272334 | 0.00272334 / -0.00272334 | 0 / 0 | -0.0294929 / 0.0294929 | 0 / 0 | 0 / 0 | 0.414454 / -0.414454 | -0.00131234 / 0.00131234 | 0 / 0 |
 | PDF no. 19 | -0.00508123 / 0.00508123 | -0.00843859 / 0.00843859 | -0.00843859 / 0.00843859 | 0 / 0 | -0.0294929 / 0.0294929 | 0 / 0 | 0 / 0 | 0.414454 / -0.414454 | -0.00131234 / 0.00131234 | 0 / 0 |
 | PDF no. 20 | -0.00508123 / 0.00508123 | -0.000815749 / 0.000815749 | -0.000815749 / 0.000815749 | 0 / 0 | -0.0294929 / 0.0294929 | 0 / 0 | 0 / 0 | 0.414454 / -0.414454 | -0.00131234 / 0.00131234 | 0 / 0 |
 | PDF no. 21 | -0.00508123 / 0.00508123 | -0.00122625 / 0.00122625 | -0.00122625 / 0.00122625 | 0 / 0 | -0.0294929 / 0.0294929 | 0 / 0 | 0 / 0 | 0.414454 / -0.414454 | -0.00131234 / 0.00131234 | 0 / 0 |
 | PDF no. 22 | -0.00508123 / 0.00508123 | 0.00539708 / -0.00539708 | 0.00539708 / -0.00539708 | 0 / 0 | -0.0294929 / 0.0294929 | 0 / 0 | 0 / 0 | 0.414454 / -0.414454 | -0.00131234 / 0.00131234 | 0 / 0 |
 | PDF no. 23 | -0.00508123 / 0.00508123 | 0.000805736 / -0.000805736 | 0.000805736 / -0.000805736 | 0 / 0 | -0.0294929 / 0.0294929 | 0 / 0 | 0 / 0 | 0.414454 / -0.414454 | -0.00131234 / 0.00131234 | 0 / 0 |
 | PDF no. 24 | -0.00508123 / 0.00508123 | -0.00108975 / 0.00108975 | -0.00108975 / 0.00108975 | 0 / 0 | -0.0294929 / 0.0294929 | 0 / 0 | 0 / 0 | 0.414454 / -0.414454 | -0.00131234 / 0.00131234 | 0 / 0 |
 | PDF no. 25 | -0.00508123 / 0.00508123 | -0.000694752 / 0.000694752 | -0.000694752 / 0.000694752 | 0 / 0 | -0.0294929 / 0.0294929 | 0 / 0 | 0 / 0 | 0.414454 / -0.414454 | -0.00131234 / 0.00131234 | 0 / 0 |
 | PDF no. 26 | -0.00508123 / 0.00508123 | 0.00269544 / -0.00269544 | 0.00269544 / -0.00269544 | 0 / 0 | -0.0294929 / 0.0294929 | 0 / 0 | 0 / 0 | 0.414454 / -0.414454 | -0.00131234 / 0.00131234 | 0 / 0 |
 | PDF no. 27 | -0.00508123 / 0.00508123 | 0.0012542 / -0.0012542 | 0.0012542 / -0.0012542 | 0 / 0 | -0.0294929 / 0.0294929 | 0 / 0 | 0 / 0 | 0.414454 / -0.414454 | -0.00131234 / 0.00131234 | 0 / 0 |
 | PDF no. 28 | -0.00508123 / 0.00508123 | 0.00920045 / -0.00920045 | 0.00920045 / -0.00920045 | 0 / 0 | -0.0294929 / 0.0294929 | 0 / 0 | 0 / 0 | 0.414454 / -0.414454 | -0.00131234 / 0.00131234 | 0 / 0 |
 | PDF no. 29 | -0.00508123 / 0.00508123 | 0.000615001 / -0.000615001 | 0.000615001 / -0.000615001 | 0 / 0 | -0.0294929 / 0.0294929 | 0 / 0 | 0 / 0 | 0.414454 / -0.414454 | -0.00131234 / 0.00131234 | 0 / 0 |
 | PDF no. 30 | -0.00508123 / 0.00508123 | -0.000546694 / 0.000546694 | -0.000546694 / 0.000546694 | 0 / 0 | -0.0294929 / 0.0294929 | 0 / 0 | 0 / 0 | 0.414454 / -0.414454 | -0.00131234 / 0.00131234 | 0 / 0 |
 | Muon momentum resolution (ID) | -3.47506e-08 / -3.47506e-08 | -3.7584e-08 / -3.7584e-08 | 5.34965e-08 / 5.34965e-08 | 2.94809e-08 / 2.94809e-08 | -3.11337e-08 / -3.11337e-08 | -3.24839e-08 / -3.24839e-08 | 6.01341e-09 / 6.01341e-09 | -1.43282e-08 / -1.43282e-08 | -2.35816e-09 / -2.35816e-09 | 2.87719e-08 / 2.87719e-08 |
 | Muon momentum resolution (MS) | -3.47506e-08 / -3.47506e-08 | -3.7584e-08 / -3.7584e-08 | 5.34965e-08 / 5.34965e-08 | 2.94809e-08 / 2.94809e-08 | -3.11337e-08 / -3.11337e-08 | -3.24839e-08 / -3.24839e-08 | 6.01341e-09 / 6.01341e-09 | -1.43282e-08 / -1.43282e-08 | -2.35816e-09 / -2.35816e-09 | 2.87719e-08 / 2.87719e-08 |
 | Muon momentum scale | -3.47506e-08 / -3.47506e-08 | -3.7584e-08 / -3.7584e-08 | 5.34965e-08 / 5.34965e-08 | 2.94809e-08 / 2.94809e-08 | -3.11337e-08 / -3.11337e-08 | -3.24839e-08 / -3.24839e-08 | 6.01341e-09 / 6.01341e-09 | -1.43282e-08 / -1.43282e-08 | -2.35816e-09 / -2.35816e-09 | 2.87719e-08 / 2.87719e-08 |
 | Muon Sagitta ResBias | -3.47506e-08 / -3.47506e-08 | -3.7584e-08 / -3.7584e-08 | 5.34965e-08 / 5.34965e-08 | 2.94809e-08 / 2.94809e-08 | -3.11337e-08 / -3.11337e-08 | -3.24839e-08 / -3.24839e-08 | 6.01341e-09 / 6.01341e-09 | -1.43282e-08 / -1.43282e-08 | -2.35816e-09 / -2.35816e-09 | 2.87719e-08 / 2.87719e-08 |
 | Muon Sagitta Rho | -3.47506e-08 / -3.47506e-08 | -3.7584e-08 / -3.7584e-08 | 5.34965e-08 / 5.34965e-08 | 2.94809e-08 / 2.94809e-08 | -3.11337e-08 / -3.11337e-08 | -3.24839e-08 / -3.24839e-08 | 6.01341e-09 / 6.01341e-09 | -1.43282e-08 / -1.43282e-08 | -2.35816e-09 / -2.35816e-09 | 2.87719e-08 / 2.87719e-08 |
 | Met ResoPara | 0.00056406 / -0.00056406 | 0.0129435 / -0.0129435 | 0.00964257 / -0.00964257 | 0.0113366 / -0.0113366 | 0.451913 / -0.451913 | -0.108309 / 0.108309 | 0.0639726 / -0.0639726 | -1.43282e-08 / 1.43282e-08 | -0.394025 / 0.394025 | -0.0592581 / 0.0592581 |
 | Met ResoPerp | -0.00342232 / 0.00342232 | 0.0208347 / -0.0208347 | 0.0117117 / -0.0117117 | 0.016209 / -0.016209 | 0.0383888 / -0.0383888 | 0.0415057 / -0.0415057 | -0.0248757 / 0.0248757 | -1.43282e-08 / 1.43282e-08 | -0.0142832 / 0.0142832 | -0.0413537 / 0.0413537 |
 | MET Scale | -0.000416923 / 0.000416937 | 0.00715469 / -0.00715466 | 5.47094e-05 / -5.47113e-05 | 2.94809e-08 / 2.94809e-08 | -0.184884 / 0.184884 | -0.0787492 / 0.0787491 | -0.000396523 / 0.000396535 | -0.018496 / 0.018496 | -0.21382 / 0.21382 | -0.0368009 / 0.0368009 |
 | Electron energy resolution | 0.00255771 / -0.0025577 | -1.91479e-05 / 1.91738e-05 | -0.00620622 / 0.00620622 | -0.00359173 / 0.00359179 | 0.228008 / -0.186935 | 0.0658122 / -0.0612711 | -0.0145513 / 0.0145512 | -0.120897 / 0.120897 | 0.0370181 / -0.0370181 | 0.0211958 / -0.0211958 |
 | Electron energy scale | 0.012214 / -0.0121315 | 0.0161506 / -0.0136958 | 0.0103619 / -0.0103619 | -0.00195691 / 0.0174263 | 0.227982 / -0.16109 | -0.0318379 / 0.0443909 | 0.000575396 / 0.000932903 | 0.018496 / -0.0152478 | 0.0255674 / -0.0255674 | -0.000235744 / 0.000235801 |
 | AF2 Electron energy scale | 0.00388961 / -0.00388959 | -3.7584e-08 / -3.7584e-08 | 5.34965e-08 / 5.34965e-08 | 2.94809e-08 / 2.94809e-08 | -3.11337e-08 / -3.11337e-08 | -3.24839e-08 / -3.24839e-08 | 6.01341e-09 / 6.01341e-09 | -1.43282e-08 / -1.43282e-08 | -2.35816e-09 / -2.35816e-09 | 2.87719e-08 / 2.87719e-08 |
 | BJES Response | 0.0020943 / -0.00209428 | 0.0118211 / -0.0118211 | 0.000826098 / -0.0008261 | 2.03486e-05 / -2.03726e-05 | 0.0295717 / -0.0295717 | 0.0695503 / -0.0695502 | 0.00303233 / -0.00303232 | 0.0558969 / -0.0558969 | -0.0236098 / 0.0236098 | -0.01276 / 0.01276 |
 | JES EffectiveNP Detector1 | 0.00228484 / -0.00228483 | -0.00516426 / 0.00516429 | 0.00169722 / -0.00169722 | -0.00290262 / 0.00290259 | 6.16794e-06 / -6.16208e-06 | -0.00929006 / 0.0092901 | 0.00149118 / -0.00149117 | 5.78115e-06 / -5.73645e-06 | 7.31302e-05 / -7.3135e-05 | 0.00232213 / -0.00232215 |
 | JES EffectiveNP Detector2 | 0.000869705 / -0.000869691 | 2.59134e-06 / -2.5654e-06 | 4.89002e-07 / -4.90885e-07 | -3.0226e-07 / 3.61222e-07 | 3.77596e-07 / -3.71742e-07 | 1.17113e-06 / -1.12668e-06 | -1.06801e-06 / 1.00844e-06 | 5.90323e-08 / -1.43282e-08 | 8.10432e-06 / -8.10904e-06 | -8.76597e-06 / 8.75023e-06 |
 | JES EffectiveNP Mixed1 | 0.0021503 / -0.00215028 | -0.0051681 / 0.00516813 | 0.00110406 / -0.00110406 | -0.0029022 / 0.00290226 | 8.14346e-06 / -8.13761e-06 | -0.0786532 / 0.0786532 | 0.00310494 / -0.00310492 | 5.41435e-06 / -5.36965e-06 | 8.88049e-06 / -8.88521e-06 | 0.0023277 / -0.00232772 |
 | JES EffectiveNP Mixed2 | -0.00230436 / 0.00230438 | 0.0051832 / -0.00518317 | -0.00169569 / 0.00169569 | 0.00290525 / -0.00290519 | -2.55086e-05 / 2.55145e-05 | 0.0880151 / -0.0880152 | -0.00148215 / 0.00148216 | -5.80981e-06 / 5.78115e-06 | -6.25273e-05 / 6.25226e-05 | -0.00232208 / 0.00232213 |
 | JES EffectiveNP Mixed3 | 0.000903321 / -0.000903307 | -0.0051588 / 0.00515873 | 0.000481722 / -0.000481724 | -8.82806e-07 / 8.58832e-07 | 1.19506e-06 / -1.1892e-06 | 7.18919e-06 / -7.25416e-06 | -3.43086e-06 / 3.44289e-06 | 1.32393e-07 / -8.76888e-08 | 8.2768e-06 / -8.28152e-06 | -8.76597e-06 / 8.75023e-06 |
 | JES EffectiveNP Modelling1 | 0.0163632 / -0.0163632 | 0.0379634 / -0.0379634 | -0.00053344 / 0.000533438 | -0.0109257 / 0.0265369 | -0.167527 / 0.193529 | 0.0198568 / -0.0144027 | 0.0570502 / -0.0555407 | -0.102239 / 0.102239 | 0.182018 / -0.182018 | 0.0749537 / -0.0749538 |
 | JES EffectiveNP Modelling2 | 0.000151279 / -0.000151265 | 0.00891597 / -0.00891594 | -0.000145079 / 0.000145077 | -0.00288329 / 0.00288327 | -7.797e-06 / 7.80286e-06 | -0.0641921 / 0.064192 | -0.0126765 / 0.0126765 | 0.00011032 / -0.000110275 | -4.58827e-05 / 4.5878e-05 | 0.00232419 / -0.0023242 |
 | JES EffectiveNP Modelling3 | -0.00199956 / 0.00199957 | -0.00515809 / 0.00515812 | -0.0009966 / 0.000996598 | 0.00290069 / -0.00290071 | -1.66605e-06 / 1.67191e-06 | 0.0642727 / -0.0642727 | -0.00150413 / 0.00150414 | -5.14956e-06 / 5.12091e-06 | -1.22486e-05 / 1.22439e-05 | -0.00232545 / 0.00232543 |
 | JES EffectiveNP Modelling4 | 0.00122414 / -0.00122413 | 4.20914e-06 / -4.28431e-06 | 1.25114e-06 / -1.25302e-06 | -6.34e-07 / 6.10027e-07 | 6.50083e-07 / -6.44229e-07 | -3.42448e-06 / 3.46893e-06 | -1.56922e-06 / 1.58125e-06 | -1.43282e-08 / -1.43282e-08 | 9.13922e-06 / -9.14393e-06 | -1.23572e-05 / 1.23414e-05 |
 | JES EffectiveNP Stat1 | 0.00166953 / -0.0016696 | -0.00515587 / 0.0051559 | 0.000175235 / -0.000175237 | -0.0029163 / 0.00291628 | 4.87362e-06 / -4.86777e-06 | -0.00929684 / 0.00929678 | -7.94176e-06 / 7.95379e-06 | 5.92787e-06 / -5.88317e-06 | 6.07115e-05 / -6.07162e-05 | -1.39695e-05 / 1.39538e-05 |
 | JES EffectiveNP Stat2 | -0.00186207 / 0.00186209 | 0.00891385 / -0.00891382 | -0.000752499 / 0.000752498 | 2.05974e-05 / -2.05384e-05 | -2.37375e-05 / 2.37433e-05 | 0.00931374 / -0.00931369 | -0.0158868 / 0.0158868 | 0.0002723 / -0.000272329 | 0.000348671 / -0.000348676 | 0.0163135 / -0.0163135 |
 | JES EffectiveNP Stat3 | -0.000930887 / 0.000930817 | -0.0051679 / 0.00516793 | -2.45066e-06 / 2.44878e-06 | 0.00289953 / -0.00289955 | -1.1892e-06 / 1.19506e-06 | 8.4287e-07 / -9.07838e-07 | 9.02781e-06 / -9.01578e-06 | -5.36965e-06 / 5.34099e-06 | -2.15839e-06 / 2.15367e-06 | -0.00232076 / 0.00232081 |
 | JES EffectiveNP Stat4 | 0.000705481 / -0.000705467 | 0.00515731 / -0.00515739 | -8.65032e-05 / 8.65013e-05 | 1.3465e-05 / -1.3489e-05 | 1.3313e-06 / -1.32545e-06 | -2.43971e-06 / 2.48416e-06 | 0.00150987 / -0.00150986 | 5.19427e-06 / -5.22293e-06 | 1.91432e-05 / -1.91479e-05 | 8.16391e-06 / -8.17965e-06 |
 | JES EffectiveNP Stat5 | 8.48854e-05 / -8.49549e-05 | -0.00517002 / 0.00516995 | 0.000466044 / -0.000466046 | -0.0029124 / 0.00291246 | -6.44229e-07 / 6.50083e-07 | 7.69354e-08 / -3.24839e-08 | -2.42844e-06 / 2.44047e-06 | -5.36965e-06 / 5.34099e-06 | -1.81993e-05 / 1.81946e-05 | -1.33099e-05 / 1.32942e-05 |
 | JES EffectiveNP Stat6 | 0.00114509 / -0.00114507 | -0.00515425 / 0.00515428 | 0.000959689 / -0.000959691 | -1.96096e-06 / 1.93699e-06 | 3.30683e-06 / -3.30097e-06 | 7.95512e-06 / -8.02009e-06 | -1.0591e-05 / 1.0603e-05 | 5.70779e-06 / -5.66309e-06 | 8.10432e-06 / -8.10904e-06 | -1.55819e-05 / 1.55662e-05 |
 | JES EtaIntercalibration Modeling | 0.00607456 / -0.00607455 | -0.0228126 / 0.0228126 | -0.00471745 / 0.00471745 | -0.00295172 / 0.00295169 | -0.129274 / 0.155093 | 0.0671569 / -0.0671569 | 0.00813237 / -0.00813235 | -0.139355 / 0.139355 | -0.0129909 / 0.0129909 | -0.00135326 / 0.00135332 |
