 |       | FCNC      | t#bar{t} + jets      | t#bar{t} +  gam      | VV      | Single Top      | t#bar{t} + V      | W+Gam      | W + jets      | Z + jets      | Z+Gam |
 | c-tag Eigenvar. 6 | -0.000188395 / 0.00018841 | 6.87325e-06 / -6.83973e-06 | -0.000119528 / 0.00011956 | 0.00104135 / -0.00104132 | -1.27075e-06 / 1.20045e-06 | -0.000205745 / 0.000205745 | 0.000315417 / -0.000315407 | 0.00103504 / -0.00103504 | 0.000570046 / -0.000570053 | 0.00023607 / -0.000236089 |
 | c-tag Eigenvar. 7 | -0.000424954 / 0.000424969 | -6.47881e-05 / 6.48216e-05 | -0.000102435 / 0.000102467 | -0.0027627 / 0.00276273 | -7.34502e-05 / 7.34828e-05 | 3.93506e-05 / -3.93504e-05 | -0.00341104 / 0.00341105 | -0.00238093 / 0.00238093 | -0.00176703 / 0.00176702 | -0.00144833 / 0.00144831 |
 | c-tag Eigenvar. 8 | -0.000236877 / 0.000236891 | -5.37293e-05 / 5.36891e-05 | -2.31038e-05 / 2.3136e-05 | -0.000331814 / 0.000331843 | 0.000105917 / -0.000105885 | -5.33219e-05 / 5.33221e-05 | -0.00141446 / 0.00141447 | -7.47027e-05 / 7.47009e-05 | -0.000473065 / 0.000473058 | -0.000954461 / 0.000954502 |
 | c-tag Eigenvar. 9 | 0.000375382 / -0.000375368 | 9.96939e-05 / -9.96604e-05 | 0.000144324 / -0.000144401 | 0.0012426 / -0.00124257 | 4.25929e-05 / -4.26632e-05 | 0.000129719 / -0.000129719 | 0.000992919 / -0.000992909 | 0.00105799 / -0.00105799 | 0.00131381 / -0.00131382 | 0.00152793 / -0.00152795 |
 | c-tag Eigenvar. 10 | -0.000346532 / 0.000346546 | 5.23066e-05 / -5.23466e-05 | 3.97441e-05 / -3.97121e-05 | -0.00153885 / 0.00153887 | 9.68181e-06 / -9.75164e-06 | 9.80727e-05 / -9.80725e-05 | -0.00150945 / 0.00150944 | -0.00149038 / 0.00149036 | -0.000457149 / 0.00045714 | -0.0013985 / 0.00139853 |
 | c-tag Eigenvar. 11 | -8.75976e-05 / 8.76121e-05 | 0.000225765 / -0.000225805 | 0.000346815 / -0.000346782 | -0.00131849 / 0.00131852 | 0.000444162 / -0.000444129 | 0.000521144 / -0.000521144 | -0.000451527 / 0.000451537 | -0.000285038 / 0.000285036 | -0.00077778 / 0.000777773 | -0.000642322 / 0.000642302 |
 | c-tag Eigenvar. 12 | 0.000197833 / -0.000197818 | 0.00016848 / -0.000168446 | 0.000290932 / -0.0002909 | -0.000553177 / 0.000553098 | 0.000113537 / -0.000113504 | 0.00043843 / -0.00043843 | 0.00017938 / -0.000179369 | -0.000824245 / 0.000824243 | 0.000369723 / -0.000369649 | -0.000162141 / 0.000162121 |
 | c-tag Eigenvar. 13 | 0.000134209 / -0.000134194 | 0.000242648 / -0.000242614 | 0.000435569 / -0.000435537 | 0.00210502 / -0.0021051 | 0.000229065 / -0.000229032 | 0.000543662 / -0.000543662 | 0.000260432 / -0.000260503 | 0.000793031 / -0.000793033 | 0.000146536 / -0.000146544 | 6.46496e-05 / -6.46693e-05 |
 | c-tag Eigenvar. 14 | -0.000428204 / 0.000428153 | -0.000125612 / 0.000125645 | -0.000288051 / 0.000288084 | -0.000367068 / 0.000367097 | -0.000440011 / 0.000440043 | -0.000489336 / 0.000489336 | -0.00105938 / 0.00105939 | -0.000193239 / 0.000193237 | -0.000727903 / 0.000727896 | -0.00147891 / 0.00147896 |
 | c-tag Eigenvar. 15 | -0.00135494 / 0.00135496 | -0.000320395 / 0.000320429 | -0.000724371 / 0.000724403 | -0.00206173 / 0.00206176 | -0.000863923 / 0.000863853 | -0.00132599 / 0.00132599 | -0.00192815 / 0.00192816 | -0.00143184 / 0.00143184 | -0.00130951 / 0.0013095 | -0.00169533 / 0.00169531 |
 | c-tag Eigenvar. 16 | 0.000780457 / -0.000780508 | 0.000296394 / -0.000296434 | 0.0006122 / -0.000612278 | 0.000675297 / -0.000675267 | 0.000823078 / -0.000823148 | 0.0014197 / -0.0014197 | 0.00100017 / -0.00100016 | 0.000316937 / -0.000316938 | 0.000535872 / -0.000535879 | 0.000570164 / -0.000570183 |
 | c-tag Eigenvar. 17 | -0.00102896 / 0.00102897 | -0.000349885 / 0.000349919 | -0.000717906 / 0.000717938 | -0.00109874 / 0.00109877 | -0.000341369 / 0.000341401 | -0.000949875 / 0.000949875 | -0.000840742 / 0.000840752 | -0.000466113 / 0.000466111 | -0.00109324 / 0.00109323 | -0.000808012 / 0.000807992 |
 | c-tag Eigenvar. 18 | 0.000917843 / -0.000917829 | 0.000170397 / -0.000170363 | 0.000424611 / -0.000424579 | 0.000158062 / -0.000158032 | 0.000426246 / -0.000426213 | 0.000946382 / -0.000946382 | 0.000460334 / -0.000460324 | 0.00040013 / -0.000400132 | 0.000222288 / -0.000222295 | 0.000432219 / -0.000432239 |
 | c-tag Eigenvar. 19 | -0.00400492 / 0.00400494 | -0.00144206 / 0.00144202 | -0.00306551 / 0.00306554 | -0.00322933 / 0.00322925 | -0.0018247 / 0.00182474 | -0.00391168 / 0.00391168 | -0.00215615 / 0.00215616 | -0.00188315 / 0.00188315 | -0.00256685 / 0.00256685 | -0.00235164 / 0.00235162 |
 | c-tag Eigenvar. 20 | -0.00147231 / 0.00147233 | -0.00111405 / 0.00111401 | -0.00180301 / 0.00180304 | -0.00172877 / 0.0017288 | -0.00127476 / 0.00127469 | -0.00205451 / 0.00205451 | -0.0015685 / 0.00156851 | -0.00241215 / 0.00241214 | -0.00116362 / 0.00116369 | -0.00162934 / 0.00162938 |
 | light-tag Eigenvar. 1 | -0.0124302 / 0.0124283 | -0.0105818 / 0.0105804 | -0.00951636 / 0.00951512 | -0.0687862 / 0.0687326 | -0.0115272 / 0.0115255 | -0.0115919 / 0.0115902 | -0.0820865 / 0.0820126 | -0.0608236 / 0.0607809 | -0.0761268 / 0.0760623 | -0.061156 / 0.061113 |
 | light-tag Eigenvar. 2 | 0.00343862 / -0.00343869 | 0.00356394 / -0.003564 | 0.00307754 / -0.00307757 | 0.0179552 / -0.0179574 | 0.00407041 / -0.0040706 | 0.00336034 / -0.00336042 | 0.0177534 / -0.0177556 | 0.0149941 / -0.0149957 | 0.0157194 / -0.0157211 | 0.0132966 / -0.0132978 |
 | light-tag Eigenvar. 3 | 0.000490152 / -0.000490138 | 0.000420917 / -0.000420957 | 0.000384946 / -0.000384914 | 0.00236023 / -0.0023602 | 0.000525093 / -0.000525061 | 1.86164e-05 / -1.86162e-05 | 0.00278666 / -0.00278665 | 0.00243486 / -0.00243487 | 0.00161828 / -0.00161829 | 0.00320552 / -0.00320548 |
 | light-tag Eigenvar. 4 | 0.00092123 / -0.000921222 | 0.00107679 / -0.00107684 | 0.000872561 / -0.000872534 | 0.00445991 / -0.00446002 | 0.00123697 / -0.00123705 | 0.00114066 / -0.00114067 | 0.00351342 / -0.00351349 | 0.00369478 / -0.00369488 | 0.00422079 / -0.00422092 | 0.00344629 / -0.00344639 |
 | light-tag Eigenvar. 5 | 0.000816995 / -0.000816985 | 0.000863858 / -0.000863903 | 0.000665893 / -0.000665864 | 0.00257802 / -0.00257803 | 0.000892737 / -0.00089271 | 0.000881208 / -0.000881213 | 0.0013931 / -0.0013931 | 0.00239231 / -0.00239224 | 0.00131357 / -0.00131359 | 0.000277087 / -0.000277107 |
 | light-tag Eigenvar. 6 | 0.000269191 / -0.000269176 | 0.000393048 / -0.000393089 | 0.000283701 / -0.000283668 | 0.00202889 / -0.00202897 | 0.000538685 / -0.000538652 | 0.000261111 / -0.000261111 | 0.00188865 / -0.00188864 | 0.00211517 / -0.00211517 | 0.00165417 / -0.00165417 | 0.0018578 / -0.00185782 |
 | light-tag Eigenvar. 7 | 0.000779411 / -0.000779465 | 0.000797351 / -0.000797322 | 0.000700492 / -0.000700463 | 0.00424424 / -0.00424433 | 0.00109297 / -0.00109295 | 0.000838527 / -0.000838532 | 0.00404266 / -0.00404276 | 0.00430227 / -0.0043024 | 0.00366559 / -0.00366568 | 0.00281934 / -0.00281941 |
 | light-tag Eigenvar. 8 | 0.000200043 / -0.000200028 | 0.000177327 / -0.000177294 | 0.000145858 / -0.000145826 | 0.000944566 / -0.000944537 | 0.000262941 / -0.000263011 | 0.000202104 / -0.000202103 | 0.000978745 / -0.000978735 | 0.000445226 / -0.000445228 | 0.00113228 / -0.00113229 | 0.00036563 / -0.00036565 |
 | light-tag Eigenvar. 9 | 0.000620703 / -0.000620692 | 0.000589181 / -0.000589223 | 0.000391846 / -0.000391815 | 0.00166827 / -0.00166826 | 0.000379523 / -0.000379492 | 0.000446355 / -0.000446356 | 0.00248056 / -0.00248059 | 0.00165811 / -0.00165813 | 0.00176532 / -0.00176535 | 0.0014039 / -0.00140393 |
 | light-tag Eigenvar. 10 | 0.000567066 / -0.000567119 | 0.000338103 / -0.000338071 | 0.000369715 / -0.000369684 | 0.00156617 / -0.00156627 | 0.000180675 / -0.000180643 | 0.000134672 / -0.000134672 | 0.00120731 / -0.00120731 | 0.00278864 / -0.00278869 | 0.00197792 / -0.00197796 | 0.00178836 / -0.0017884 |
 | light-tag Eigenvar. 11 | -0.00050677 / 0.000506783 | -0.000452837 / 0.000452869 | -0.000343959 / 0.000343881 | -0.000681572 / 0.000681598 | -0.0005466 / 0.000546631 | -6.90064e-06 / 6.90082e-06 | -0.00206122 / 0.0020612 | -0.00371395 / 0.00371385 | -0.00294449 / 0.00294442 | -0.000274537 / 0.000274517 |
 | light-tag Eigenvar. 12 | -0.000344628 / 0.000344643 | -0.000419114 / 0.000419147 | -0.000365629 / 0.000365552 | -0.00102218 / 0.0010221 | -0.000275985 / 0.000276018 | -0.000576138 / 0.000576138 | -6.08454e-05 / 6.08555e-05 | -0.000243843 / 0.000243841 | 1.46106e-06 / -1.46812e-06 | 0.000237698 / -0.000237658 |
 | light-tag Eigenvar. 13 | 0.000530965 / -0.000530951 | 0.000708816 / -0.000708782 | 0.000493752 / -0.00049372 | -0.000460068 / 0.000460098 | 0.00048401 / -0.00048408 | 0.000573686 / -0.000573685 | -0.000954134 / 0.000954144 | -0.00120487 / 0.00120487 | -0.000982253 / 0.000982246 | -0.000106951 / 0.000106932 |
 | light-tag Eigenvar. 14 | -0.00076361 / 0.000763625 | -0.000909021 / 0.000909054 | -0.000722399 / 0.000722431 | -0.0011433 / 0.00114333 | -0.000944649 / 0.000944681 | -0.000397556 / 0.000397556 | -0.000802781 / 0.000802792 | -0.000920749 / 0.000920747 | -0.000832377 / 0.00083237 | -0.000893541 / 0.000893521 |
 | light-tag Eigenvar. 15 | -0.00027509 / 0.000275105 | -0.000202139 / 0.000202173 | -0.000144401 / 0.000144433 | -0.000284665 / 0.000284586 | -0.000184448 / 0.000184481 | -0.000190436 / 0.000190436 | -0.000470018 / 0.000470028 | -0.000297202 / 0.0002972 | -0.000505937 / 0.00050593 | -0.000201648 / 0.000201629 |
 | light-tag Eigenvar. 16 | 0.000115622 / -0.000115608 | 9.01095e-05 / -9.01498e-05 | 9.10713e-05 / -9.10391e-05 | -0.000119967 / 0.000119996 | 8.05875e-05 / -8.05549e-05 | 9.54595e-05 / -9.54593e-05 | 0.000208624 / -0.000208614 | 8.37576e-06 / -8.37763e-06 | 0.000107725 / -0.000107651 | -5.46567e-05 / 5.46974e-05 |
 | light-tag Eigenvar. 17 | 0.00102384 / -0.00102383 | 0.0010049 / -0.00100486 | 0.000915389 / -0.000915357 | 0.00101908 / -0.00101915 | 0.000997503 / -0.000997471 | 0.000908704 / -0.000908704 | 0.0011134 / -0.00111339 | 0.001202 / -0.001202 | 0.00117956 / -0.00117957 | 0.0011369 / -0.00113692 |
 | light-tag Eigenvar. 18 | 4.14701e-05 / -4.14555e-05 | 6.10616e-05 / -6.10281e-05 | 6.91567e-05 / -6.9234e-05 | -5.10815e-05 / 5.11111e-05 | -1.68261e-06 / 1.61231e-06 | -3.94248e-05 / 3.94249e-05 | -7.93368e-05 / 7.93469e-05 | 5.33575e-05 / -5.33594e-05 | -3.46654e-05 / 3.46583e-05 | -7.68533e-05 / 7.68939e-05 |
 | light-tag Eigenvar. 19 | 0.000205567 / -0.000205617 | 0.000161623 / -0.00016159 | 0.000184647 / -0.000184614 | 0.000235166 / -0.000235136 | 0.000171301 / -0.000171268 | 0.000206934 / -0.000206934 | 0.000224264 / -0.000224335 | 0.000205056 / -0.000205058 | 0.000185348 / -0.000185355 | 0.000237216 / -0.000237235 |
 | light-tag Eigenvar. 20 | -0.000211271 / 0.000211221 | -0.000178326 / 0.000178285 | -0.000198201 / 0.000198234 | -0.00020583 / 0.000205752 | -0.00016787 / 0.000167903 | -0.000200245 / 0.000200246 | -0.000192973 / 0.000192983 | -0.000224221 / 0.000224219 | -0.000181938 / 0.000181931 | -0.000210455 / 0.000210435 |
 | b-tag Eigenvar. 2 | -0.00224503 / 0.00224503 | -0.00126733 / 0.00126733 | -0.00152371 / 0.00152371 | -0.000626712 / 0.000626712 | -0.00244394 / 0.00244394 | -0.000492903 / 0.000492903 | -0.000340741 / 0.000340741 | -0.00157241 / 0.00157241 | -0.00166434 / 0.00166434 | -0.00104843 / 0.00104843 |
 | b-tag Eigenvar. 3 | -0.00160963 / 0.00160963 | 6.57835e-06 / -6.57835e-06 | -1.29135e-05 / 1.29135e-05 | -0.000556638 / 0.000556638 | 3.39438e-05 / -3.39438e-05 | 0.00106187 / -0.00106187 | -0.000297893 / 0.000297893 | -0.00127005 / 0.00127005 | -0.000765657 / 0.000765657 | -0.00056566 / 0.00056566 |
 | b-tag Eigenvar. 4 | 0.000136159 / -0.000136159 | -0.000487457 / 0.000487457 | -0.000665311 / 0.000665311 | 0.000100207 / -0.000100207 | 7.06953e-06 / -7.06953e-06 | -0.001227 / 0.001227 | -0.000640595 / 0.000640595 | -0.000174649 / 0.000174649 | -0.000489094 / 0.000489094 | -0.000158703 / 0.000158703 |
 | b-tag Eigenvar. 5 | 0.00143912 / -0.00143912 | 0.000860985 / -0.000860985 | 0.000386918 / -0.000386918 | 0.00134782 / -0.00134782 | 0.000448898 / -0.000448898 | 0.00115841 / -0.00115841 | 0.00110199 / -0.00110199 | 0.00170678 / -0.00170678 | -0.000130433 / 0.000130433 | -0.000166725 / 0.000166725 |
 | b-tag Eigenvar. 6 | 0.0019641 / -0.0019641 | 0.000720759 / -0.000720759 | 0.000819622 / -0.000819622 | 0.000517628 / -0.000517628 | 0.00185068 / -0.00185068 | 0.0010256 / -0.0010256 | 0.000399403 / -0.000399403 | 0.00079613 / -0.00079613 | 0.000691444 / -0.000691444 | 0.000440242 / -0.000440242 |
 | b-tag Eigenvar. 7 | 0.000859938 / -0.000859938 | 0.000992217 / -0.000992217 | 0.00119677 / -0.00119677 | 0.00108558 / -0.00108558 | 0.00304962 / -0.00304962 | 0.00159026 / -0.00159026 | 0.000760432 / -0.000760432 | 0.000315215 / -0.000315215 | 0.00103985 / -0.00103985 | 0.000684343 / -0.000684343 |
 | b-tag Eigenvar. 8 | -0.00195043 / 0.00195043 | -0.000217253 / 0.000217253 | 6.061e-05 / -6.061e-05 | -0.00103008 / 0.00103008 | 0.000249555 / -0.000249555 | 0.000672526 / -0.000672526 | -0.000562149 / 0.000562149 | -4.84251e-05 / 4.84251e-05 | -0.000563951 / 0.000563951 | 9.99952e-05 / -9.99952e-05 |
 | b-tag Eigenvar. 9 | -3.69713e-05 / 3.69713e-05 | 7.33001e-05 / -7.33001e-05 | 0.000281838 / -0.000281838 | -0.000181715 / 0.000181715 | 0.000393193 / -0.000393193 | 0.000460204 / -0.000460204 | 0.000276317 / -0.000276317 | 0.000223416 / -0.000223416 | -8.88551e-05 / 8.88551e-05 | 1.35011e-05 / -1.35011e-05 |
 | b-tag Eigenvar. 10 | 0.00199568 / -0.00199568 | 0.000141865 / -0.000141865 | 0.000114739 / -0.000114739 | 0.00033552 / -0.00033552 | -0.000124213 / 0.000124213 | 0.000291729 / -0.000291729 | 0.000430276 / -0.000430276 | 0.00105432 / -0.00105432 | 0.000672242 / -0.000672242 | 0.00058464 / -0.00058464 |
 | b-tag Eigenvar. 11 | 0.000725347 / -0.000725347 | 0.000589232 / -0.000589232 | 0.00072254 / -0.00072254 | 0.000197101 / -0.000197101 | 0.00022855 / -0.00022855 | 0.000917325 / -0.000917325 | 0.000236401 / -0.000236401 | 0.00059899 / -0.00059899 | 0.000191125 / -0.000191125 | 0.000303081 / -0.000303081 |
 | b-tag Eigenvar. 12 | -0.000235772 / 0.000235772 | -0.000393826 / 0.000393826 | -0.000351823 / 0.000351823 | -5.66261e-06 / 5.66261e-06 | -0.000470386 / 0.000470386 | -0.000353857 / 0.000353857 | -0.000131064 / 0.000131064 | -0.000159043 / 0.000159043 | -5.32168e-05 / 5.32168e-05 | -0.000172274 / 0.000172274 |
 | b-tag Eigenvar. 13 | 0.000260417 / -0.000260417 | 0.000796107 / -0.000796107 | 0.00086882 / -0.00086882 | 0.000227164 / -0.000227164 | 0.000984118 / -0.000984118 | 0.0012348 / -0.0012348 | 0.000223612 / -0.000223612 | 7.22827e-06 / -7.22827e-06 | 0.000390227 / -0.000390227 | 0.000180156 / -0.000180156 |
 | b-tag Eigenvar. 14 | 0.000147727 / -0.000147727 | 0.000341735 / -0.000341735 | 0.000301451 / -0.000301451 | 0.000115022 / -0.000115022 | 0.00026778 / -0.00026778 | 0.000448314 / -0.000448314 | 0.000219865 / -0.000219865 | 0.00019645 / -0.00019645 | 0.000229204 / -0.000229204 | 0.000100056 / -0.000100056 |
