 |       | FCNC      | t#bar{t} + jets      | t#bar{t} +  gam      | VV      | Single Top      | t#bar{t} + V      | W+Gam      | W + jets      | Z + jets      | Z+Gam |
 | SF(photon ID) | 0.00605504 / -0.00605503 | 0.00702395 / -0.00702395 | 0.00572541 / -0.0057254 | 0.00703182 / -0.00703181 | 0.00670834 / -0.00670834 | 0.00561132 / -0.00561132 | 0.00586631 / -0.0058663 | 0.00660982 / -0.00660979 | 0.00601283 / -0.00601283 | 0.0058858 / -0.0058858 |
 | SF(photon iso.) | -8.42561e-05 / -8.42561e-05 | -0.000595326 / -0.000595326 | -2.50746e-05 / -2.50746e-05 | 7.97801e-05 / 7.97801e-05 | -0.000111555 / -0.000111555 | -4.43768e-05 / -4.43768e-05 | -0.000312213 / -0.000312213 | -0.000859957 / -0.000859957 | 0.00419344 / 0.00419344 | 0.000518873 / 0.000518873 |
 | Pile-up | -0.00737065 / 0.00723254 | 0.0144832 / -0.0264447 | -0.000332667 / 0.00726616 | -0.0695739 / -0.249361 | 0.0279241 / -0.0161383 | 0.00700947 / 0.00978667 | 0.0125135 / 0.0202708 | 0.00708037 / -0.0654451 | 0.00564645 / -0.00105556 | 0.0403808 / -0.0162071 |
 | JVT | 0.0047901 / -0.00501276 | 0.0041129 / -0.0047773 | 0.00375368 / -0.00510674 | 0.00638033 / -0.00649032 | 0.00588669 / -0.00655951 | 0.00406253 / -0.00500215 | 0.006336 / -0.00655133 | 0.00577159 / -0.00653829 | 0.00437156 / -0.00442566 | 0.00266037 / -0.00361846 |
 | EGamFake | 0.000220612 / -0.000220612 | 0.0637976 / -0.0637976 | 0.000533624 / -0.000533624 | 0.0280416 / -0.0280416 | 0.0473851 / -0.0473851 | 0.0312222 / -0.0312222 | 0 / 0 | 0.000287538 / -0.000287538 | 0 / 0 | 0 / 0 |
 | JGamFake | 0.000780593 / -0.000780593 | 0.120399 / -0.120399 | 0.000815259 / -0.00081526 | 0.260636 / -0.260636 | 0.103753 / -0.103753 | 0.101212 / -0.101212 | 0 / 0 | 0.356937 / -0.356937 | 0.302967 / -0.302967 | 0 / 0 |
 | PDF Unc. NNPDF | -0.00509987 / 0.00509987 | 0 / 0 | 0 / 0 | 0 / 0 | -0.022038 / 0.022038 | 0 / 0 | 0 / 0 | 0.0148267 / -0.0148267 | 0.0250854 / -0.0250854 | 0 / 0 |
 | c-tag Eigenvar. 1 | -0.00452395 / 0.00452397 | 0.000181815 / -0.000181784 | -0.00486291 / 0.00486293 | 0.0373598 / -0.0373598 | -0.00363547 / 0.0036355 | -0.00754787 / 0.00754792 | 0.0438637 / -0.0438638 | 0.00944781 / -0.00944783 | 0.0114845 / -0.0114845 | 0.0259181 / -0.0259182 |
 | c-tag Eigenvar. 2 | 0.00209009 / -0.00209014 | -0.000146551 / 0.000146582 | 0.00145109 / -0.00145115 | 0.00361417 / -0.00361418 | 0.00068137 / -0.000681336 | 0.00271185 / -0.0027118 | -0.00690335 / 0.00690331 | -0.000793043 / 0.000793028 | -0.000717286 / 0.000717263 | -0.00462594 / 0.00462589 |
 | c-tag Eigenvar. 3 | 8.16909e-05 / -8.16761e-05 | 0.000409212 / -0.000409181 | -0.000561491 / 0.000561517 | 0.00285489 / -0.00285491 | -0.000839249 / 0.000839283 | -0.000554208 / 0.000554183 | 0.00102235 / -0.00102228 | 0.00317985 / -0.00317987 | 0.00215596 / -0.00215598 | 0.00310438 / -0.00310443 |
 | c-tag Eigenvar. 4 | -0.000799225 / 0.000799173 | 4.42733e-05 / -4.42422e-05 | -0.000489817 / 0.000489843 | -0.00361572 / 0.00361576 | -7.05198e-05 / 7.04936e-05 | -0.00102991 / 0.00102988 | 0.00168305 / -0.00168297 | -0.000483077 / 0.000483062 | -0.000545935 / 0.000545911 | -8.7172e-05 / 8.71273e-05 |
 | c-tag Eigenvar. 5 | -0.000499887 / 0.000499902 | -7.20658e-05 / 7.20969e-05 | -0.000357266 / 0.000357202 | 0.00665924 / -0.00665926 | -0.000208383 / 0.000208357 | -0.000372688 / 0.000372662 | 0.00439292 / -0.00439296 | 0.00234961 / -0.00234955 | 0.0022716 / -0.00227163 | 0.00412487 / -0.00412491 |
 | c-tag Eigenvar. 6 | -0.000347829 / 0.000347776 | -7.04106e-05 / 7.03629e-05 | -0.000270351 / 0.000270377 | 0.00308125 / -0.00308126 | -0.000127155 / 0.00012719 | -0.00062431 / 0.000624284 | 0.00200361 / -0.00200364 | 0.00133295 / -0.00133297 | 0.000556251 / -0.000556207 | 0.00231855 / -0.00231859 |
 | c-tag Eigenvar. 7 | 0.000410781 / -0.000410766 | 0.000216654 / -0.000216702 | 0.000157151 / -0.000157215 | -0.000216918 / 0.000216901 | -0.000177007 / 0.000177041 | 0.000744447 / -0.000744473 | -0.00263714 / 0.0026371 | -0.000456971 / 0.000456956 | -0.00265569 / 0.00265566 | -0.0034252 / 0.00342527 |
 | c-tag Eigenvar. 8 | 0.00035195 / -0.000351935 | -0.000105249 / 0.00010528 | -2.86565e-05 / 2.86824e-05 | 0.00171797 / -0.00171799 | 0.000104051 / -0.000104077 | -0.000313651 / 0.000313625 | 0.000165766 / -0.000165799 | -0.000164051 / 0.000164112 | 0.000414966 / -0.00041499 | 0.00128707 / -0.00128711 |
 | c-tag Eigenvar. 9 | -9.13691e-05 / 9.13838e-05 | -0.000140167 / 0.000140198 | -7.77602e-08 / 1.03692e-07 | -0.00187535 / 0.00187534 | 0.000112289 / -0.000112315 | -0.000318912 / 0.000318887 | -0.000459053 / 0.000459126 | 0.00108411 / -0.00108404 | 0.000668558 / -0.000668581 | 0.00110693 / -0.00110697 |
 | c-tag Eigenvar. 10 | 0.000395568 / -0.000395553 | 0.000144297 / -0.000144265 | 0.000307756 / -0.00030773 | -0.0108093 / 0.0108093 | 3.91169e-05 / -3.91431e-05 | 0.00104598 / -0.00104592 | -0.0059422 / 0.00594217 | -0.00168885 / 0.00168883 | 0.00105003 / -0.00105006 | -0.00183074 / 0.00183069 |
 | c-tag Eigenvar. 11 | 0.00104284 / -0.0010429 | 0.000112217 / -0.000112186 | 0.000529128 / -0.000529102 | 0.00782363 / -0.00782365 | 0.00014736 / -0.000147387 | 0.000843951 / -0.000843899 | 0.00136916 / -0.00136919 | 0.00109332 / -0.00109333 | -0.000438186 / 0.00043823 | -0.00145878 / 0.00145885 |
 | c-tag Eigenvar. 12 | 0.000519154 / -0.000519206 | 0.000159745 / -0.000159714 | 0.000349943 / -0.000349918 | 0.00398151 / -0.00398153 | 1.55541e-05 / -1.55198e-05 | 0.00103066 / -0.00103068 | 0.000724653 / -0.000724686 | 0.000200583 / -0.000200599 | -0.0001916 / 0.000191577 | 3.18419e-06 / -3.1144e-06 |
 | c-tag Eigenvar. 13 | 0.000666837 / -0.000666822 | 0.000166603 / -0.000166572 | 0.000350488 / -0.000350462 | 0.0027672 / -0.00276721 | 0.000204965 / -0.000204931 | 0.000578479 / -0.000578504 | -0.000710293 / 0.00071026 | 0.00068968 / -0.000689695 | -0.00144514 / 0.00144512 | 0.000523104 / -0.000523149 |
 | c-tag Eigenvar. 14 | -0.000185606 / 0.000185621 | -1.90984e-05 / 1.91295e-05 | -0.000103233 / 0.000103259 | 0.000555849 / -0.000555866 | -6.04042e-05 / 6.03779e-05 | -0.000322239 / 0.000322291 | -0.00165874 / 0.00165871 | 0.000176397 / -0.000176336 | -0.00063593 / 0.000635907 | 0.000136829 / -0.000136759 |
 | c-tag Eigenvar. 15 | -0.000587259 / 0.000587274 | -2.78475e-05 / 2.78786e-05 | -0.000261823 / 0.000261758 | -0.000504168 / 0.000504151 | 4.45684e-05 / -4.45947e-05 | -0.000680793 / 0.000680845 | -0.00122918 / 0.00122914 | 0.000118197 / -0.000118212 | -0.000799663 / 0.000799707 | -0.00136922 / 0.00136918 |
 | c-tag Eigenvar. 16 | 0.00135807 / -0.00135805 | -7.33254e-07 / 6.85516e-07 | 0.000419349 / -0.000419414 | -0.00067913 / 0.000679175 | -8.79648e-05 / 8.79385e-05 | 0.000728121 / -0.000728147 | -0.00047842 / 0.000478493 | -0.000115295 / 0.000115279 | -0.00041499 / 0.000415034 | -0.000295598 / 0.000295553 |
 | c-tag Eigenvar. 17 | -0.00081814 / 0.000818155 | -8.05785e-05 / 8.05307e-05 | -0.000358083 / 0.000358109 | -0.00285019 / 0.00285017 | -0.000255812 / 0.000255786 | -0.000343285 / 0.000343337 | -0.000646054 / 0.000646127 | -0.000406449 / 0.000406434 | -0.00036989 / 0.000369934 | -0.000815518 / 0.000815474 |
 | c-tag Eigenvar. 18 | 0.00189118 / -0.00189117 | 0.000123724 / -0.000123693 | 0.00037326 / -0.000373234 | 0.00155773 / -0.00155775 | 0.000528121 / -0.000528147 | -0.000140873 / 0.000140848 | -0.00013913 / 0.000139097 | 0.000637238 / -0.000637254 | 0.000152531 / -0.000152555 | 9.50291e-05 / -9.49593e-05 |
 | c-tag Eigenvar. 19 | -0.00401675 / 0.00401677 | -0.000361968 / 0.000361999 | -0.00257597 / 0.002576 | -0.00779348 / 0.00779346 | -0.000382409 / 0.000382443 | -0.00471944 / 0.00471941 | -0.00132315 / 0.00132323 | -0.00063472 / 0.000634705 | -0.000177247 / 0.000177224 | -0.00224129 / 0.00224136 |
 | c-tag Eigenvar. 20 | -0.00046327 / 0.000463284 | -0.000314281 / 0.000314234 | -0.00135761 / 0.00135764 | -0.000538572 / 0.000538555 | -0.000874441 / 0.000874415 | -0.00234992 / 0.00234997 | -0.00106165 / 0.00106172 | -0.000411824 / 0.000411885 | -0.000840273 / 0.000840317 | -0.00170339 / 0.00170346 |
 | light-tag Eigenvar. 1 | -0.00139494 / 0.00139495 | -0.00453906 / 0.00453909 | -0.00194579 / 0.00194582 | -0.105701 / 0.105701 | -0.0127025 / 0.0127025 | -0.00250072 / 0.0025007 | -0.0487333 / 0.0487334 | -0.173001 / 0.173001 | -0.14405 / 0.14405 | -0.0543106 / 0.0543106 |
 | light-tag Eigenvar. 2 | 0.000799779 / -0.000799764 | 0.00186077 / -0.00186074 | 0.00128769 / -0.00128775 | 0.0244658 / -0.0244658 | 0.00562417 / -0.00562413 | 0.00168323 / -0.00168318 | 0.0107674 / -0.0107674 | 0.0450059 / -0.0450058 | 0.0378258 / -0.0378258 | 0.0115406 / -0.0115406 |
 | light-tag Eigenvar. 3 | 6.5132e-05 / -6.51173e-05 | 3.82829e-05 / -3.83307e-05 | -1.46847e-05 / 1.47106e-05 | 0.00352518 / -0.0035252 | -4.55639e-05 / 4.55981e-05 | -0.000268541 / 0.000268593 | 0.00140884 / -0.00140877 | 0.00880661 / -0.00880663 | 0.00371554 / -0.00371549 | 0.00418785 / -0.0041879 |
 | light-tag Eigenvar. 4 | 0.000260742 / -0.000260727 | 0.000631723 / -0.000631771 | 0.000474148 / -0.000474122 | 0.00622971 / -0.00622973 | 0.0020196 / -0.00201963 | 0.000755821 / -0.000755769 | 0.00285511 / -0.00285515 | 0.0111814 / -0.0111813 | 0.012745 / -0.012745 | 0.00197315 / -0.0019732 |
 | light-tag Eigenvar. 5 | 0.000189862 / -0.000189914 | 0.000682168 / -0.000682216 | 0.000469158 / -0.000469132 | 0.00606211 / -0.00606213 | 0.00214517 / -0.00214514 | 0.00106493 / -0.00106488 | 0.000698936 / -0.000698969 | 0.00558617 / -0.00558619 | 0.0136695 / -0.0136695 | -0.00200378 / 0.00200385 |
 | light-tag Eigenvar. 6 | 0.000116895 / -0.000116948 | 7.17028e-05 / -7.16717e-05 | 0.000121586 / -0.00012156 | 0.0018941 / -0.00189412 | 0.000379839 / -0.000379804 | 0.000111136 / -0.000111161 | 0.00164844 / -0.00164847 | 0.00748927 / -0.00748929 | 0.00301857 / -0.00301859 | 0.00200373 / -0.00200378 |
 | light-tag Eigenvar. 7 | 0.000154523 / -0.000154508 | 0.00054037 / -0.000540339 | 0.000318371 / -0.000318345 | 0.0078684 / -0.00786842 | 0.0014415 / -0.00144146 | 0.000509693 / -0.000509718 | 0.00261001 / -0.00261004 | 0.0102 / -0.0102 | 0.0129621 / -0.0129621 | 0.00169831 / -0.00169835 |
 | light-tag Eigenvar. 8 | 3.91495e-05 / -3.91347e-05 | 0.000174879 / -0.000174848 | 8.49326e-05 / -8.49974e-05 | 0.00125533 / -0.00125535 | 0.000363666 / -0.000363692 | 8.96257e-05 / -8.96512e-05 | 0.00037224 / -0.000372273 | 0.000581649 / -0.000581664 | 0.00258022 / -0.00258025 | 0.000484969 / -0.000484899 |
 | light-tag Eigenvar. 9 | 0.00018589 / -0.000185876 | 0.000382886 / -0.000382855 | 0.000212947 / -0.000212921 | 0.00603752 / -0.00603754 | 0.00099332 / -0.000993346 | 0.00045584 / -0.000455865 | 0.00073259 / -0.000732623 | 0.0112366 / -0.0112366 | 0.00963427 / -0.00963429 | 0.00155069 / -0.00155074 |
 | light-tag Eigenvar. 10 | 7.98061e-05 / -7.98587e-05 | 0.000143035 / -0.000143004 | 6.56079e-05 / -6.5582e-05 | 0.00926473 / -0.00926474 | 0.000386986 / -0.000386952 | -0.000146676 / 0.000146728 | 0.0017966 / -0.00179653 | 0.017549 / -0.017549 | 0.0161329 / -0.0161329 | 0.0030627 / -0.00306274 |
 | light-tag Eigenvar. 11 | -0.000100052 / 0.000100067 | -6.02428e-05 / 6.0195e-05 | -7.10256e-05 / 7.10515e-05 | -0.0121874 / 0.0121874 | 0.000121193 / -0.000121159 | 0.000143246 / -0.000143194 | -0.00424617 / 0.00424624 | -0.0271914 / 0.0271914 | -0.0213442 / 0.0213442 | -0.00110376 / 0.00110383 |
 | light-tag Eigenvar. 12 | -0.000154037 / 0.000154052 | -0.000334381 / 0.000334333 | -0.000296752 / 0.000296778 | 0.00211156 / -0.00211158 | -0.0012022 / 0.00120217 | -0.000718397 / 0.000718372 | 0.00143509 / -0.00143512 | 0.00765819 / -0.00765821 | 0.0040679 / -0.00406792 | 0.00229885 / -0.00229889 |
 | light-tag Eigenvar. 13 | 0.000263501 / -0.000263487 | 0.000586716 / -0.000586685 | 0.000521325 / -0.000521299 | -0.00325236 / 0.00325235 | 0.00191887 / -0.00191884 | 0.00122378 / -0.00122381 | -0.00128072 / 0.00128079 | -0.00493301 / 0.004933 | -0.00755896 / 0.00755894 | -0.000589113 / 0.000589182 |
 | light-tag Eigenvar. 14 | -0.000303134 / 0.000303081 | -0.000353534 / 0.000353486 | -0.000536178 / 0.000536204 | -9.93562e-05 / 9.94008e-05 | -0.00114011 / 0.00114015 | -0.00112717 / 0.00112722 | -0.000312373 / 0.00031234 | -0.000292122 / 0.000292107 | -0.00042839 / 0.000428367 | -0.000151876 / 0.000151831 |
 | light-tag Eigenvar. 15 | -4.83565e-05 / 4.83713e-05 | 0.000146109 / -0.000146157 | -3.02895e-05 / 3.03155e-05 | 0.000135828 / -0.000135845 | 0.000444167 / -0.000444193 | -0.000316281 / 0.000316333 | -0.000236493 / 0.000236566 | -0.000109152 / 0.000109137 | -0.000647834 / 0.000647811 | -0.000275672 / 0.000275741 |
 | light-tag Eigenvar. 16 | 6.99112e-05 / -6.98965e-05 | -0.000100284 / 0.000100315 | 3.33094e-05 / -3.32835e-05 | -0.00048761 / 0.000487593 | -0.000296093 / 0.000296067 | 0.000277259 / -0.000277285 | 8.39594e-05 / -8.39924e-05 | -0.000342107 / 0.000342168 | 0.000155864 / -0.00015582 | 4.92212e-05 / -4.91514e-05 |
 | light-tag Eigenvar. 17 | 0.000355989 / -0.000355974 | 0.000386276 / -0.000386245 | 0.000531486 / -0.000531551 | 0.000145211 / -0.000145228 | 0.000619464 / -0.00061943 | 0.000545826 / -0.000545852 | 0.000599985 / -0.000600018 | 0.000800015 / -0.00080003 | 0.000297693 / -0.000297717 | 0.000349607 / -0.000349537 |
 | light-tag Eigenvar. 18 | 1.48497e-05 / -1.4835e-05 | 4.58497e-05 / -4.58974e-05 | 5.95293e-05 / -5.95033e-05 | 2.4154e-05 / -2.41094e-05 | 8.69693e-05 / -8.69956e-05 | 5.50393e-05 / -5.49874e-05 | 8.78751e-05 / -8.79081e-05 | 0.000151443 / -0.000151459 | 5.36248e-05 / -5.36484e-05 | 2.74624e-05 / -2.75071e-05 |
 | light-tag Eigenvar. 19 | 0.000105923 / -0.000105909 | 8.84916e-05 / -8.84605e-05 | 0.000126122 / -0.000126187 | 0.000131352 / -0.000131307 | 0.000104475 / -0.000104441 | 0.000159186 / -0.000159211 | 9.41191e-05 / -9.41521e-05 | 5.46222e-05 / -5.45608e-05 | 0.000113486 / -0.000113509 | 0.000126866 / -0.000126796 |
 | light-tag Eigenvar. 20 | -9.86388e-05 / 9.85862e-05 | -9.02734e-05 / 9.02257e-05 | -0.000138889 / 0.000138915 | -0.000117938 / 0.000117983 | -0.000132425 / 0.000132459 | -0.000159985 / 0.000159959 | -0.000121139 / 0.000121106 | -6.13175e-05 / 6.13021e-05 | -0.00020745 / 0.000207426 | -0.000119352 / 0.000119422 |
 | b-tag Eigenvar. 2 | -0.00332371 / 0.00332371 | 0.00327395 / -0.00327395 | 0.00123162 / -0.00123162 | -0.00019852 / 0.00019852 | -0.00308777 / 0.00308777 | -0.00151265 / 0.00151265 | -0.00158942 / 0.00158942 | -0.000159137 / 0.000159137 | 0.0004902 / -0.0004902 | -0.00163079 / 0.00163079 |
 | b-tag Eigenvar. 3 | -0.00243054 / 0.00243054 | 0.00463762 / -0.00463762 | 0.0024938 / -0.0024938 | -0.000778049 / 0.000778049 | -0.00179012 / 0.00179012 | 0.0026351 / -0.0026351 | -0.000450904 / 0.000450904 | -0.00049375 / 0.00049375 | -0.000175887 / 0.000175887 | -0.000393627 / 0.000393627 |
 | b-tag Eigenvar. 4 | 0.000604304 / -0.000604304 | -0.0016242 / 0.0016242 | -0.00139944 / 0.00139944 | 8.32721e-05 / -8.32721e-05 | 0.000552471 / -0.000552471 | -0.000851714 / 0.000851714 | -0.000228662 / 0.000228662 | 0.00011766 / -0.00011766 | 5.78423e-05 / -5.78423e-05 | 0.000151029 / -0.000151029 |
 | b-tag Eigenvar. 5 | 0.00127049 / -0.00127049 | 0.000345998 / -0.000345998 | -0.0001466 / 0.0001466 | 0.00122522 / -0.00122522 | 0.000646359 / -0.000646359 | -0.00670193 / 0.00670193 | -0.000490802 / 0.000490802 | 0.00275955 / -0.00275955 | 0.00154123 / -0.00154123 | 0.000146792 / -0.000146792 |
 | b-tag Eigenvar. 6 | 0.00291325 / -0.00291325 | -0.00422307 / 0.00422307 | -0.00193073 / 0.00193073 | 0.000516355 / -0.000516355 | 0.00133949 / -0.00133949 | -0.00253956 / 0.00253956 | 3.35845e-05 / -3.35845e-05 | 0.000275599 / -0.000275599 | -1.14737e-05 / 1.14737e-05 | 0.000348805 / -0.000348805 |
 | b-tag Eigenvar. 7 | 0.000891189 / -0.000891189 | 0.000134759 / -0.000134759 | 0.000842314 / -0.000842314 | -0.000195699 / 0.000195699 | 0.000123858 / -0.000123858 | 0.00228064 / -0.00228064 | 0.000278898 / -0.000278898 | 0.000243581 / -0.000243581 | -0.000106979 / 0.000106979 | 0.0007794 / -0.0007794 |
 | b-tag Eigenvar. 8 | -0.00305156 / 0.00305156 | 0.00222744 / -0.00222744 | 0.00168534 / -0.00168534 | 0.00161936 / -0.00161936 | -0.000953974 / 0.000953974 | -0.002799 / 0.002799 | 7.27415e-05 / -7.27415e-05 | -0.000308784 / 0.000308784 | 0.000841814 / -0.000841814 | -0.00128768 / 0.00128768 |
 | b-tag Eigenvar. 9 | -1.28829e-05 / 1.28829e-05 | -0.000956511 / 0.000956511 | -0.000255925 / 0.000255925 | -0.000139893 / 0.000139893 | -0.000598775 / 0.000598775 | -0.0016212 / 0.0016212 | 0.000115708 / -0.000115708 | -0.000110458 / 0.000110458 | -0.00011174 / 0.00011174 | -0.000110305 / 0.000110305 |
 | b-tag Eigenvar. 10 | 0.00324934 / -0.00324934 | -0.0024798 / 0.0024798 | -0.00261716 / 0.00261716 | -0.000175339 / 0.000175339 | 0.00222616 / -0.00222616 | -0.00269044 / 0.00269044 | 0.000219739 / -0.000219739 | 0.00105869 / -0.00105869 | -0.000685043 / 0.000685043 | 0.000967212 / -0.000967212 |
 | b-tag Eigenvar. 11 | 0.000991686 / -0.000991686 | -0.00232562 / 0.00232562 | -0.000718356 / 0.000718356 | 0.000107435 / -0.000107435 | 0.000857879 / -0.000857879 | 0.00129458 / -0.00129458 | 0.000166083 / -0.000166083 | 8.04974e-05 / -8.04974e-05 | 0.000421224 / -0.000421224 | 0.000120453 / -0.000120453 |
 | b-tag Eigenvar. 12 | -0.000161576 / 0.000161576 | 0.000417016 / -0.000417016 | -9.78805e-05 / 9.78805e-05 | 1.90027e-05 / -1.90027e-05 | -0.00185984 / 0.00185984 | 0.000102238 / -0.000102238 | -0.000121985 / 0.000121985 | -7.87779e-06 / 7.87779e-06 | -0.000136977 / 0.000136977 | -5.98017e-05 / 5.98017e-05 |
 | b-tag Eigenvar. 13 | 0.000131233 / -0.000131233 | 0.00164496 / -0.00164496 | 0.00114107 / -0.00114107 | -0.000264323 / 0.000264323 | 0.00077132 / -0.00077132 | 0.00333851 / -0.00333851 | 6.48042e-05 / -6.48042e-05 | 0.00013601 / -0.00013601 | -0.000231938 / 0.000231938 | 0.000256502 / -0.000256502 |
 | b-tag Eigenvar. 14 | 0.000192756 / -0.000192756 | 0.000419774 / -0.000419774 | 0.000197524 / -0.000197524 | 0.000106331 / -0.000106331 | 0.000424541 / -0.000424541 | -8.4235e-05 / 8.4235e-05 | 0.00021413 / -0.00021413 | 0.000214941 / -0.000214941 | -9.99044e-05 / 9.99044e-05 | 0.000207488 / -0.000207488 |
