 |       | FCNC      | t#bar{t} + jets      | t#bar{t} +  gam      | VV      | Single Top      | t#bar{t} + V      | W+Gam      | W + jets      | Z + jets      | Z+Gam |
 | c-tag Eigenvar. 6 | -0.000421669 / 0.000421701 | -0.00020098 / 0.000200952 | -0.000401573 / 0.000401622 | 0.000788044 / -0.000788021 | -0.000160996 / 0.000161018 | -0.000304655 / 0.000304608 | 0.000286811 / -0.000286873 | 0.000980886 / -0.000980876 | 0.000595091 / -0.000595114 | -0.000127266 / 0.000127252 |
 | c-tag Eigenvar. 7 | 0.000293853 / -0.000293822 | 0.000170283 / -0.000170234 | 0.000341185 / -0.000341136 | -0.00231085 / 0.00231081 | 0.000470637 / -0.000470615 | 0.000607629 / -0.000607595 | -0.00366411 / 0.00366414 | -0.00216281 / 0.00216282 | -0.00198536 / 0.00198533 | -0.00145611 / 0.0014561 |
 | c-tag Eigenvar. 8 | 7.57919e-06 / -7.5478e-06 | -4.17515e-06 / 4.14707e-06 | 1.107e-05 / -1.10216e-05 | -0.000781389 / 0.00078135 | 0.000121994 / -0.000122065 | 8.88444e-05 / -8.88911e-05 | -0.00145567 / 0.00145561 | -0.000190616 / 0.000190626 | -0.000418824 / 0.000418801 | -0.000920741 / 0.000920727 |
 | c-tag Eigenvar. 9 | -2.4464e-05 / 2.44141e-05 | 6.30468e-06 / -6.25571e-06 | -4.85659e-05 / 4.86142e-05 | 0.00137626 / -0.00137624 | 2.40378e-07 / -2.18724e-07 | -0.000184527 / 0.00018456 | 0.000949667 / -0.000949729 | 0.000858612 / -0.000858602 | 0.00140887 / -0.00140889 | 0.00159444 / -0.00159446 |
 | c-tag Eigenvar. 10 | 0.000218786 / -0.000218756 | 0.000239036 / -0.000238988 | 0.000446477 / -0.000446431 | -0.00175286 / 0.0017528 | 0.00023638 / -0.000236359 | 0.00056669 / -0.000566739 | -0.00160225 / 0.00160226 | -0.00184723 / 0.00184721 | -9.21601e-05 / 9.21372e-05 | -0.00121613 / 0.00121611 |
 | c-tag Eigenvar. 11 | 0.000539545 / -0.000539514 | 0.000376412 / -0.00037644 | 0.000649666 / -0.000649732 | -0.00192907 / 0.0019291 | 0.00038203 / -0.0003821 | 0.000995569 / -0.000995535 | -0.000641742 / 0.00064168 | -0.000441343 / 0.000441353 | -0.00102481 / 0.00102478 | -0.000693778 / 0.000693764 |
 | c-tag Eigenvar. 12 | 0.000444473 / -0.000444523 | 0.000297659 / -0.000297687 | 0.000527876 / -0.000527828 | -7.48562e-05 / 7.48173e-05 | 0.000180117 / -0.000180187 | 0.000730577 / -0.000730624 | 0.000402198 / -0.00040226 | -0.000859466 / 0.000859476 | 0.000318632 / -0.000318655 | -0.000245161 / 0.000245146 |
 | c-tag Eigenvar. 13 | 0.000376157 / -0.000376207 | 0.000266528 / -0.000266479 | 0.000483693 / -0.000483759 | 0.00231887 / -0.00231884 | 0.000309859 / -0.000309929 | 0.00075217 / -0.000752217 | 0.000248923 / -0.000248985 | 0.000721984 / -0.000722041 | 0.000265168 / -0.000265191 | 0.000258062 / -0.000258077 |
 | c-tag Eigenvar. 14 | -0.000262348 / 0.000262379 | -9.32537e-05 / 9.32256e-05 | -0.000173904 / 0.000173838 | -0.000187406 / 0.000187367 | -0.000323335 / 0.000323357 | -0.000395376 / 0.000395329 | -0.000987904 / 0.000987938 | -0.00028684 / 0.00028685 | -0.000807377 / 0.000807453 | -0.00143437 / 0.00143435 |
 | c-tag Eigenvar. 15 | -0.000753406 / 0.000753437 | -0.000210767 / 0.000210815 | -0.000512146 / 0.000512194 | -0.00206815 / 0.00206811 | -0.00060201 / 0.000602032 | -0.00128196 / 0.00128199 | -0.00203395 / 0.00203398 | -0.00164441 / 0.00164442 | -0.00128169 / 0.00128167 | -0.00167669 / 0.00167667 |
 | c-tag Eigenvar. 16 | 0.00110087 / -0.00110084 | 0.000364622 / -0.000364573 | 0.000787939 / -0.000788005 | 0.000738587 / -0.000738564 | 0.000978404 / -0.000978382 | 0.00170023 / -0.00170019 | 0.00102812 / -0.00102809 | 0.000325326 / -0.000325383 | 0.00059678 / -0.000596803 | 0.000544081 / -0.000544095 |
 | c-tag Eigenvar. 17 | -0.000901667 / 0.000901698 | -0.000388307 / 0.000388279 | -0.000676517 / 0.000676565 | -0.00116317 / 0.00116319 | -0.000254011 / 0.00025394 | -0.000868075 / 0.000868109 | -0.000817311 / 0.000817249 | -0.000550792 / 0.000550801 | -0.00118321 / 0.00118329 | -0.000957265 / 0.000957251 |
 | c-tag Eigenvar. 18 | 0.000954643 / -0.000954611 | 0.000237092 / -0.00023712 | 0.000449125 / -0.000449076 | 0.000150305 / -0.000150282 | 0.000397915 / -0.000397893 | 0.000989365 / -0.000989331 | 0.000469556 / -0.000469618 | 0.000375897 / -0.000375887 | 0.000164999 / -0.000165022 | 0.00050562 / -0.000505634 |
 | c-tag Eigenvar. 19 | -0.00420862 / 0.00420865 | -0.00160343 / 0.0016034 | -0.00330038 / 0.00330031 | -0.00349423 / 0.00349419 | -0.00191256 / 0.00191259 | -0.00424682 / 0.00424677 | -0.00222684 / 0.00222677 | -0.0017942 / 0.00179421 | -0.00279178 / 0.00279176 | -0.00248071 / 0.0024807 |
 | c-tag Eigenvar. 20 | -0.00155156 / 0.00155159 | -0.00117961 / 0.00117958 | -0.00188629 / 0.00188622 | -0.00170707 / 0.00170703 | -0.00111924 / 0.00111926 | -0.00198533 / 0.00198536 | -0.00167736 / 0.0016773 | -0.00256 / 0.00256001 | -0.0011524 / 0.00115238 | -0.00152923 / 0.00152929 |
 | light-tag Eigenvar. 1 | -0.00341237 / 0.00341225 | -0.00392355 / 0.00392332 | -0.00395678 / 0.00395651 | -0.0722393 / 0.0721806 | -0.00296903 / 0.00296894 | -0.00616947 / 0.00616901 | -0.0796055 / 0.0795354 | -0.0630626 / 0.063017 | -0.0763359 / 0.076271 | -0.0651278 / 0.0650794 |
 | light-tag Eigenvar. 2 | 0.00176929 / -0.00176928 | 0.00234266 / -0.00234265 | 0.00214672 / -0.0021467 | 0.0191402 / -0.0191428 | 0.00189277 / -0.00189277 | 0.00256522 / -0.00256531 | 0.0173238 / -0.017326 | 0.0155593 / -0.015561 | 0.015354 / -0.0153557 | 0.0136317 / -0.0136331 |
 | light-tag Eigenvar. 3 | -7.28541e-05 / 7.28855e-05 | -3.25323e-05 / 3.25043e-05 | 1.48473e-05 / -1.47989e-05 | 0.00301561 / -0.00301558 | -6.57786e-05 / 6.57084e-05 | -0.000287091 / 0.000287125 | 0.00263848 / -0.00263854 | 0.00250073 / -0.00250079 | 0.00134527 / -0.00134529 | 0.00356385 / -0.00356379 |
 | light-tag Eigenvar. 4 | 0.000664202 / -0.000664254 | 0.000863739 / -0.000863695 | 0.000750811 / -0.00075088 | 0.00492386 / -0.004924 | 0.00073151 / -0.000731492 | 0.000806737 / -0.000806708 | 0.00327179 / -0.00327193 | 0.00414426 / -0.00414437 | 0.00415235 / -0.00415249 | 0.00344671 / -0.0034468 |
 | light-tag Eigenvar. 5 | 0.000812612 / -0.000812586 | 0.000913124 / -0.000913081 | 0.000760376 / -0.000760331 | 0.00256654 / -0.00256656 | 0.000844983 / -0.000844966 | 0.000868455 / -0.000868506 | 0.00187893 / -0.00187901 | 0.0029555 / -0.00295555 | 0.00123409 / -0.00123412 | -0.000292487 / 0.000292472 |
 | light-tag Eigenvar. 6 | 0.000175277 / -0.000175246 | 0.000179222 / -0.00017925 | 0.000166856 / -0.000166807 | 0.00229507 / -0.00229511 | 0.000144674 / -0.000144652 | 0.000104475 / -0.000104521 | 0.0016529 / -0.00165286 | 0.00214494 / -0.00214494 | 0.00178321 / -0.00178323 | 0.00194848 / -0.00194843 |
 | light-tag Eigenvar. 7 | 0.000402551 / -0.000402602 | 0.000607791 / -0.000607821 | 0.00052274 / -0.000522693 | 0.00434861 / -0.00434878 | 0.000566615 / -0.000566596 | 0.000586423 / -0.000586391 | 0.00403329 / -0.00403336 | 0.00474154 / -0.00474168 | 0.00371412 / -0.00371423 | 0.00289963 / -0.0028997 |
 | light-tag Eigenvar. 8 | 0.000136077 / -0.000136046 | 0.000149169 / -0.000149198 | 0.000131143 / -0.000131209 | 0.000968768 / -0.000968745 | 0.000139991 / -0.000140061 | 0.000119622 / -0.000119588 | 0.00100124 / -0.0010013 | 0.00059167 / -0.00059166 | 0.00115238 / -0.0011524 | 0.000310875 / -0.000310889 |
 | light-tag Eigenvar. 9 | 0.000400467 / -0.000400437 | 0.000456184 / -0.000456137 | 0.000420999 / -0.000420952 | 0.00175794 / -0.001758 | 0.000553322 / -0.000553303 | 0.000470001 / -0.000469969 | 0.00249293 / -0.00249294 | 0.00161489 / -0.0016149 | 0.00279088 / -0.00279095 | 0.00137082 / -0.00137085 |
 | light-tag Eigenvar. 10 | 0.000129582 / -0.000129551 | 9.09107e-05 / -9.08622e-05 | 0.000150605 / -0.000150558 | 0.00191386 / -0.00191392 | -0.000171215 / 0.000171237 | -7.62859e-05 / 7.62394e-05 | 0.000785104 / -0.00078517 | 0.00278507 / -0.00278511 | 0.00220757 / -0.00220762 | 0.00182752 / -0.00182755 |
 | light-tag Eigenvar. 11 | -0.000255372 / 0.000255403 | -0.000115493 / 0.000115542 | -0.000160316 / 0.00016025 | -0.000575664 / 0.000575685 | -7.718e-05 / 7.72015e-05 | 1.73398e-05 / -1.73062e-05 | -0.00204351 / 0.00204352 | -0.0040927 / 0.00409259 | -0.00308166 / 0.00308157 | 0.000155379 / -0.000155393 |
 | light-tag Eigenvar. 12 | -0.000433543 / 0.000433493 | -0.000511445 / 0.000511417 | -0.000454227 / 0.000454161 | -0.00128439 / 0.00128435 | -0.000411666 / 0.000411688 | -0.000539192 / 0.000539145 | -1.95493e-05 / 1.94872e-05 | -0.000332427 / 0.000332436 | -0.000189866 / 0.000189843 | 0.000253398 / -0.000253413 |
 | light-tag Eigenvar. 13 | 0.000700086 / -0.000700136 | 0.000929223 / -0.000929174 | 0.000770883 / -0.000770949 | -0.000455888 / 0.000455849 | 0.000824972 / -0.000825042 | 0.000934498 / -0.000934544 | -0.000901698 / 0.000901732 | -0.00122861 / 0.00122862 | -0.00107569 / 0.00107566 | -0.000273146 / 0.000273131 |
 | light-tag Eigenvar. 14 | -0.000795615 / 0.000795565 | -0.000988586 / 0.000988558 | -0.000816506 / 0.000816555 | -0.00124088 / 0.00124091 | -0.00109132 / 0.00109134 | -0.000361376 / 0.000361329 | -0.000722494 / 0.000722528 | -0.00108129 / 0.0010813 | -0.000837984 / 0.000837961 | -0.000983528 / 0.000983513 |
 | light-tag Eigenvar. 15 | -0.000318627 / 0.000318577 | -0.000192889 / 0.000192861 | -0.000136589 / 0.000136637 | -0.000311793 / 0.000311754 | -0.000270079 / 0.000270009 | -0.000120877 / 0.000120911 | -0.00047134 / 0.000471373 | -0.000322392 / 0.000322336 | -0.0005337 / 0.000533777 | -0.000164938 / 0.000164923 |
 | light-tag Eigenvar. 16 | 0.000144373 / -0.000144341 | 8.62904e-05 / -8.63185e-05 | 8.93635e-05 / -8.93151e-05 | -0.000182819 / 0.00018278 | 4.33042e-05 / -4.32825e-05 | 0.000115513 / -0.000115559 | 0.000242225 / -0.000242287 | 4.03751e-05 / -4.03655e-05 | 0.000116306 / -0.000116329 | -5.25683e-05 / 5.25539e-05 |
 | light-tag Eigenvar. 17 | 0.0010781 / -0.00107807 | 0.00110461 / -0.00110463 | 0.00100256 / -0.00100251 | 0.00105411 / -0.00105409 | 0.0011064 / -0.00110638 | 0.0009801 / -0.000980147 | 0.0011549 / -0.00115486 | 0.00126923 / -0.00126922 | 0.00124589 / -0.00124582 | 0.00118586 / -0.00118588 |
 | light-tag Eigenvar. 18 | 4.32821e-05 / -4.33321e-05 | 7.03395e-05 / -7.02906e-05 | 7.76882e-05 / -7.76398e-05 | -4.43018e-05 / 4.43248e-05 | 6.57599e-06 / -6.64616e-06 | -3.15259e-05 / 3.15597e-05 | -7.97306e-05 / 7.97642e-05 | 5.62574e-05 / -5.62477e-05 | -3.47428e-05 / 3.47198e-05 | -8.14141e-05 / 8.13997e-05 |
 | light-tag Eigenvar. 19 | 0.000221634 / -0.000221684 | 0.000176063 / -0.000176091 | 0.000201424 / -0.000201376 | 0.000242836 / -0.000242813 | 0.000183606 / -0.000183584 | 0.000232257 / -0.000232304 | 0.000231605 / -0.000231571 | 0.000210229 / -0.00021022 | 0.000187955 / -0.000187978 | 0.000255766 / -0.000255781 |
 | light-tag Eigenvar. 20 | -0.00022754 / 0.000227571 | -0.000195355 / 0.000195327 | -0.000216599 / 0.000216648 | -0.000208912 / 0.000208873 | -0.000185329 / 0.00018535 | -0.00022328 / 0.000223314 | -0.00019818 / 0.000198118 | -0.000228228 / 0.000228172 | -0.000189468 / 0.000189445 | -0.000222271 / 0.000222256 |
 | b-tag Eigenvar. 2 | -0.00195803 / 0.00195803 | 0.0036556 / -0.0036556 | 0.00289271 / -0.00289271 | -0.000104233 / 0.000104233 | -0.00166694 / 0.00166694 | 0.00419892 / -0.00419892 | 0.000362014 / -0.000362014 | -0.00115425 / 0.00115425 | -0.000918576 / 0.000918576 | -0.000817628 / 0.000817628 |
 | b-tag Eigenvar. 3 | -0.00133392 / 0.00133392 | 0.00478981 / -0.00478981 | 0.00522205 / -0.00522205 | -0.000268471 / 0.000268471 | 0.00441772 / -0.00441772 | 0.00739767 / -0.00739767 | 0.000239642 / -0.000239642 | -0.000877143 / 0.000877143 | 0.000359276 / -0.000359276 | 9.62532e-05 / -9.62532e-05 |
 | b-tag Eigenvar. 4 | 2.31941e-05 / -2.31941e-05 | -0.00206285 / 0.00206285 | -0.00228371 / 0.00228371 | 2.33767e-05 / -2.33767e-05 | -0.00173012 / 0.00173012 | -0.00279037 / 0.00279037 | -0.000787842 / 0.000787842 | -0.000145096 / 0.000145096 | -0.000340418 / 0.000340418 | -7.56019e-05 / 7.56019e-05 |
 | b-tag Eigenvar. 5 | 0.00108648 / -0.00108648 | -0.00143637 / 0.00143637 | -0.00158181 / 0.00158181 | 0.00086316 / -0.00086316 | -0.000463178 / 0.000463178 | -0.000686956 / 0.000686956 | 0.000677176 / -0.000677176 | 0.000872102 / -0.000872102 | -0.000772099 / 0.000772099 | -0.00108277 / 0.00108277 |
 | b-tag Eigenvar. 6 | 0.00170571 / -0.00170571 | -0.00395769 / 0.00395769 | -0.00358494 / 0.00358494 | 0.000289628 / -0.000289628 | 0.000354851 / -0.000354851 | -0.00318629 / 0.00318629 | -5.90642e-05 / 5.90642e-05 | 0.000445673 / -0.000445673 | 0.000147112 / -0.000147112 | -5.7663e-05 / 5.7663e-05 |
 | b-tag Eigenvar. 7 | 0.000704397 / -0.000704397 | 5.82415e-05 / -5.82415e-05 | 0.000338781 / -0.000338781 | 0.00105857 / -0.00105857 | 0.00148388 / -0.00148388 | 0.000826777 / -0.000826777 | 0.000489074 / -0.000489074 | 6.19723e-05 / -6.19723e-05 | 0.000693173 / -0.000693173 | 0.000189249 / -0.000189249 |
 | b-tag Eigenvar. 8 | -0.00168136 / 0.00168136 | 0.00453821 / -0.00453821 | 0.00446453 / -0.00446453 | -0.00081715 / 0.00081715 | 0.00330982 / -0.00330982 | 0.00405961 / -0.00405961 | -1.48611e-05 / 1.48611e-05 | 0.000944004 / -0.000944004 | 7.96369e-05 / -7.96369e-05 | 0.000844164 / -0.000844164 |
 | b-tag Eigenvar. 9 | -7.78964e-05 / 7.78964e-05 | 0.00016566 / -0.00016566 | 0.000502121 / -0.000502121 | -0.000200793 / 0.000200793 | 0.00078402 / -0.00078402 | 0.000855137 / -0.000855137 | 0.000384402 / -0.000384402 | 0.000411582 / -0.000411582 | -1.23836e-05 / 1.23836e-05 | 0.000266314 / -0.000266314 |
 | b-tag Eigenvar. 10 | 0.00186137 / -0.00186137 | -0.00536083 / 0.00536083 | -0.00462588 / 0.00462588 | 6.46531e-05 / -6.46531e-05 | -0.00311009 / 0.00311009 | -0.00363619 / 0.00363619 | -0.000156177 / 0.000156177 | 0.000123176 / -0.000123176 | 0.00024897 / -0.00024897 | 0.000169516 / -0.000169516 |
 | b-tag Eigenvar. 11 | 0.000656007 / -0.000656007 | -0.00070224 / 0.00070224 | -0.000354758 / 0.000354758 | 2.59177e-05 / -2.59177e-05 | -0.000399454 / 0.000399454 | -0.00048231 / 0.00048231 | 0.000130091 / -0.000130091 | 0.000547013 / -0.000547013 | 5.06196e-05 / -5.06196e-05 | 2.07661e-05 / -2.07661e-05 |
 | b-tag Eigenvar. 12 | -0.000205581 / 0.000205581 | -0.00052624 / 0.00052624 | -0.000624092 / 0.000624092 | -3.53152e-05 / 3.53152e-05 | -0.000773347 / 0.000773347 | -0.000684216 / 0.000684216 | -0.000135606 / 0.000135606 | -0.000134131 / 0.000134131 | -2.34141e-05 / 2.34141e-05 | -3.3553e-05 / 3.3553e-05 |
 | b-tag Eigenvar. 13 | 0.000285802 / -0.000285802 | 0.00136737 / -0.00136737 | 0.00141074 / -0.00141074 | 0.000116218 / -0.000116218 | 0.0011569 / -0.0011569 | 0.00171594 / -0.00171594 | 0.000252654 / -0.000252654 | -8.49555e-05 / 8.49555e-05 | 0.000439371 / -0.000439371 | 0.000256556 / -0.000256556 |
 | b-tag Eigenvar. 14 | 0.000115989 / -0.000115989 | 0.000284251 / -0.000284251 | 0.000332485 / -0.000332485 | 9.33483e-05 / -9.33483e-05 | 0.000188472 / -0.000188472 | 0.000627046 / -0.000627046 | 0.000157933 / -0.000157933 | 4.85488e-05 / -4.85488e-05 | 0.000160925 / -0.000160925 | 0.000158968 / -0.000158968 |
