 |       | FCNC      | t#bar{t} + jets      | t#bar{t} +  gam      | VV      | Single Top      | t#bar{t} + V      | W+Gam      | W + jets      | Z + jets      | Z+Gam |
 | c-tag Eigenvar. 6 | -0.000347829 / 0.000347776 | -7.04106e-05 / 7.03629e-05 | -0.000270351 / 0.000270377 | 0.00308125 / -0.00308126 | -0.000127155 / 0.00012719 | -0.00062431 / 0.000624284 | 0.00200361 / -0.00200364 | 0.00133295 / -0.00133297 | 0.000556251 / -0.000556207 | 0.00231855 / -0.00231859 |
 | c-tag Eigenvar. 7 | 0.000410781 / -0.000410766 | 0.000216654 / -0.000216702 | 0.000157151 / -0.000157215 | -0.000216918 / 0.000216901 | -0.000177007 / 0.000177041 | 0.000744447 / -0.000744473 | -0.00263714 / 0.0026371 | -0.000456971 / 0.000456956 | -0.00265569 / 0.00265566 | -0.0034252 / 0.00342527 |
 | c-tag Eigenvar. 8 | 0.00035195 / -0.000351935 | -0.000105249 / 0.00010528 | -2.86565e-05 / 2.86824e-05 | 0.00171797 / -0.00171799 | 0.000104051 / -0.000104077 | -0.000313651 / 0.000313625 | 0.000165766 / -0.000165799 | -0.000164051 / 0.000164112 | 0.000414966 / -0.00041499 | 0.00128707 / -0.00128711 |
 | c-tag Eigenvar. 9 | -9.13691e-05 / 9.13838e-05 | -0.000140167 / 0.000140198 | -7.77602e-08 / 1.03692e-07 | -0.00187535 / 0.00187534 | 0.000112289 / -0.000112315 | -0.000318912 / 0.000318887 | -0.000459053 / 0.000459126 | 0.00108411 / -0.00108404 | 0.000668558 / -0.000668581 | 0.00110693 / -0.00110697 |
 | c-tag Eigenvar. 10 | 0.000392936 / -0.000392923 | 0.000143337 / -0.000143306 | 0.000305708 / -0.000305683 | -0.0107378 / 0.010737 | 3.88566e-05 / -3.88828e-05 | 0.00103901 / -0.00103897 | -0.0059028 / 0.00590253 | -0.00167763 / 0.00167759 | 0.00104305 / -0.00104308 | -0.00181857 / 0.0018185 |
 | c-tag Eigenvar. 11 | 0.00104284 / -0.0010429 | 0.000112217 / -0.000112186 | 0.000529128 / -0.000529102 | 0.00782363 / -0.00782365 | 0.00014736 / -0.000147387 | 0.000843951 / -0.000843899 | 0.00136916 / -0.00136919 | 0.00109332 / -0.00109333 | -0.000438186 / 0.00043823 | -0.00145878 / 0.00145885 |
 | c-tag Eigenvar. 12 | 0.000519154 / -0.000519206 | 0.000159745 / -0.000159714 | 0.000349943 / -0.000349918 | 0.00398151 / -0.00398153 | 1.55541e-05 / -1.55198e-05 | 0.00103066 / -0.00103068 | 0.000724653 / -0.000724686 | 0.000200583 / -0.000200599 | -0.0001916 / 0.000191577 | 3.18419e-06 / -3.1144e-06 |
 | c-tag Eigenvar. 13 | 0.000666837 / -0.000666822 | 0.000166603 / -0.000166572 | 0.000350488 / -0.000350462 | 0.0027672 / -0.00276721 | 0.000204965 / -0.000204931 | 0.000578479 / -0.000578504 | -0.000710293 / 0.00071026 | 0.00068968 / -0.000689695 | -0.00144514 / 0.00144512 | 0.000523104 / -0.000523149 |
 | c-tag Eigenvar. 14 | -0.000185606 / 0.000185621 | -1.90984e-05 / 1.91295e-05 | -0.000103233 / 0.000103259 | 0.000555849 / -0.000555866 | -6.04042e-05 / 6.03779e-05 | -0.000322239 / 0.000322291 | -0.00165874 / 0.00165871 | 0.000176397 / -0.000176336 | -0.00063593 / 0.000635907 | 0.000136829 / -0.000136759 |
 | c-tag Eigenvar. 15 | -0.000587259 / 0.000587274 | -2.78475e-05 / 2.78786e-05 | -0.000261823 / 0.000261758 | -0.000504168 / 0.000504151 | 4.45684e-05 / -4.45947e-05 | -0.000680793 / 0.000680845 | -0.00122918 / 0.00122914 | 0.000118197 / -0.000118212 | -0.000799663 / 0.000799707 | -0.00136922 / 0.00136918 |
 | c-tag Eigenvar. 16 | 0.00135807 / -0.00135805 | -7.33254e-07 / 6.85516e-07 | 0.000419349 / -0.000419414 | -0.00067913 / 0.000679175 | -8.79648e-05 / 8.79385e-05 | 0.000728121 / -0.000728147 | -0.00047842 / 0.000478493 | -0.000115295 / 0.000115279 | -0.00041499 / 0.000415034 | -0.000295598 / 0.000295553 |
 | c-tag Eigenvar. 17 | -0.00081814 / 0.000818155 | -8.05785e-05 / 8.05307e-05 | -0.000358083 / 0.000358109 | -0.00285019 / 0.00285017 | -0.000255812 / 0.000255786 | -0.000343285 / 0.000343337 | -0.000646054 / 0.000646127 | -0.000406449 / 0.000406434 | -0.00036989 / 0.000369934 | -0.000815518 / 0.000815474 |
 | c-tag Eigenvar. 18 | 0.00189118 / -0.00189117 | 0.000123724 / -0.000123693 | 0.00037326 / -0.000373234 | 0.00155773 / -0.00155775 | 0.000528121 / -0.000528147 | -0.000140873 / 0.000140848 | -0.00013913 / 0.000139097 | 0.000637238 / -0.000637254 | 0.000152531 / -0.000152555 | 9.50291e-05 / -9.49593e-05 |
 | c-tag Eigenvar. 19 | -0.00401675 / 0.00401677 | -0.000361968 / 0.000361999 | -0.00257597 / 0.002576 | -0.00779348 / 0.00779346 | -0.000382409 / 0.000382443 | -0.00471944 / 0.00471941 | -0.00132315 / 0.00132323 | -0.00063472 / 0.000634705 | -0.000177247 / 0.000177224 | -0.00224129 / 0.00224136 |
 | c-tag Eigenvar. 20 | -0.00046327 / 0.000463284 | -0.000314281 / 0.000314234 | -0.00135761 / 0.00135764 | -0.000538572 / 0.000538555 | -0.000874441 / 0.000874415 | -0.00234992 / 0.00234997 | -0.00106165 / 0.00106172 | -0.000411824 / 0.000411885 | -0.000840273 / 0.000840317 | -0.00170339 / 0.00170346 |
 | light-tag Eigenvar. 1 | -0.00137263 / 0.00137262 | -0.00446683 / 0.00446661 | -0.00191469 / 0.00191467 | -0.10429 / 0.104176 | -0.0125031 / 0.012501 | -0.0024608 / 0.00246069 | -0.0480132 / 0.047986 | -0.170971 / 0.170716 | -0.14226 / 0.142069 | -0.0535158 / 0.0534822 |
 | light-tag Eigenvar. 2 | 0.000793968 / -0.000793958 | 0.00184725 / -0.00184725 | 0.00127833 / -0.00127841 | 0.0242886 / -0.0242927 | 0.00558333 / -0.00558352 | 0.001671 / -0.00167097 | 0.0106892 / -0.0106901 | 0.0446809 / -0.0446947 | 0.0375524 / -0.0375621 | 0.0114569 / -0.0114578 |
 | light-tag Eigenvar. 3 | 6.5132e-05 / -6.51173e-05 | 3.82829e-05 / -3.83307e-05 | -1.46847e-05 / 1.47106e-05 | 0.00352518 / -0.0035252 | -4.55639e-05 / 4.55981e-05 | -0.000268541 / 0.000268593 | 0.00140884 / -0.00140877 | 0.00880661 / -0.00880663 | 0.00371554 / -0.00371549 | 0.00418785 / -0.0041879 |
 | light-tag Eigenvar. 4 | 0.000258991 / -0.000258976 | 0.000627479 / -0.000627529 | 0.000470963 / -0.000470939 | 0.00618769 / -0.00618796 | 0.00200602 / -0.00200608 | 0.000750744 / -0.000750696 | 0.0028359 / -0.00283599 | 0.0111057 / -0.0111064 | 0.0126586 / -0.0126597 | 0.00195989 / -0.00195996 |
 | light-tag Eigenvar. 5 | 0.00018859 / -0.000188643 | 0.000677598 / -0.000677649 | 0.000466016 / -0.000465991 | 0.00602129 / -0.00602155 | 0.00213078 / -0.00213078 | 0.0010578 / -0.00105775 | 0.000694254 / -0.00069429 | 0.00554858 / -0.0055488 | 0.0135768 / -0.013578 | -0.00199039 / 0.00199043 |
 | light-tag Eigenvar. 6 | 0.000116895 / -0.000116948 | 7.17028e-05 / -7.16717e-05 | 0.000121586 / -0.00012156 | 0.0018941 / -0.00189412 | 0.000379839 / -0.000379804 | 0.000111136 / -0.000111161 | 0.00164844 / -0.00164847 | 0.00748927 / -0.00748929 | 0.00301857 / -0.00301859 | 0.00200373 / -0.00200378 |
 | light-tag Eigenvar. 7 | 0.000153486 / -0.000153471 | 0.000536741 / -0.000536712 | 0.000316233 / -0.000316208 | 0.00781526 / -0.00781569 | 0.00143181 / -0.00143179 | 0.00050627 / -0.000506297 | 0.00259246 / -0.00259253 | 0.010131 / -0.0101317 | 0.0128742 / -0.0128753 | 0.00168689 / -0.00168696 |
 | light-tag Eigenvar. 8 | 3.91495e-05 / -3.91347e-05 | 0.000174879 / -0.000174848 | 8.49326e-05 / -8.49974e-05 | 0.00125533 / -0.00125535 | 0.000363666 / -0.000363692 | 8.96257e-05 / -8.96512e-05 | 0.00037224 / -0.000372273 | 0.000581649 / -0.000581664 | 0.00258022 / -0.00258025 | 0.000484969 / -0.000484899 |
 | light-tag Eigenvar. 9 | 0.00018465 / -0.000184635 | 0.000380331 / -0.000380301 | 0.000211526 / -0.000211501 | 0.00599715 / -0.00599741 | 0.000986689 / -0.000986722 | 0.000452798 / -0.000452824 | 0.000727701 / -0.000727737 | 0.0111613 / -0.0111622 | 0.00956979 / -0.00957042 | 0.00154034 / -0.0015404 |
 | light-tag Eigenvar. 10 | 7.92657e-05 / -7.93179e-05 | 0.000142067 / -0.000142036 | 6.51638e-05 / -6.51381e-05 | 0.00920156 / -0.00920215 | 0.000384366 / -0.000384333 | -0.000145683 / 0.000145735 | 0.00178442 / -0.00178437 | 0.0174286 / -0.0174307 | 0.0160223 / -0.0160241 | 0.00304191 / -0.00304202 |
 | light-tag Eigenvar. 11 | -9.93634e-05 / 9.93779e-05 | -5.98278e-05 / 5.97804e-05 | -7.05365e-05 / 7.05622e-05 | -0.0121037 / 0.0121027 | 0.000120358 / -0.000120324 | 0.00014226 / -0.000142208 | -0.00421696 / 0.00421691 | -0.0270054 / 0.0270003 | -0.0211979 / 0.0211948 | -0.00109617 / 0.00109623 |
 | light-tag Eigenvar. 12 | -0.000154037 / 0.000154052 | -0.000334381 / 0.000334333 | -0.000296752 / 0.000296778 | 0.00211156 / -0.00211158 | -0.0012022 / 0.00120217 | -0.000718397 / 0.000718372 | 0.00143509 / -0.00143512 | 0.00765819 / -0.00765821 | 0.0040679 / -0.00406792 | 0.00229885 / -0.00229889 |
 | light-tag Eigenvar. 13 | 0.000263501 / -0.000263487 | 0.000586716 / -0.000586685 | 0.000521325 / -0.000521299 | -0.00325236 / 0.00325235 | 0.00191887 / -0.00191884 | 0.00122378 / -0.00122381 | -0.00128072 / 0.00128079 | -0.00493301 / 0.004933 | -0.00755896 / 0.00755894 | -0.000589113 / 0.000589182 |
 | light-tag Eigenvar. 14 | -0.000303134 / 0.000303081 | -0.000353534 / 0.000353486 | -0.000536178 / 0.000536204 | -9.93562e-05 / 9.94008e-05 | -0.00114011 / 0.00114015 | -0.00112717 / 0.00112722 | -0.000312373 / 0.00031234 | -0.000292122 / 0.000292107 | -0.00042839 / 0.000428367 | -0.000151876 / 0.000151831 |
 | light-tag Eigenvar. 15 | -4.83565e-05 / 4.83713e-05 | 0.000146109 / -0.000146157 | -3.02895e-05 / 3.03155e-05 | 0.000135828 / -0.000135845 | 0.000444167 / -0.000444193 | -0.000316281 / 0.000316333 | -0.000236493 / 0.000236566 | -0.000109152 / 0.000109137 | -0.000647834 / 0.000647811 | -0.000275672 / 0.000275741 |
 | light-tag Eigenvar. 16 | 6.99112e-05 / -6.98965e-05 | -0.000100284 / 0.000100315 | 3.33094e-05 / -3.32835e-05 | -0.00048761 / 0.000487593 | -0.000296093 / 0.000296067 | 0.000277259 / -0.000277285 | 8.39594e-05 / -8.39924e-05 | -0.000342107 / 0.000342168 | 0.000155864 / -0.00015582 | 4.92212e-05 / -4.91514e-05 |
 | light-tag Eigenvar. 17 | 0.000355989 / -0.000355974 | 0.000386276 / -0.000386245 | 0.000531486 / -0.000531551 | 0.000145211 / -0.000145228 | 0.000619464 / -0.00061943 | 0.000545826 / -0.000545852 | 0.000599985 / -0.000600018 | 0.000800015 / -0.00080003 | 0.000297693 / -0.000297717 | 0.000349607 / -0.000349537 |
 | light-tag Eigenvar. 18 | 1.48497e-05 / -1.4835e-05 | 4.58497e-05 / -4.58974e-05 | 5.95293e-05 / -5.95033e-05 | 2.4154e-05 / -2.41094e-05 | 8.69693e-05 / -8.69956e-05 | 5.50393e-05 / -5.49874e-05 | 8.78751e-05 / -8.79081e-05 | 0.000151443 / -0.000151459 | 5.36248e-05 / -5.36484e-05 | 2.74624e-05 / -2.75071e-05 |
 | light-tag Eigenvar. 19 | 0.000105923 / -0.000105909 | 8.84916e-05 / -8.84605e-05 | 0.000126122 / -0.000126187 | 0.000131352 / -0.000131307 | 0.000104475 / -0.000104441 | 0.000159186 / -0.000159211 | 9.41191e-05 / -9.41521e-05 | 5.46222e-05 / -5.45608e-05 | 0.000113486 / -0.000113509 | 0.000126866 / -0.000126796 |
 | light-tag Eigenvar. 20 | -9.86388e-05 / 9.85862e-05 | -9.02734e-05 / 9.02257e-05 | -0.000138889 / 0.000138915 | -0.000117938 / 0.000117983 | -0.000132425 / 0.000132459 | -0.000159985 / 0.000159959 | -0.000121139 / 0.000121106 | -6.13175e-05 / 6.13021e-05 | -0.00020745 / 0.000207426 | -0.000119352 / 0.000119422 |
 | b-tag Eigenvar. 2 | -0.00332371 / 0.00332371 | 0.00327395 / -0.00327395 | 0.00123162 / -0.00123162 | -0.00019852 / 0.00019852 | -0.00308777 / 0.00308777 | -0.00151265 / 0.00151265 | -0.00158942 / 0.00158942 | -0.000159137 / 0.000159137 | 0.0004902 / -0.0004902 | -0.00163079 / 0.00163079 |
 | b-tag Eigenvar. 3 | -0.00243054 / 0.00243054 | 0.00463762 / -0.00463762 | 0.0024938 / -0.0024938 | -0.000778049 / 0.000778049 | -0.00179012 / 0.00179012 | 0.0026351 / -0.0026351 | -0.000450904 / 0.000450904 | -0.00049375 / 0.00049375 | -0.000175887 / 0.000175887 | -0.000393627 / 0.000393627 |
 | b-tag Eigenvar. 4 | 0.000604304 / -0.000604304 | -0.0016242 / 0.0016242 | -0.00139944 / 0.00139944 | 8.32721e-05 / -8.32721e-05 | 0.000552471 / -0.000552471 | -0.000851714 / 0.000851714 | -0.000228662 / 0.000228662 | 0.00011766 / -0.00011766 | 5.78423e-05 / -5.78423e-05 | 0.000151029 / -0.000151029 |
 | b-tag Eigenvar. 5 | 0.00127049 / -0.00127049 | 0.000345998 / -0.000345998 | -0.0001466 / 0.0001466 | 0.00122522 / -0.00122522 | 0.000646359 / -0.000646359 | -0.00670193 / 0.00670193 | -0.000490802 / 0.000490802 | 0.00275955 / -0.00275955 | 0.00154123 / -0.00154123 | 0.000146792 / -0.000146792 |
 | b-tag Eigenvar. 6 | 0.00291325 / -0.00291325 | -0.00422307 / 0.00422307 | -0.00193073 / 0.00193073 | 0.000516355 / -0.000516355 | 0.00133949 / -0.00133949 | -0.00253956 / 0.00253956 | 3.35845e-05 / -3.35845e-05 | 0.000275599 / -0.000275599 | -1.14737e-05 / 1.14737e-05 | 0.000348805 / -0.000348805 |
 | b-tag Eigenvar. 7 | 0.000891189 / -0.000891189 | 0.000134759 / -0.000134759 | 0.000842314 / -0.000842314 | -0.000195699 / 0.000195699 | 0.000123858 / -0.000123858 | 0.00228064 / -0.00228064 | 0.000278898 / -0.000278898 | 0.000243581 / -0.000243581 | -0.000106979 / 0.000106979 | 0.0007794 / -0.0007794 |
 | b-tag Eigenvar. 8 | -0.00305156 / 0.00305156 | 0.00222744 / -0.00222744 | 0.00168534 / -0.00168534 | 0.00161936 / -0.00161936 | -0.000953974 / 0.000953974 | -0.002799 / 0.002799 | 7.27415e-05 / -7.27415e-05 | -0.000308784 / 0.000308784 | 0.000841814 / -0.000841814 | -0.00128768 / 0.00128768 |
 | b-tag Eigenvar. 9 | -1.28829e-05 / 1.28829e-05 | -0.000956511 / 0.000956511 | -0.000255925 / 0.000255925 | -0.000139893 / 0.000139893 | -0.000598775 / 0.000598775 | -0.0016212 / 0.0016212 | 0.000115708 / -0.000115708 | -0.000110458 / 0.000110458 | -0.00011174 / 0.00011174 | -0.000110305 / 0.000110305 |
 | b-tag Eigenvar. 10 | 0.00324934 / -0.00324934 | -0.0024798 / 0.0024798 | -0.00261716 / 0.00261716 | -0.000175339 / 0.000175339 | 0.00222616 / -0.00222616 | -0.00269044 / 0.00269044 | 0.000219739 / -0.000219739 | 0.00105869 / -0.00105869 | -0.000685043 / 0.000685043 | 0.000967212 / -0.000967212 |
 | b-tag Eigenvar. 11 | 0.000991686 / -0.000991686 | -0.00232562 / 0.00232562 | -0.000718356 / 0.000718356 | 0.000107435 / -0.000107435 | 0.000857879 / -0.000857879 | 0.00129458 / -0.00129458 | 0.000166083 / -0.000166083 | 8.04974e-05 / -8.04974e-05 | 0.000421224 / -0.000421224 | 0.000120453 / -0.000120453 |
 | b-tag Eigenvar. 12 | -0.000161576 / 0.000161576 | 0.000417016 / -0.000417016 | -9.78805e-05 / 9.78805e-05 | 1.90027e-05 / -1.90027e-05 | -0.00185984 / 0.00185984 | 0.000102238 / -0.000102238 | -0.000121985 / 0.000121985 | -7.87779e-06 / 7.87779e-06 | -0.000136977 / 0.000136977 | -5.98017e-05 / 5.98017e-05 |
 | b-tag Eigenvar. 13 | 0.000131233 / -0.000131233 | 0.00164496 / -0.00164496 | 0.00114107 / -0.00114107 | -0.000264323 / 0.000264323 | 0.00077132 / -0.00077132 | 0.00333851 / -0.00333851 | 6.48042e-05 / -6.48042e-05 | 0.00013601 / -0.00013601 | -0.000231938 / 0.000231938 | 0.000256502 / -0.000256502 |
 | b-tag Eigenvar. 14 | 0.000192756 / -0.000192756 | 0.000419774 / -0.000419774 | 0.000197524 / -0.000197524 | 0.000106331 / -0.000106331 | 0.000424541 / -0.000424541 | -8.4235e-05 / 8.4235e-05 | 0.00021413 / -0.00021413 | 0.000214941 / -0.000214941 | -9.99044e-05 / 9.99044e-05 | 0.000207488 / -0.000207488 |
