 |       | FCNC      | t#bar{t} + jets      | t#bar{t} +  gam      | VV      | Single Top      | t#bar{t} + V      | W+Gam      | W + jets      | Z + jets      | Z+Gam |
 | PDF no. 2 | -0.0050511 / 0.00505096 | -0.00987684 / 0.00987629 | -0.00987684 / 0.00987629 | 0 / 0 | -0.0291339 / 0.0291291 | 0 / 0 | 0 / 0 | 0.441881 / -0.427159 | -0.0174739 / 0.0174721 | 0 / 0 |
 | PDF no. 3 | -0.0050511 / 0.00505096 | -0.00116492 / 0.00116491 | -0.00116492 / 0.00116491 | 0 / 0 | -0.0291339 / 0.0291291 | 0 / 0 | 0 / 0 | 0.441881 / -0.427159 | -0.0174739 / 0.0174721 | 0 / 0 |
 | PDF no. 4 | -0.0050473 / 0.00504713 | -0.0116245 / 0.0116236 | -0.0116245 / 0.0116236 | 0 / 0 | -0.0291122 / 0.0291068 | 0 / 0 | 0 / 0 | 0.441483 / -0.426918 | -0.0174608 / 0.0174588 | 0 / 0 |
 | PDF no. 5 | -0.0050511 / 0.00505096 | 0.000890917 / -0.000890921 | 0.000890917 / -0.000890921 | 0 / 0 | -0.0291339 / 0.0291291 | 0 / 0 | 0 / 0 | 0.441881 / -0.427159 | -0.0174739 / 0.0174721 | 0 / 0 |
 | PDF no. 6 | -0.00505111 / 0.00505096 | -0.00746333 / 0.00746302 | -0.00746333 / 0.00746302 | 0 / 0 | -0.029134 / 0.0291291 | 0 / 0 | 0 / 0 | 0.441881 / -0.427159 | -0.0174739 / 0.0174721 | 0 / 0 |
 | PDF no. 7 | -0.0050511 / 0.00505095 | -0.000208861 / 0.000208861 | -0.000208861 / 0.000208861 | 0 / 0 | -0.0291339 / 0.0291291 | 0 / 0 | 0 / 0 | 0.44188 / -0.427158 | -0.0174738 / 0.0174721 | 0 / 0 |
 | PDF no. 8 | -0.0050511 / 0.00505096 | -0.000256868 / 0.000256868 | -0.000256868 / 0.000256868 | 0 / 0 | -0.0291339 / 0.0291291 | 0 / 0 | 0 / 0 | 0.441881 / -0.427159 | -0.0174739 / 0.0174721 | 0 / 0 |
 | PDF no. 9 | -0.0050511 / 0.00505095 | -0.00497041 / 0.00497027 | -0.00497041 / 0.00497027 | 0 / 0 | -0.0291339 / 0.0291291 | 0 / 0 | 0 / 0 | 0.44188 / -0.427158 | -0.0174738 / 0.0174721 | 0 / 0 |
 | PDF no. 10 | -0.00505111 / 0.00505096 | 0.00132926 / -0.00132927 | 0.00132926 / -0.00132927 | 0 / 0 | -0.029134 / 0.0291291 | 0 / 0 | 0 / 0 | 0.441881 / -0.427159 | -0.0174739 / 0.0174721 | 0 / 0 |
 | PDF no. 11 | -0.0050511 / 0.00505096 | -0.00733986 / 0.00733956 | -0.00733986 / 0.00733956 | 0 / 0 | -0.0291339 / 0.0291291 | 0 / 0 | 0 / 0 | 0.441881 / -0.427159 | -0.0174739 / 0.0174721 | 0 / 0 |
 | PDF no. 12 | -0.00505111 / 0.00505096 | -0.00229784 / 0.00229781 | -0.00229784 / 0.00229781 | 0 / 0 | -0.029134 / 0.0291291 | 0 / 0 | 0 / 0 | 0.441881 / -0.427159 | -0.0174739 / 0.0174721 | 0 / 0 |
 | PDF no. 13 | -0.0050511 / 0.00505096 | 0.00143618 / -0.00143619 | 0.00143618 / -0.00143619 | 0 / 0 | -0.0291339 / 0.0291291 | 0 / 0 | 0 / 0 | 0.441881 / -0.427159 | -0.0174739 / 0.0174721 | 0 / 0 |
 | PDF no. 14 | -0.0050511 / 0.00505096 | -0.00149493 / 0.00149491 | -0.00149493 / 0.00149491 | 0 / 0 | -0.0291339 / 0.0291291 | 0 / 0 | 0 / 0 | 0.441881 / -0.427159 | -0.0174739 / 0.0174721 | 0 / 0 |
 | PDF no. 15 | -0.0050511 / 0.00505096 | 0.000512432 / -0.000512433 | 0.000512432 / -0.000512433 | 0 / 0 | -0.0291339 / 0.0291291 | 0 / 0 | 0 / 0 | 0.441881 / -0.427159 | -0.0174739 / 0.0174721 | 0 / 0 |
 | PDF no. 16 | -0.00505111 / 0.00505096 | -0.00260178 / 0.00260174 | -0.00260178 / 0.00260174 | 0 / 0 | -0.029134 / 0.0291291 | 0 / 0 | 0 / 0 | 0.441881 / -0.427159 | -0.0174739 / 0.0174721 | 0 / 0 |
 | PDF no. 17 | -0.00505111 / 0.00505096 | 0.00695547 / -0.00695574 | 0.00695547 / -0.00695574 | 0 / 0 | -0.029134 / 0.0291291 | 0 / 0 | 0 / 0 | 0.441881 / -0.427159 | -0.0174739 / 0.0174721 | 0 / 0 |
 | PDF no. 18 | -0.0050511 / 0.00505096 | 0.00270794 / -0.00270798 | 0.00270794 / -0.00270798 | 0 / 0 | -0.0291339 / 0.0291291 | 0 / 0 | 0 / 0 | 0.441881 / -0.427159 | -0.0174739 / 0.0174721 | 0 / 0 |
 | PDF no. 19 | -0.0050511 / 0.00505096 | -0.00839115 / 0.00839075 | -0.00839115 / 0.00839075 | 0 / 0 | -0.0291339 / 0.0291291 | 0 / 0 | 0 / 0 | 0.441881 / -0.427159 | -0.0174739 / 0.0174721 | 0 / 0 |
 | PDF no. 20 | -0.00505111 / 0.00505096 | -0.000811147 / 0.000811143 | -0.000811147 / 0.000811143 | 0 / 0 | -0.029134 / 0.0291291 | 0 / 0 | 0 / 0 | 0.441881 / -0.427159 | -0.0174739 / 0.0174721 | 0 / 0 |
 | PDF no. 21 | -0.0050511 / 0.00505096 | -0.00121933 / 0.00121932 | -0.00121933 / 0.00121932 | 0 / 0 | -0.0291339 / 0.0291291 | 0 / 0 | 0 / 0 | 0.441881 / -0.427159 | -0.0174739 / 0.0174721 | 0 / 0 |
 | PDF no. 22 | -0.00505111 / 0.00505096 | 0.00536654 / -0.0053667 | 0.00536654 / -0.0053667 | 0 / 0 | -0.029134 / 0.0291291 | 0 / 0 | 0 / 0 | 0.441881 / -0.427159 | -0.0174739 / 0.0174721 | 0 / 0 |
 | PDF no. 23 | -0.0050511 / 0.00505096 | 0.000801185 / -0.000801189 | 0.000801185 / -0.000801189 | 0 / 0 | -0.0291339 / 0.0291291 | 0 / 0 | 0 / 0 | 0.441881 / -0.427159 | -0.0174739 / 0.0174721 | 0 / 0 |
 | PDF no. 24 | -0.0050511 / 0.00505096 | -0.0010836 / 0.0010836 | -0.0010836 / 0.0010836 | 0 / 0 | -0.0291339 / 0.0291291 | 0 / 0 | 0 / 0 | 0.441881 / -0.427159 | -0.0174739 / 0.0174721 | 0 / 0 |
 | PDF no. 25 | -0.00505111 / 0.00505096 | -0.000690832 / 0.000690829 | -0.000690832 / 0.000690829 | 0 / 0 | -0.029134 / 0.0291291 | 0 / 0 | 0 / 0 | 0.441881 / -0.427159 | -0.0174739 / 0.0174721 | 0 / 0 |
 | PDF no. 26 | -0.0050511 / 0.00505096 | 0.00268021 / -0.00268025 | 0.00268021 / -0.00268025 | 0 / 0 | -0.0291339 / 0.0291291 | 0 / 0 | 0 / 0 | 0.441881 / -0.427159 | -0.0174739 / 0.0174721 | 0 / 0 |
 | PDF no. 27 | -0.00505111 / 0.00505096 | 0.00124712 / -0.00124713 | 0.00124712 / -0.00124713 | 0 / 0 | -0.029134 / 0.0291291 | 0 / 0 | 0 / 0 | 0.441881 / -0.427159 | -0.0174739 / 0.0174721 | 0 / 0 |
 | PDF no. 28 | -0.0050511 / 0.00505096 | 0.00914828 / -0.00914876 | 0.00914828 / -0.00914876 | 0 / 0 | -0.0291339 / 0.0291291 | 0 / 0 | 0 / 0 | 0.441881 / -0.427159 | -0.0174739 / 0.0174721 | 0 / 0 |
 | PDF no. 29 | -0.00505111 / 0.00505096 | 0.000611529 / -0.000611531 | 0.000611529 / -0.000611531 | 0 / 0 | -0.029134 / 0.0291291 | 0 / 0 | 0 / 0 | 0.441881 / -0.427159 | -0.0174739 / 0.0174721 | 0 / 0 |
 | PDF no. 30 | -0.0050511 / 0.00505096 | -0.000543609 / 0.000543607 | -0.000543609 / 0.000543607 | 0 / 0 | -0.0291339 / 0.0291291 | 0 / 0 | 0 / 0 | 0.441881 / -0.427159 | -0.0174739 / 0.0174721 | 0 / 0 |
 | Muon momentum resolution (ID) | 0.000241332 / -0.000241331 | 1.48799e-16 / 1.48799e-16 | -0.000168401 / 0.000168389 | 4.10675e-05 / -4.1065e-05 | 5.92519e-16 / 5.92519e-16 | -0.000801609 / 0.00080158 | -1.14654e-16 / -1.14654e-16 | -1.26215e-16 / -1.26215e-16 | 2.87399e-16 / 2.87399e-16 | 0 / 0 |
 | Muon momentum resolution (MS) | 3.59592e-16 / 3.59592e-16 | 1.48799e-16 / 1.48799e-16 | 7.97055e-05 / -7.97177e-05 | 4.45766e-05 / -4.45742e-05 | 5.92519e-16 / 5.92519e-16 | -1.4315e-08 / -1.4315e-08 | -1.14654e-16 / -1.14654e-16 | -1.26215e-16 / -1.26215e-16 | 2.87399e-16 / 2.87399e-16 | 0 / 0 |
 | Muon momentum scale | 3.59592e-16 / 3.59592e-16 | 1.48799e-16 / 1.48799e-16 | 7.97055e-05 / -7.97177e-05 | 3.98455e-06 / -4.07695e-06 | 5.92519e-16 / 5.92519e-16 | 0.00025379 / -0.000253819 | -1.14654e-16 / -1.14654e-16 | -1.26215e-16 / -1.26215e-16 | 2.87399e-16 / 2.87399e-16 | 0 / 0 |
 | Muon Sagitta ResBias | 6.64924e-10 / 6.64924e-10 | 1.48799e-16 / 1.48799e-16 | 8.08028e-05 / -8.08149e-05 | 1.22091e-09 / 1.22091e-09 | 5.92519e-16 / 5.92519e-16 | -0.000547804 / 0.000547775 | -1.14654e-16 / -1.14654e-16 | -1.26215e-16 / -1.26215e-16 | 2.87399e-16 / 2.87399e-16 | 0 / 0 |
 | Muon Sagitta Rho | 3.59592e-16 / 3.59592e-16 | 1.48799e-16 / 1.48799e-16 | 0 / 0 | 0 / 0 | 5.92519e-16 / 5.92519e-16 | 0 / 0 | -1.14654e-16 / -1.14654e-16 | -1.26215e-16 / -1.26215e-16 | 2.87399e-16 / 2.87399e-16 | 0 / 0 |
 | Met ResoPara | -0.0107318 / 0.0107264 | -0.00369525 / 0.00369461 | 0.0030116 / -0.00301202 | -0.00501033 / 0.00500915 | 0.00668356 / -0.00668565 | -0.00555652 / 0.00555507 | -0.00823745 / 0.00823428 | 0.0023072 / -0.00230745 | 0.0279893 / -0.028026 | -0.0334068 / 0.0333546 |
 | Met ResoPerp | -0.00670257 / 0.00670214 | -0.00199598 / 0.00199594 | 0.00196489 / -0.00196492 | -0.0127999 / 0.0127983 | 0.0100852 / -0.0100861 | 0.00930953 / -0.00931036 | -0.00471871 / 0.0047185 | -0.00531029 / 0.00531002 | -0.0622574 / 0.0622204 | -0.0191159 / 0.0191124 |
 | MET Scale | -0.00335708 / 0.00335691 | -0.0015724 / 0.00157236 | -0.00204962 / 0.00204954 | -0.00788078 / 0.00787976 | 0.0045665 / -0.00456682 | -0.0022239 / 0.0022238 | -0.00453458 / 0.00453424 | -0.000333317 / 0.000333315 | -0.0427518 / 0.0427245 | -0.0267081 / 0.0266974 |
 | Electron energy resolution | 0.000323702 / -0.000323703 | -0.00148132 / 0.00148127 | -0.000103304 / 0.000103292 | -0.00377744 / 0.0037772 | 0.00935404 / -0.00935551 | -0.00565563 / 0.00565518 | 0.00206838 / -0.00206848 | -0.00524219 / 0.00524173 | 0.00339355 / -0.00339376 | 0.000309848 / -0.000309868 |
 | Electron energy scale | 0.00541597 / -0.00541685 | 0.00882008 / -0.00882243 | 0.00630471 / -0.00630592 | 0.00707214 / -0.00707364 | 0.0147181 / -0.0147247 | 0.0132932 / -0.0132986 | 0.00689268 / -0.00689408 | 0.0077492 / -0.0077511 | 0.0110824 / -0.0110861 | 0.0121112 / -0.0121157 |
 | AF2 Electron energy scale | 0.000174913 / -0.000174912 | 1.48799e-16 / 1.48799e-16 | 0 / 0 | 0 / 0 | 5.92519e-16 / 5.92519e-16 | 0 / 0 | -1.14654e-16 / -1.14654e-16 | -1.26215e-16 / -1.26215e-16 | 2.87399e-16 / 2.87399e-16 | 0 / 0 |
 | BJES Response | 0.000884944 / -0.000884949 | 0.00122708 / -0.0012271 | -0.00528432 / 0.00528409 | 0.000207445 / -0.000207443 | 0.00235779 / -0.00235785 | -0.0121239 / 0.0121229 | -8.71435e-05 / 8.71143e-05 | 0.000108105 / -0.000108105 | 0.00160295 / -0.00160299 | 9.30654e-05 / -9.30836e-05 |
 | JES EffectiveNP Detector1 | 0.000895917 / -0.000895921 | 8.86915e-05 / -8.86994e-05 | -0.000276658 / 0.000276645 | 0.000517211 / -0.00051721 | -2.80181e-05 / 2.80799e-05 | 0.00046153 / -0.000461559 | 0.000586317 / -0.000586287 | -7.2653e-06 / 7.26553e-06 | 0.00323097 / -0.00323106 | -0.000880492 / 0.000880469 |
 | JES EffectiveNP Detector2 | -4.6891e-05 / 4.68923e-05 | -2.36438e-06 / 2.35652e-06 | -9.73381e-05 / 9.73905e-05 | -0.000170618 / 0.000170621 | 1.06514e-06 / -1.00292e-06 | -2.35816e-06 / 2.32953e-06 | 0.000102854 / -0.000102822 | 4.87728e-07 / -4.87489e-07 | 9.56402e-05 / -9.56576e-05 | 8.06121e-05 / -8.06304e-05 |
 | JES EffectiveNP Mixed1 | 0.000325572 / -0.000325571 | 0.000929936 / -0.000929949 | 0.000140003 / -0.000140015 | 0.00253185 / -0.0025319 | 3.42799e-06 / -3.3662e-06 | -0.00149402 / 0.00149398 | 0.000306073 / -0.000306102 | -0.000857998 / 0.000857993 | 0.00211898 / -0.00211903 | -0.00115364 / 0.00115362 |
 | JES EffectiveNP Mixed2 | -0.00158319 / 0.00158317 | -0.000113521 / 0.000113513 | 0.000112962 / -0.00011291 | -0.000937949 / 0.000937945 | 2.27861e-05 / -2.28033e-05 | 0.000251101 / -0.00025113 | -0.000866984 / 0.00086695 | 0.000934229 / -0.000934235 | -0.00422536 / 0.0042253 | 0.000157197 / -0.000157215 |
 | JES EffectiveNP Mixed3 | 0.000350018 / -0.000350017 | 0.000686236 / -0.000686244 | -0.00013529 / 0.000135278 | 0.00222147 / -0.00222146 | -1.48017e-06 / 1.46285e-06 | -8.49679e-06 / 8.46816e-06 | 0.000473722 / -0.000473752 | 3.99851e-06 / -3.99827e-06 | 0.00264234 / -0.00264236 | -0.00112314 / 0.00112323 |
 | JES EffectiveNP Modelling1 | 0.0182385 / -0.0182518 | 0.0119408 / -0.0119465 | 0.00797101 / -0.00797356 | 0.0208019 / -0.0208192 | 0.00305353 / -0.00305392 | -0.00665529 / 0.00665349 | 0.0312053 / -0.0312443 | 0.053418 / -0.0535323 | 0.0079903 / -0.00799286 | 0.0251203 / -0.0251455 |
 | JES EffectiveNP Modelling2 | -0.00170882 / 0.0017088 | 0.000611779 / -0.000611789 | 0.000324523 / -0.000324536 | -0.000735554 / 0.000735553 | 3.1122e-06 / -3.1294e-06 | -0.00285066 / 0.00285069 | -0.00273735 / 0.00273733 | -0.00195219 / 0.00195216 | -0.00321388 / 0.0032138 | -0.000693576 / 0.000693555 |
 | JES EffectiveNP Modelling3 | 0.000573121 / -0.000573122 | 0.000308693 / -0.000308702 | 0.000224907 / -0.000224919 | -0.00439403 / 0.0043939 | 1.83616e-05 / -1.83788e-05 | 0.000806555 / -0.000806477 | 0.00100361 / -0.00100359 | 0.000435636 / -0.000435638 | 0.00200114 / -0.00200119 | -0.00140896 / 0.00140893 |
 | JES EffectiveNP Modelling4 | 0.000134638 / -0.000134636 | -3.01554e-06 / 3.00768e-06 | -9.83708e-05 / 9.83587e-05 | 0.00214503 / -0.00214502 | -2.27558e-06 / 2.25826e-06 | 0.000172872 / -0.000172789 | -0.000149088 / 0.000149059 | 1.29705e-05 / -1.29703e-05 | 0.00217313 / -0.00217307 | -0.000366321 / 0.000366303 |
 | JES EffectiveNP Stat1 | 0.0010624 / -0.0010624 | -6.37972e-05 / 6.37894e-05 | 0.000183105 / -0.000183117 | 0.000771581 / -0.000771583 | -1.37962e-05 / 1.3779e-05 | -9.02616e-05 / 9.02331e-05 | 0.000896356 / -0.00089639 | 7.75953e-05 / -7.75951e-05 | 0.00320945 / -0.00320946 | -0.00128635 / 0.00128632 |
 | JES EffectiveNP Stat2 | -0.00329489 / 0.00329482 | -0.000259933 / 0.000259925 | 0.000283492 / -0.000283505 | -0.00076749 / 0.000767488 | 2.71716e-06 / -2.73436e-06 | 0.000975799 / -0.000975833 | -0.0025872 / 0.00258712 | -0.00306977 / 0.0030697 | -0.00360895 / 0.00360885 | 0.000253532 / -0.000253551 |
 | JES EffectiveNP Stat3 | -0.00055787 / 0.000557869 | 0.000682798 / -0.000682809 | -0.00013471 / 0.000134698 | -0.00202807 / 0.00202804 | -7.79124e-06 / 7.77403e-06 | 0.000295007 / -0.000295036 | 0.000630566 / -0.000630536 | 0.000439994 / -0.000439995 | 0.00020934 / -0.000209358 | -0.000623083 / 0.000623062 |
 | JES EffectiveNP Stat4 | 0.000677618 / -0.000677616 | -0.000973161 / 0.000973153 | -0.000193702 / 0.00019369 | 0.00415101 / -0.00415101 | -1.03092e-05 / 1.02919e-05 | -0.000648924 / 0.000649007 | -0.000802045 / 0.000802077 | 1.95045e-05 / -1.95042e-05 | 0.000115171 / -0.000115189 | -3.35966e-05 / 3.35783e-05 |
 | JES EffectiveNP Stat5 | 1.65091e-05 / -1.65078e-05 | 0.00068005 / -0.000680058 | -3.24071e-05 / 3.24594e-05 | -0.00442671 / 0.00442672 | 6.55347e-06 / -6.57079e-06 | 0.000319864 / -0.000319893 | 0.000112267 / -0.000112296 | -1.29703e-05 / 1.29705e-05 | -0.00258654 / 0.00258653 | 0.00126546 / -0.00126548 |
 | JES EffectiveNP Stat6 | 0.000119414 / -0.000119413 | 0.000395819 / -0.000395827 | -0.00024921 / 0.000249198 | 0.000256167 / -0.000256165 | -8.08207e-06 / 8.06475e-06 | -8.28301e-05 / 8.28015e-05 | 0.00027426 / -0.00027429 | 4.77868e-06 / -4.77844e-06 | 0.00273282 / -0.00273283 | -0.000605878 / 0.00060586 |
 | JES EtaIntercalibration Modeling | 0.00901789 / -0.00902026 | 0.00542998 / -0.00543083 | 0.00412987 / -0.0041303 | 0.0119915 / -0.0119955 | -0.00479166 / 0.00479099 | -0.00515252 / 0.00515184 | 0.0109796 / -0.010983 | 0.035484 / -0.0355198 | 0.000236663 / -0.000236681 | 0.0103405 / -0.0103435 |
 | JES EtaIntercalibration Nonclosure HighE | 3.59592e-16 / 3.59592e-16 | 1.48799e-16 / 1.48799e-16 | 0 / 0 | 0 / 0 | 5.92519e-16 / 5.92519e-16 | 0 / 0 | 8.0213e-05 / -8.02423e-05 | -1.26215e-16 / -1.26215e-16 | -4.35486e-05 / 4.35312e-05 | 0.000174905 / -0.000174923 |
 | JES EtaIntercalibration Nonclosure NegEta | -0.000610833 / 0.000610832 | 1.62476e-05 / -1.62554e-05 | 0.000403337 / -0.00040335 | -0.000122284 / 0.000122286 | -2.10242e-06 / 2.16422e-06 | 0.000455768 / -0.000455687 | -0.000355337 / 0.000355307 | 0.000212927 / -0.000212927 | -5.65254e-05 / 5.65081e-05 | -2.54373e-05 / 2.55309e-05 |
 | JES EtaIntercalibration Nonclosure PosEta | 0.000155672 / -0.00015567 | -1.94413e-06 / 2.01717e-06 | -0.000234442 / 0.00023443 | -0.00107989 / 0.00107988 | -3.76118e-06 / 3.74398e-06 | -0.00032238 / 0.000322462 | 0.000133993 / -0.000133961 | -0.000246413 / 0.000246413 | 0.0019752 / -0.00197525 | -0.000103441 / 0.000103423 |
