 |       | FCNC      | t#bar{t} + jets      | t#bar{t} +  gam      | VV      | Single Top      | t#bar{t} + V      | W+Gam      | W + jets      | Z + jets      | Z+Gam |
 | Muon isolation eff. (syst) | 6.70699e-09 / 6.70699e-09 | -2.30116e-08 / -2.30116e-08 | 9.56045e-09 / 9.56045e-09 | -2.67956e-08 / -2.67956e-08 | 2.66273e-08 / 2.66273e-08 | 1.6015e-08 / 1.6015e-08 | -1.05842e-08 / -1.05842e-08 | 1.05152e-08 / 1.05152e-08 | -4.39367e-08 / -4.39367e-08 | 1.67888e-08 / 1.67888e-08 |
 | Muon TTVA (stat) | 6.70699e-09 / 6.70699e-09 | -2.30116e-08 / -2.30116e-08 | 9.56045e-09 / 9.56045e-09 | -2.67956e-08 / -2.67956e-08 | 2.66273e-08 / 2.66273e-08 | 1.6015e-08 / 1.6015e-08 | -1.05842e-08 / -1.05842e-08 | 1.05152e-08 / 1.05152e-08 | -4.39367e-08 / -4.39367e-08 | 1.67888e-08 / 1.67888e-08 |
 | Muon TTVA (syst) | 6.70699e-09 / 6.70699e-09 | -2.30116e-08 / -2.30116e-08 | 9.56045e-09 / 9.56045e-09 | -2.67956e-08 / -2.67956e-08 | 2.66273e-08 / 2.66273e-08 | 1.6015e-08 / 1.6015e-08 | -1.05842e-08 / -1.05842e-08 | 1.05152e-08 / 1.05152e-08 | -4.39367e-08 / -4.39367e-08 | 1.67888e-08 / 1.67888e-08 |
 | Muon trigger eff. (stat) | 6.70699e-09 / 6.70699e-09 | -2.30116e-08 / -2.30116e-08 | 9.56045e-09 / 9.56045e-09 | -2.67956e-08 / -2.67956e-08 | 2.66273e-08 / 2.66273e-08 | 1.6015e-08 / 1.6015e-08 | -1.05842e-08 / -1.05842e-08 | 1.05152e-08 / 1.05152e-08 | -4.39367e-08 / -4.39367e-08 | 1.67888e-08 / 1.67888e-08 |
 | Muon trigger eff. (syst) | 6.70699e-09 / 6.70699e-09 | -2.30116e-08 / -2.30116e-08 | 9.56045e-09 / 9.56045e-09 | -2.67956e-08 / -2.67956e-08 | 2.66273e-08 / 2.66273e-08 | 1.6015e-08 / 1.6015e-08 | -1.05842e-08 / -1.05842e-08 | 1.05152e-08 / 1.05152e-08 | -4.39367e-08 / -4.39367e-08 | 1.67888e-08 / 1.67888e-08 |
 | SF(photon ID) | 0.00643315 / -0.00643313 | 0.00842528 / -0.00842527 | 0.00721867 / -0.00721865 | 0.00819061 / -0.0081906 | 0.00769244 / -0.00769243 | 0.00762353 / -0.00762351 | 0.0073585 / -0.00735849 | 0.00814887 / -0.00814885 | 0.00821844 / -0.00821843 | 0.00812757 / -0.00812755 |
 | SF(photon iso.) | -0.000725063 / -0.000725063 | -0.00113168 / -0.00113168 | -0.000835489 / -0.000835489 | -0.0010679 / -0.0010679 | -0.00148432 / -0.00148432 | -0.000949058 / -0.000949058 | -0.000896045 / -0.000896045 | -0.000591821 / -0.000591821 | -0.00130463 / -0.00130463 | -0.00209942 / -0.00209942 |
 | Pile-up | -0.00271398 / 0.00721724 | 0.00150917 / -0.00251417 | -0.00563454 / 0.00440059 | 0.0213214 / -0.0119547 | -0.0229722 / 0.0138212 | -0.018598 / 0.0082314 | 0.0111404 / -0.0178222 | 0.00597607 / -0.00140949 | -0.011496 / 0.00279616 | -0.0325044 / 0.0369562 |
 | JVT | 0.00920118 / -0.0107432 | 0.00910849 / -0.0105131 | 0.00972467 / -0.0100696 | 0.0102408 / -0.0104268 | 0.010095 / -0.0104476 | 0.00747738 / -0.00854205 | 0.0103915 / -0.0106967 | 0.00967694 / -0.00996204 | 0.00797322 / -0.0094859 | 0.00893931 / -0.00938361 |
 | EGamFake | 7.51759e-05 / -7.51759e-05 | 0.0337403 / -0.0337403 | 0.000538319 / -0.000538319 | 0.0432195 / -0.0432195 | 0.0144029 / -0.0144029 | 0.0251057 / -0.0251057 | 0 / 0 | 0.00130613 / -0.00130613 | 0.0697017 / -0.0697017 | 0.00102985 / -0.00102985 |
 | JGamFake | 0.00129484 / -0.00129484 | 0.228885 / -0.228885 | 0.00149839 / -0.00149839 | 0.16628 / -0.16628 | 0.0949803 / -0.0949803 | 0.124192 / -0.124192 | 0 / 0 | 0.309454 / -0.309454 | 0.102158 / -0.102158 | 0 / 0 |
 | Scale #mu_{R},#mu_{F} | 0.12164 / -0.119286 | 0 / 0 | -0.0151563 / -0.0543773 | 0 / 0 | 0 / 0 | 0 / 0 | 0.147212 / -0.103661 | 12.8227 / -0.273634 | 0.412495 / -0.250968 | 0.139404 / -0.0893104 |
 | PDF no. 1 | -0.00508441 / 0.00508441 | 0.00237596 / -0.00237596 | 0.00237596 / -0.00237596 | 0 / 0 | -0.0249793 / 0.0249793 | 0 / 0 | 0 / 0 | 0.901205 / -0.627334 | 0.000681715 / -0.000681715 | 0 / 0 |
 | PDF no. 2 | -0.00508441 / 0.00508441 | -0.00993264 / 0.00993264 | -0.00993264 / 0.00993264 | 0 / 0 | -0.0249793 / 0.0249793 | 0 / 0 | 0 / 0 | 0.901205 / -0.627334 | 0.000681715 / -0.000681715 | 0 / 0 |
 | PDF no. 3 | -0.00508441 / 0.00508441 | -0.00117153 / 0.00117153 | -0.00117153 / 0.00117153 | 0 / 0 | -0.0249793 / 0.0249793 | 0 / 0 | 0 / 0 | 0.901205 / -0.627334 | 0.000681715 / -0.000681715 | 0 / 0 |
 | PDF no. 4 | -0.00508441 / 0.00508441 | -0.0116988 / 0.0116988 | -0.0116988 / 0.0116988 | 0 / 0 | -0.0249793 / 0.0249793 | 0 / 0 | 0 / 0 | 0.901205 / -0.627334 | 0.000681715 / -0.000681715 | 0 / 0 |
 | PDF no. 5 | -0.00508441 / 0.00508441 | 0.000895977 / -0.000895977 | 0.000895977 / -0.000895977 | 0 / 0 | -0.0249793 / 0.0249793 | 0 / 0 | 0 / 0 | 0.901205 / -0.627334 | 0.000681715 / -0.000681715 | 0 / 0 |
 | PDF no. 6 | -0.00508441 / 0.00508441 | -0.00750554 / 0.00750554 | -0.00750554 / 0.00750554 | 0 / 0 | -0.0249793 / 0.0249793 | 0 / 0 | 0 / 0 | 0.901205 / -0.627334 | 0.000681715 / -0.000681715 | 0 / 0 |
 | PDF no. 7 | -0.00508441 / 0.00508441 | -0.000210047 / 0.000210047 | -0.000210047 / 0.000210047 | 0 / 0 | -0.0249793 / 0.0249793 | 0 / 0 | 0 / 0 | 0.901205 / -0.627334 | 0.000681715 / -0.000681715 | 0 / 0 |
 | PDF no. 8 | -0.00508441 / 0.00508441 | -0.000258327 / 0.000258327 | -0.000258327 / 0.000258327 | 0 / 0 | -0.0249793 / 0.0249793 | 0 / 0 | 0 / 0 | 0.901205 / -0.627334 | 0.000681715 / -0.000681715 | 0 / 0 |
 | PDF no. 9 | -0.00508441 / 0.00508441 | -0.00499856 / 0.00499856 | -0.00499856 / 0.00499856 | 0 / 0 | -0.0249793 / 0.0249793 | 0 / 0 | 0 / 0 | 0.901205 / -0.627334 | 0.000681715 / -0.000681715 | 0 / 0 |
 | PDF no. 10 | -0.00508441 / 0.00508441 | 0.00133681 / -0.00133681 | 0.00133681 / -0.00133681 | 0 / 0 | -0.0249793 / 0.0249793 | 0 / 0 | 0 / 0 | 0.901205 / -0.627334 | 0.000681715 / -0.000681715 | 0 / 0 |
 | PDF no. 11 | -0.00508441 / 0.00508441 | -0.00738138 / 0.00738138 | -0.00738138 / 0.00738138 | 0 / 0 | -0.0249793 / 0.0249793 | 0 / 0 | 0 / 0 | 0.901205 / -0.627334 | 0.000681715 / -0.000681715 | 0 / 0 |
 | PDF no. 12 | -0.00508441 / 0.00508441 | -0.00231087 / 0.00231087 | -0.00231087 / 0.00231087 | 0 / 0 | -0.0249793 / 0.0249793 | 0 / 0 | 0 / 0 | 0.901205 / -0.627334 | 0.000681715 / -0.000681715 | 0 / 0 |
 | PDF no. 13 | -0.00508441 / 0.00508441 | 0.00144434 / -0.00144434 | 0.00144434 / -0.00144434 | 0 / 0 | -0.0249793 / 0.0249793 | 0 / 0 | 0 / 0 | 0.901205 / -0.627334 | 0.000681715 / -0.000681715 | 0 / 0 |
 | PDF no. 14 | -0.00508441 / 0.00508441 | -0.00150341 / 0.00150341 | -0.00150341 / 0.00150341 | 0 / 0 | -0.0249793 / 0.0249793 | 0 / 0 | 0 / 0 | 0.901205 / -0.627334 | 0.000681715 / -0.000681715 | 0 / 0 |
 | PDF no. 15 | -0.00508441 / 0.00508441 | 0.000515342 / -0.000515342 | 0.000515342 / -0.000515342 | 0 / 0 | -0.0249793 / 0.0249793 | 0 / 0 | 0 / 0 | 0.901205 / -0.627334 | 0.000681715 / -0.000681715 | 0 / 0 |
 | PDF no. 16 | -0.00508441 / 0.00508441 | -0.00261652 / 0.00261652 | -0.00261652 / 0.00261652 | 0 / 0 | -0.0249793 / 0.0249793 | 0 / 0 | 0 / 0 | 0.901205 / -0.627334 | 0.000681715 / -0.000681715 | 0 / 0 |
 | PDF no. 17 | -0.00508441 / 0.00508441 | 0.00699508 / -0.00699508 | 0.00699508 / -0.00699508 | 0 / 0 | -0.0249793 / 0.0249793 | 0 / 0 | 0 / 0 | 0.901205 / -0.627334 | 0.000681715 / -0.000681715 | 0 / 0 |
 | PDF no. 18 | -0.00508441 / 0.00508441 | 0.00272334 / -0.00272334 | 0.00272334 / -0.00272334 | 0 / 0 | -0.0249793 / 0.0249793 | 0 / 0 | 0 / 0 | 0.901205 / -0.627334 | 0.000681715 / -0.000681715 | 0 / 0 |
 | PDF no. 19 | -0.00508441 / 0.00508441 | -0.00843859 / 0.00843859 | -0.00843859 / 0.00843859 | 0 / 0 | -0.0249793 / 0.0249793 | 0 / 0 | 0 / 0 | 0.901205 / -0.627334 | 0.000681715 / -0.000681715 | 0 / 0 |
 | PDF no. 20 | -0.00508441 / 0.00508441 | -0.000815749 / 0.000815749 | -0.000815749 / 0.000815749 | 0 / 0 | -0.0249793 / 0.0249793 | 0 / 0 | 0 / 0 | 0.901205 / -0.627334 | 0.000681715 / -0.000681715 | 0 / 0 |
 | PDF no. 21 | -0.00508441 / 0.00508441 | -0.00122625 / 0.00122625 | -0.00122625 / 0.00122625 | 0 / 0 | -0.0249793 / 0.0249793 | 0 / 0 | 0 / 0 | 0.901205 / -0.627334 | 0.000681715 / -0.000681715 | 0 / 0 |
 | PDF no. 22 | -0.00508441 / 0.00508441 | 0.00539708 / -0.00539708 | 0.00539708 / -0.00539708 | 0 / 0 | -0.0249793 / 0.0249793 | 0 / 0 | 0 / 0 | 0.901205 / -0.627334 | 0.000681715 / -0.000681715 | 0 / 0 |
 | PDF no. 23 | -0.00508441 / 0.00508441 | 0.000805736 / -0.000805736 | 0.000805736 / -0.000805736 | 0 / 0 | -0.0249793 / 0.0249793 | 0 / 0 | 0 / 0 | 0.901205 / -0.627334 | 0.000681715 / -0.000681715 | 0 / 0 |
 | PDF no. 24 | -0.00508441 / 0.00508441 | -0.00108975 / 0.00108975 | -0.00108975 / 0.00108975 | 0 / 0 | -0.0249793 / 0.0249793 | 0 / 0 | 0 / 0 | 0.901205 / -0.627334 | 0.000681715 / -0.000681715 | 0 / 0 |
 | PDF no. 25 | -0.00508441 / 0.00508441 | -0.000694752 / 0.000694752 | -0.000694752 / 0.000694752 | 0 / 0 | -0.0249793 / 0.0249793 | 0 / 0 | 0 / 0 | 0.901205 / -0.627334 | 0.000681715 / -0.000681715 | 0 / 0 |
 | PDF no. 26 | -0.00508441 / 0.00508441 | 0.00269544 / -0.00269544 | 0.00269544 / -0.00269544 | 0 / 0 | -0.0249793 / 0.0249793 | 0 / 0 | 0 / 0 | 0.901205 / -0.627334 | 0.000681715 / -0.000681715 | 0 / 0 |
 | PDF no. 27 | -0.00508441 / 0.00508441 | 0.0012542 / -0.0012542 | 0.0012542 / -0.0012542 | 0 / 0 | -0.0249793 / 0.0249793 | 0 / 0 | 0 / 0 | 0.901205 / -0.627334 | 0.000681715 / -0.000681715 | 0 / 0 |
 | PDF no. 28 | -0.00508441 / 0.00508441 | 0.00920045 / -0.00920045 | 0.00920045 / -0.00920045 | 0 / 0 | -0.0249793 / 0.0249793 | 0 / 0 | 0 / 0 | 0.901205 / -0.627334 | 0.000681715 / -0.000681715 | 0 / 0 |
 | PDF no. 29 | -0.00508441 / 0.00508441 | 0.000615001 / -0.000615001 | 0.000615001 / -0.000615001 | 0 / 0 | -0.0249793 / 0.0249793 | 0 / 0 | 0 / 0 | 0.901205 / -0.627334 | 0.000681715 / -0.000681715 | 0 / 0 |
 | PDF no. 30 | -0.00508441 / 0.00508441 | -0.000546694 / 0.000546694 | -0.000546694 / 0.000546694 | 0 / 0 | -0.0249793 / 0.0249793 | 0 / 0 | 0 / 0 | 0.901205 / -0.627334 | 0.000681715 / -0.000681715 | 0 / 0 |
 | Muon momentum resolution (ID) | 6.70699e-09 / 6.70699e-09 | -2.30116e-08 / -2.30116e-08 | 5.8427e-05 / -5.84079e-05 | -2.67956e-08 / -2.67956e-08 | 2.66273e-08 / 2.66273e-08 | 8.38898e-05 / -8.38578e-05 | -1.05842e-08 / -1.05842e-08 | 1.05152e-08 / 1.05152e-08 | -4.39367e-08 / -4.39367e-08 | 1.67888e-08 / 1.67888e-08 |
 | Muon momentum resolution (MS) | 6.70699e-09 / 6.70699e-09 | -2.30116e-08 / -2.30116e-08 | -2.7935e-05 / 2.79541e-05 | -2.67956e-08 / -2.67956e-08 | 2.66273e-08 / 2.66273e-08 | 8.12713e-05 / -8.12393e-05 | -1.05842e-08 / -1.05842e-08 | 1.05152e-08 / 1.05152e-08 | -4.39367e-08 / -4.39367e-08 | 1.67888e-08 / 1.67888e-08 |
 | Muon momentum scale | 6.70699e-09 / 6.70699e-09 | -2.30116e-08 / -2.30116e-08 | 8.54401e-05 / -8.54875e-05 | -2.67956e-08 / -2.67956e-08 | 2.66273e-08 / 2.66273e-08 | 0.000167273 / -0.000167241 | -1.05842e-08 / -1.05842e-08 | 1.05152e-08 / 1.05152e-08 | -4.39367e-08 / -4.39367e-08 | 1.67888e-08 / 1.67888e-08 |
 | Muon Sagitta ResBias | 6.70699e-09 / 6.70699e-09 | -2.30116e-08 / -2.30116e-08 | -2.04166e-05 / 2.04357e-05 | -2.67956e-08 / -2.67956e-08 | 2.66273e-08 / 2.66273e-08 | 1.6015e-08 / 1.6015e-08 | -1.05842e-08 / -1.05842e-08 | 1.05152e-08 / 1.05152e-08 | -4.39367e-08 / -4.39367e-08 | 1.67888e-08 / 1.67888e-08 |
 | Muon Sagitta Rho | 6.70699e-09 / 6.70699e-09 | -2.30116e-08 / -2.30116e-08 | 9.56045e-09 / 9.56045e-09 | -2.67956e-08 / -2.67956e-08 | 2.66273e-08 / 2.66273e-08 | 1.6015e-08 / 1.6015e-08 | -1.05842e-08 / -1.05842e-08 | 1.05152e-08 / 1.05152e-08 | -4.39367e-08 / -4.39367e-08 | 1.67888e-08 / 1.67888e-08 |
 | Met ResoPara | 0.00488264 / -0.00488264 | -0.00288924 / 0.00288924 | -0.00327795 / 0.00327795 | 0.0261921 / -0.0261921 | -0.00549976 / 0.00549976 | -0.00595781 / 0.00595781 | -0.019381 / 0.019381 | -0.0105754 / 0.0105754 | -0.0107716 / 0.0107716 | 0.0167785 / -0.0167785 |
 | Met ResoPerp | -0.00530885 / 0.00530885 | -0.00225791 / 0.00225791 | -0.00179024 / 0.00179024 | -0.00440607 / 0.00440607 | -0.00457984 / 0.00457984 | -0.00131889 / 0.00131889 | 0.00900368 / -0.00900368 | 0.00596278 / -0.00596278 | -0.0249442 / 0.0249442 | -0.0293017 / 0.0293017 |
 | MET Scale | -0.00299042 / 0.00299043 | -0.00252775 / 0.0025277 | -0.00243044 / 0.00243039 | -0.0172894 / 0.0172894 | -0.000568414 / 0.000568406 | -0.00359903 / 0.00359898 | -0.00779134 / 0.00779132 | -0.00174302 / 0.00174304 | -0.024172 / 0.024172 | -0.0461857 / 0.0461857 |
 | Electron energy resolution | -0.00553533 / 0.00553527 | 0.000408763 / -0.000408809 | 0.000131282 / -0.00013133 | 0.010873 / -0.0108731 | -0.0164805 / 0.0164805 | 0.00118382 / -0.00118387 | 0.00138877 / -0.0013888 | 0.00679086 / -0.00679084 | -0.00573305 / 0.00573296 | -0.0115515 / 0.0115515 |
 | Electron energy scale | 0.000289753 / -0.00028974 | 0.0105583 / -0.0105582 | 0.00721004 / -0.00721002 | -0.0401792 / 0.0401793 | 0.0198924 / -0.0198924 | 0.00611986 / -0.00611983 | 0.00890011 / -0.00890013 | 0.0233033 / -0.0233033 | 0.0122839 / -0.0122838 | 0.0260323 / -0.0260323 |
 | AF2 Electron energy scale | 0.00155408 / -0.00155407 | -2.30116e-08 / -2.30116e-08 | 9.56045e-09 / 9.56045e-09 | -2.67956e-08 / -2.67956e-08 | 2.66273e-08 / 2.66273e-08 | 1.6015e-08 / 1.6015e-08 | -1.05842e-08 / -1.05842e-08 | 1.05152e-08 / 1.05152e-08 | -4.39367e-08 / -4.39367e-08 | 1.67888e-08 / 1.67888e-08 |
 | BJES Response | 0.0102791 / -0.0102791 | 0.00744717 / -0.00744722 | 0.00769681 / -0.00769685 | -0.00311755 / 0.00311757 | 0.00368644 / -0.00368644 | 0.00430917 / -0.00430922 | 0.00511318 / -0.00511321 | 0.0241361 / -0.0241361 | 0.00286936 / -0.00286933 | 0.00539754 / -0.00539751 |
 | JES EffectiveNP Detector1 | 0.00096274 / -0.000962727 | 0.00029615 / -0.000296196 | 0.000777933 / -0.000777914 | 0.0141669 / -0.0141669 | 0.00109874 / -0.00109875 | 0.000169155 / -0.000169205 | 0.00111651 / -0.00111653 | -7.31399e-06 / 7.33502e-06 | 0.015421 / -0.015421 | -0.00542959 / 0.00542962 |
 | JES EffectiveNP Detector2 | 4.56367e-06 / -4.55025e-06 | -6.93087e-05 / 6.93551e-05 | 7.38631e-05 / -7.39105e-05 | -2.67859e-06 / 2.70787e-06 | 1.81176e-05 / -1.80644e-05 | -0.000117571 / 0.000117521 | 9.69581e-07 / -9.90749e-07 | -4.02133e-07 / 3.20001e-07 | 1.88664e-06 / -1.86095e-06 | 2.70074e-05 / -2.69738e-05 |
 | JES EffectiveNP Mixed1 | 9.55509e-05 / -9.55375e-05 | 0.000673896 / -0.000673942 | 6.96714e-05 / -6.96522e-05 | 0.0117323 / -0.0117323 | 0.000847763 / -0.000847771 | 0.000267758 / -0.000267726 | -0.00248473 / 0.00248471 | -0.000580276 / 0.000580297 | 0.015574 / -0.015574 | -0.0148718 / 0.0148718 |
 | JES EffectiveNP Mixed2 | -0.00198083 / 0.00198084 | -0.00146001 / 0.00145997 | -0.000987631 / 0.00098765 | -0.0199978 / 0.0199978 | -0.000458134 / 0.000458125 | -0.00157248 / 0.00157243 | 0.000745133 / -0.000745154 | 4.18943e-05 / -4.18733e-05 | -0.0151078 / 0.0151078 | 0.00539688 / -0.00539684 |
 | JES EffectiveNP Mixed3 | 9.72978e-05 / -9.72844e-05 | -7.20801e-05 / 7.21265e-05 | 0.000117709 / -0.00011769 | -1.5689e-05 / 1.57182e-05 | 0.00104001 / -0.00104002 | 0.000290833 / -0.000290883 | -3.38671e-06 / 3.36554e-06 | -7.45757e-05 / 7.45967e-05 | 0.00233095 / -0.00233093 | -9.97598e-05 / 9.97196e-05 |
 | JES EffectiveNP Modelling1 | 0.0256959 / -0.0256959 | 0.030348 / -0.030348 | 0.0218844 / -0.0218844 | 0.118511 / -0.11851 | 0.0168917 / -0.0168916 | 0.01657 / -0.0165701 | 0.021543 / -0.0215431 | 0.0954021 / -0.0890937 | 0.0330746 / -0.0330747 | 0.0103569 / -0.010357 |
 | JES EffectiveNP Modelling2 | -0.00174159 / 0.0017416 | -0.00210714 / 0.00210709 | -0.00153601 / 0.00153603 | -0.00547408 / 0.00547411 | 0.00170919 / -0.0017092 | 0.000708811 / -0.000708779 | -0.00578059 / 0.00578057 | -0.016741 / 0.0167409 | 0.00713615 / -0.00713624 | -0.00864345 / 0.00864349 |
 | JES EffectiveNP Modelling3 | 0.000400487 / -0.000400474 | 0.000519804 / -0.000519758 | 0.00049037 / -0.000490351 | 0.0030144 / -0.00301446 | 0.000641265 / -0.000641212 | -0.0010455 / 0.00104545 | 0.00409599 / -0.0040959 | -6.92112e-05 / 6.91291e-05 | -0.00994533 / 0.00994536 | 0.00644118 / -0.00644114 |
 | JES EffectiveNP Modelling4 | 0.00044826 / -0.000448246 | -0.000114298 / 0.000114252 | 9.33577e-05 / -9.33386e-05 | -1.61033e-05 / 1.60497e-05 | 0.0010353 / -0.00103531 | 0.000168173 / -0.000168141 | -1.86201e-06 / 1.84084e-06 | -4.73494e-06 / 4.65281e-06 | -0.000294172 / 0.000294198 | -0.00652757 / 0.0065276 |
 | JES EffectiveNP Stat1 | 0.0015035 / -0.00150349 | 0.000887388 / -0.000887342 | 0.000674937 / -0.000674985 | 0.0134447 / -0.0134448 | 0.00175367 / -0.00175362 | 0.000297789 / -0.000297838 | -0.000812023 / 0.000812002 | -0.000474432 / 0.00047435 | 0.00236604 / -0.00236602 | -0.00719223 / 0.00719219 |
 | JES EffectiveNP Stat2 | -0.00243143 / 0.00243145 | -0.00223472 / 0.00223476 | -0.00233103 / 0.00233105 | -0.0166886 / 0.0166886 | -0.00148591 / 0.0014859 | -0.001032 / 0.00103203 | -0.00602726 / 0.00602724 | -0.0146562 / 0.0146562 | -0.00609554 / 0.00609546 | 0.00422389 / -0.00422393 |
 | JES EffectiveNP Stat3 | 0.00010231 / -0.000102297 | -0.000102751 / 0.000102705 | 0.000149646 / -0.000149693 | -0.0045902 / 0.00459023 | -0.00100024 / 0.00100023 | -5.52998e-05 / 5.525e-05 | 0.0022841 / -0.00228401 | -7.02428e-05 / 7.02639e-05 | -0.0123981 / 0.0123981 | 0.00615586 / -0.00615582 |
 | JES EffectiveNP Stat4 | 0.000390994 / -0.00039098 | -0.00011476 / 0.000114714 | -3.45885e-05 / 3.46076e-05 | 2.93916e-05 / -2.93623e-05 | 0.000351128 / -0.000351137 | 0.000314072 / -0.00031404 | 0.0019369 / -0.00193693 | 7.85168e-05 / -7.84958e-05 | 0.00970778 / -0.00970776 | -0.00550318 / 0.00550314 |
 | JES EffectiveNP Stat5 | 0.000408994 / -0.000409056 | 0.000366544 / -0.000366498 | -0.000133193 / 0.000133212 | 0.00464758 / -0.00464755 | -0.00170059 / 0.00170058 | -0.000170841 / 0.000170873 | -0.00230296 / 0.00230305 | -5.04443e-06 / 4.96229e-06 | -0.00122584 / 0.00122576 | 2.69336e-05 / -2.69e-05 |
 | JES EffectiveNP Stat6 | 0.000295525 / -0.000295512 | -0.000282893 / 0.00028294 | 0.000191164 / -0.000191145 | -1.12141e-05 / 1.11605e-05 | 0.00103989 / -0.0010399 | -0.000669338 / 0.000669288 | 6.08822e-06 / -6.10939e-06 | -6.72511e-05 / 6.7169e-05 | 6.67312e-05 / -6.67055e-05 | -0.00652079 / 0.00652082 |
 | JES EtaIntercalibration Modeling | 0.013574 / -0.013574 | 0.0145126 / -0.0145127 | 0.00912637 / -0.00912642 | 0.0562258 / -0.0562258 | 0.00539108 / -0.00539109 | 0.00501264 / -0.00501261 | 0.0099051 / -0.00990512 | 0.0446839 / -0.0385513 | 0.0260882 / -0.0260882 | -0.000510813 / 0.000510773 |
 | JES EtaIntercalibration Nonclosure HighE | 6.70699e-09 / 6.70699e-09 | -2.30116e-08 / -2.30116e-08 | 9.56045e-09 / 9.56045e-09 | -2.67956e-08 / -2.67956e-08 | 2.66273e-08 / 2.66273e-08 | 1.6015e-08 / 1.6015e-08 | -1.05842e-08 / -1.05842e-08 | 1.05152e-08 / 1.05152e-08 | -4.39367e-08 / -4.39367e-08 | 0.000174349 / -0.000174389 |
