 |       | FCNC      | t#bar{t} + jets      | t#bar{t} +  gam      | VV      | Single Top      | t#bar{t} + V      | W+Gam      | W + jets      | Z + jets      | Z+Gam |
 | c-tag Eigenvar. 9 | -0.000167041 / 0.000167035 | -2.61045e-05 / 2.61941e-05 | -0.000169027 / 0.000169036 | 0.0024164 / -0.00241642 | 0.000274269 / -0.000274257 | -0.000158706 / 0.000158632 | 0.000863766 / -0.00086375 | 0.00251177 / -0.0025118 | -0.00121412 / 0.00121412 | 7.75636e-05 / -7.75548e-05 |
 | c-tag Eigenvar. 10 | 0.000384265 / -0.00038427 | 8.73515e-05 / -8.73687e-05 | 0.000274345 / -0.000274336 | 0.00496243 / -0.00496238 | 0.000164062 / -0.00016405 | 0.000181427 / -0.0001815 | -0.000327341 / 0.000327294 | 0.00179928 / -0.00179924 | -0.00907216 / 0.00907217 | -0.00203267 / 0.00203268 |
 | c-tag Eigenvar. 11 | 0.000980893 / -0.000980898 | 0.000110512 / -0.000110529 | 0.000554539 / -0.00055453 | 0.00111459 / -0.00111454 | -6.19606e-05 / 6.19724e-05 | 0.00115183 / -0.00115181 | -0.000212562 / 0.000212578 | 6.12742e-05 / -6.13008e-05 | 0.00679951 / -0.0067995 | -0.00079372 / 0.000793728 |
 | c-tag Eigenvar. 12 | 0.000479424 / -0.00047943 | 0.000107417 / -0.000107434 | 0.000390264 / -0.000390255 | -0.0061217 / 0.00612168 | 0.0001506 / -0.000150588 | 9.65341e-05 / -9.65141e-05 | -0.00107149 / 0.00107151 | -0.00415943 / 0.0041594 | 0.000259969 / -0.000259965 | -0.000721607 / 0.000721616 |
 | c-tag Eigenvar. 13 | 0.000626457 / -0.000626462 | 0.000252039 / -0.000252056 | 0.00042801 / -0.000428001 | 0.000748107 / -0.000748128 | -0.000211367 / 0.000211378 | 0.000549231 / -0.000549211 | 0.000259718 / -0.000259765 | 0.00269975 / -0.00269978 | 0.00290795 / -0.00290795 | -0.000523607 / 0.000523615 |
 | c-tag Eigenvar. 14 | -0.000234316 / 0.000234311 | -2.1942e-05 / 2.19248e-05 | -5.19487e-05 / 5.1958e-05 | -0.00100177 / 0.00100175 | -0.00034731 / 0.000347322 | 0.000526156 / -0.000526136 | -0.000257133 / 0.000257148 | -0.00043244 / 0.000432413 | -0.000701435 / 0.000701439 | -0.00187617 / 0.00187618 |
 | c-tag Eigenvar. 15 | -0.00075101 / 0.000751005 | -8.58744e-05 / 8.58572e-05 | -9.14015e-05 / 9.14108e-05 | -0.00096815 / 0.000968128 | -0.000281582 / 0.000281528 | -0.000108709 / 0.000108729 | -0.000981914 / 0.000981867 | -0.000303371 / 0.000303345 | -5.3249e-05 / 5.32529e-05 | -0.0011953 / 0.00119531 |
 | c-tag Eigenvar. 16 | 0.00155344 / -0.00155345 | 0.000282564 / -0.000282581 | 0.000393984 / -0.000393975 | -0.000561209 / 0.000561261 | 9.18008e-05 / -9.1855e-05 | 0.000920413 / -0.000920393 | -3.37804e-05 / 3.37957e-05 | 9.56166e-05 / -9.56432e-05 | -0.00069611 / 0.000696114 | 0.00034547 / -0.000345531 |
 | c-tag Eigenvar. 17 | -0.000681433 / 0.000681428 | -0.000290159 / 0.000290249 | -0.000647278 / 0.000647287 | -0.00056783 / 0.000567808 | -0.000420561 / 0.000420507 | -0.000752297 / 0.000752317 | -0.000208613 / 0.000208566 | -0.000183005 / 0.000182979 | -0.00276302 / 0.00276302 | -0.000652458 / 0.000652467 |
 | c-tag Eigenvar. 18 | 0.00173013 / -0.00173014 | 0.00027029 / -0.000270307 | 0.000380264 / -0.000380255 | -0.000379072 / 0.00037905 | -0.000126633 / 0.000126645 | 0.00313568 / -0.00313576 | 0.000216778 / -0.000216762 | 8.72485e-05 / -8.72752e-05 | 0.0040746 / -0.00407459 | -0.000125607 / 0.000125616 |
 | c-tag Eigenvar. 19 | -0.00386684 / 0.00386684 | -0.000760313 / 0.000760296 | -0.00280499 / 0.002805 | -0.000973152 / 0.00097313 | -0.00119095 / 0.00119096 | -0.00450754 / 0.00450756 | -0.00111863 / 0.00111865 | -0.000549659 / 0.000549633 | -0.00448687 / 0.00448688 | -0.001376 / 0.00137601 |
 | c-tag Eigenvar. 20 | -0.000515369 / 0.000515363 | -0.000472137 / 0.00047212 | -0.00131657 / 0.00131658 | -0.000911802 / 0.000911854 | -0.00249548 / 0.00249543 | -0.000948159 / 0.000948179 | -0.000737562 / 0.000737578 | -0.000946371 / 0.000946344 | 0.000316621 / -0.000316617 | -0.00182853 / 0.00182854 |
 | light-tag Eigenvar. 1 | -0.00241015 / 0.00241014 | -0.000306383 / 0.000306365 | -0.00242851 / 0.00242852 | -0.0321279 / 0.0321279 | -0.000481076 / 0.000481022 | 0.00686335 / -0.00686333 | -0.0614371 / 0.061437 | -0.0280018 / 0.0280017 | -0.0399082 / 0.0399083 | -0.048306 / 0.048306 |
 | light-tag Eigenvar. 2 | 0.000967172 / -0.000967177 | 0.000563269 / -0.000563286 | 0.00123158 / -0.00123163 | 0.00898998 / -0.00899 | 0.000733441 / -0.000733495 | -0.00215607 / 0.00215609 | 0.0102723 / -0.0102722 | 0.00743037 / -0.00743039 | 0.00964587 / -0.00964586 | 0.0110765 / -0.0110765 |
 | light-tag Eigenvar. 3 | 0.00010994 / -0.000109945 | -7.23195e-05 / 7.23023e-05 | 6.33609e-05 / -6.33516e-05 | 0.00428581 / -0.00428583 | -3.17363e-05 / 3.1748e-05 | 0.000188368 / -0.000188442 | 0.0040678 / -0.00406785 | 0.00389477 / -0.00389473 | 0.00203316 / -0.00203316 | 0.00415828 / -0.00415827 |
 | light-tag Eigenvar. 4 | 0.000303003 / -0.000303008 | 0.000240725 / -0.000240742 | 0.000361849 / -0.000361839 | 0.00158494 / -0.00158496 | 0.000262522 / -0.00026251 | -0.000860921 / 0.000860941 | 0.0003503 / -0.000350285 | 0.00110099 / -0.00110101 | 0.00246417 / -0.00246417 | 0.0016273 / -0.00162729 |
 | light-tag Eigenvar. 5 | 0.000256264 / -0.000256269 | 0.000298254 / -0.000298271 | 0.000297151 / -0.000297142 | -0.002774 / 0.00277398 | 0.000255989 / -0.000255977 | -0.00121372 / 0.00121374 | -0.00133672 / 0.00133674 | -0.00284525 / 0.00284522 | 0.0016828 / -0.00168279 | -0.00173105 / 0.00173106 |
 | light-tag Eigenvar. 6 | 8.94915e-05 / -8.94969e-05 | 3.77211e-05 / -3.77383e-05 | 0.000102082 / -0.000102073 | 0.00343508 / -0.0034351 | 4.38906e-05 / -4.39448e-05 | -4.0607e-05 / 4.06271e-05 | 0.000157288 / -0.000157273 | 0.00287641 / -0.00287637 | 0.00106887 / -0.00106887 | 0.0025405 / -0.00254056 |
 | light-tag Eigenvar. 7 | 0.000180313 / -0.000180319 | 0.000161637 / -0.000161654 | 0.000218489 / -0.00021848 | -4.71882e-06 / 4.77057e-06 | 0.000165184 / -0.000165172 | -0.00071046 / 0.00071048 | 0.00296966 / -0.00296964 | -0.000172361 / 0.000172335 | 0.00277296 / -0.00277296 | 0.00157497 / -0.00157497 |
 | light-tag Eigenvar. 8 | 2.54026e-05 / -2.54081e-05 | 4.42318e-05 / -4.4249e-05 | 5.88485e-05 / -5.89002e-05 | -0.00101221 / 0.00101219 | 6.33582e-05 / -6.33465e-05 | -0.000147074 / 0.000147094 | 0.0014265 / -0.00142649 | -0.000865368 / 0.000865342 | 0.000550219 / -0.000550215 | -0.0003052 / 0.000305209 |
 | light-tag Eigenvar. 9 | 0.000263877 / -0.000263882 | 0.000157688 / -0.000157705 | 0.000284711 / -0.000284702 | 0.00189198 / -0.00189193 | 0.000153503 / -0.000153492 | -0.000369483 / 0.000369503 | 0.00172871 / -0.00172876 | 0.00167784 / -0.0016778 | 0.00260744 / -0.00260743 | 0.00160951 / -0.0016095 |
 | light-tag Eigenvar. 10 | 9.78124e-05 / -9.78178e-05 | 3.58e-05 / -3.58171e-05 | 6.04949e-05 / -6.04856e-05 | 0.000665056 / -0.000665004 | 5.13477e-05 / -5.14019e-05 | 7.3646e-05 / -7.3626e-05 | 0.00352613 / -0.00352611 | 0.00169411 / -0.00169414 | 0.00417006 / -0.00417012 | 0.00214436 / -0.00214435 |
 | light-tag Eigenvar. 11 | -0.000128711 / 0.000128706 | -6.53819e-05 / 6.53647e-05 | -9.07308e-05 / 9.074e-05 | -0.00260511 / 0.00260516 | -7.31923e-06 / 7.33099e-06 | 0.000741623 / -0.000741603 | -0.00207003 / 0.00207004 | -0.00279751 / 0.00279755 | -0.0062992 / 0.0062992 | -0.00273043 / 0.00273043 |
 | light-tag Eigenvar. 12 | -0.000188286 / 0.00018828 | -0.000189404 / 0.000189387 | -0.000249884 / 0.000249893 | 0.000202944 / -0.000202893 | -0.000173883 / 0.000173895 | 0.00134806 / -0.00134814 | -0.000819995 / 0.000819948 | 0.000137791 / -0.000137818 | 0.00178846 / -0.00178846 | -0.000279071 / 0.00027908 |
 | light-tag Eigenvar. 13 | 0.000303711 / -0.000303716 | 0.000307433 / -0.00030745 | 0.000487951 / -0.000488003 | -0.000536787 / 0.000536765 | 0.000299544 / -0.000299532 | 1.74575e-05 / -1.74375e-05 | -0.00237782 / 0.00237783 | -0.0014757 / 0.00147574 | -0.000555925 / 0.000555929 | -0.00109348 / 0.00109349 |
 | light-tag Eigenvar. 14 | -0.000329387 / 0.000329382 | -0.000490922 / 0.000490905 | -0.00056136 / 0.000561369 | -0.000780495 / 0.000780474 | -0.000242713 / 0.000242725 | -0.000704363 / 0.000704383 | 1.63689e-05 / -1.63535e-05 | -0.000162521 / 0.000162561 | -0.000125747 / 0.000125751 | -0.000196686 / 0.000196695 |
 | light-tag Eigenvar. 15 | -4.18729e-05 / 4.18675e-05 | -0.000125899 / 0.000125882 | -5.70099e-05 / 5.69582e-05 | -0.000333685 / 0.000333663 | 0.000168418 / -0.000168406 | -0.000723874 / 0.000723894 | -0.000146177 / 0.000146193 | -0.000320777 / 0.000320817 | 0.000157124 / -0.000157185 | -0.000285965 / 0.000285974 |
 | light-tag Eigenvar. 16 | 3.45203e-05 / -3.45257e-05 | 4.66866e-05 / -4.67038e-05 | 4.9153e-05 / -4.91437e-05 | 0.000155277 / -0.000155225 | 0.000357287 / -0.000357275 | 0.000446235 / -0.000446215 | -7.57803e-05 / 7.57957e-05 | 0.000194092 / -0.000194118 | -0.000154426 / 0.00015443 | 1.23449e-05 / -1.23361e-05 |
 | light-tag Eigenvar. 17 | 0.000377449 / -0.000377454 | 0.000442555 / -0.000442572 | 0.0005371 / -0.00053709 | 0.00068043 / -0.000680452 | 0.00049488 / -0.000494868 | 0.000611986 / -0.000611966 | 0.000462133 / -0.00046218 | 0.000488312 / -0.000488271 | 0.000350111 / -0.000350107 | 0.000386698 / -0.000386689 |
 | light-tag Eigenvar. 18 | 1.41605e-05 / -1.4166e-05 | 5.13828e-05 / -5.14e-05 | 6.50683e-05 / -6.5059e-05 | 6.38402e-05 / -6.3862e-05 | 4.32966e-05 / -4.33509e-05 | -2.89791e-06 / 2.91793e-06 | 5.44823e-05 / -5.44669e-05 | 9.00602e-05 / -9.00868e-05 | 4.6773e-05 / -4.6769e-05 | 5.68122e-05 / -5.68034e-05 |
 | light-tag Eigenvar. 19 | 0.000104009 / -0.000104014 | 9.67439e-05 / -9.67611e-05 | 0.000120192 / -0.000120183 | 6.11185e-05 / -6.10667e-05 | 8.88971e-05 / -8.88854e-05 | 0.000187711 / -0.000187691 | 0.000100557 / -0.000100542 | 0.000113692 / -0.000113651 | 6.35182e-05 / -6.35784e-05 | 0.000127202 / -0.000127193 |
 | light-tag Eigenvar. 20 | -9.75523e-05 / 9.75468e-05 | -0.000103165 / 0.000103148 | -0.000133598 / 0.000133547 | -0.000137865 / 0.000137843 | -0.000103404 / 0.000103415 | -7.70029e-05 / 7.70229e-05 | -0.000130443 / 0.000130396 | -0.00019365 / 0.000193623 | -8.25691e-05 / 8.2573e-05 | -0.000134914 / 0.000134923 |
 | b-tag Eigenvar. 2 | -0.0034346 / 0.0034346 | 0.00186593 / -0.00186593 | 0.00144951 / -0.00144951 | -0.000773801 / 0.000773801 | -0.00133237 / 0.00133237 | -0.00455745 / 0.00455745 | -0.000735368 / 0.000735368 | 8.20938e-05 / -8.20938e-05 | -0.000926565 / 0.000926565 | -0.00230071 / 0.00230071 |
 | b-tag Eigenvar. 3 | -0.0024599 / 0.0024599 | 0.00373246 / -0.00373246 | 0.00225894 / -0.00225894 | 0.00134116 / -0.00134116 | 0.000525434 / -0.000525434 | 0.00240964 / -0.00240964 | -0.00048224 / 0.00048224 | -0.000883109 / 0.000883109 | 0.000504731 / -0.000504731 | -0.00099365 / 0.00099365 |
 | b-tag Eigenvar. 4 | 0.000574938 / -0.000574938 | -0.0013197 / 0.0013197 | -0.00103833 / 0.00103833 | -0.00069899 / 0.00069899 | -0.000326589 / 0.000326589 | -0.00109037 / 0.00109037 | 6.72077e-05 / -6.72077e-05 | 0.000403359 / -0.000403359 | -0.000554257 / 0.000554257 | -1.4887e-05 / 1.4887e-05 |
 | b-tag Eigenvar. 5 | 0.00118617 / -0.00118617 | 0.00117548 / -0.00117548 | -0.000238359 / 0.000238359 | -0.00282557 / 0.00282557 | -0.000145177 / 0.000145177 | -0.000677347 / 0.000677347 | 0.0015678 / -0.0015678 | 0.00262377 / -0.00262377 | -0.00105007 / 0.00105007 | 0.000182768 / -0.000182768 |
 | b-tag Eigenvar. 6 | 0.00280937 / -0.00280937 | -0.00303829 / 0.00303829 | -0.00209215 / 0.00209215 | -0.00120759 / 0.00120759 | 2.44889e-05 / -2.44889e-05 | -0.00283605 / 0.00283605 | 0.000561867 / -0.000561867 | 0.000510403 / -0.000510403 | 0.000219999 / -0.000219999 | 0.000468049 / -0.000468049 |
 | b-tag Eigenvar. 7 | 0.000905739 / -0.000905739 | 0.00107089 / -0.00107089 | 0.000416546 / -0.000416546 | 0.000423628 / -0.000423628 | 0.00115922 / -0.00115922 | 0.00220656 / -0.00220656 | 0.00034447 / -0.00034447 | -9.24299e-05 / 9.24299e-05 | 0.000775669 / -0.000775669 | 0.000400555 / -0.000400555 |
 | b-tag Eigenvar. 8 | -0.00294446 / 0.00294446 | 0.000789861 / -0.000789861 | 0.00212637 / -0.00212637 | -0.00183794 / 0.00183794 | -0.00558912 / 0.00558912 | -0.000328866 / 0.000328866 | -0.000777682 / 0.000777682 | 0.000168251 / -0.000168251 | -0.00326248 / 0.00326248 | -0.00200406 / 0.00200406 |
 | b-tag Eigenvar. 9 | 2.67305e-05 / -2.67305e-05 | -0.000545035 / 0.000545035 | 0.000161231 / -0.000161231 | 0.000161235 / -0.000161235 | 0.000718395 / -0.000718395 | 0.00280399 / -0.00280399 | -0.00011358 / 0.00011358 | -0.000108296 / 0.000108296 | -0.000522499 / 0.000522499 | -7.87268e-05 / 7.87268e-05 |
 | b-tag Eigenvar. 10 | 0.00320187 / -0.00320187 | -0.00303658 / 0.00303658 | -0.00238101 / 0.00238101 | -0.00309267 / 0.00309267 | 0.000172509 / -0.000172509 | 0.000247277 / -0.000247277 | 0.000655396 / -0.000655396 | 0.00135658 / -0.00135658 | 0.00182388 / -0.00182388 | 0.000898037 / -0.000898037 |
 | b-tag Eigenvar. 11 | 0.000919459 / -0.000919459 | -0.00113441 / 0.00113441 | -0.00067112 / 0.00067112 | -0.00127924 / 0.00127924 | -0.000398652 / 0.000398652 | -0.000886717 / 0.000886717 | 0.000243169 / -0.000243169 | 0.000418623 / -0.000418623 | -8.19275e-05 / 8.19275e-05 | 6.62572e-05 / -6.62572e-05 |
 | b-tag Eigenvar. 12 | -0.000237415 / 0.000237415 | -2.13016e-05 / 2.13016e-05 | 0.000139949 / -0.000139949 | -1.16336e-05 / 1.16336e-05 | -0.000288841 / 0.000288841 | 0.000421377 / -0.000421377 | -0.000132888 / 0.000132888 | -4.16861e-05 / 4.16861e-05 | -0.000172775 / 0.000172775 | -0.000172349 / 0.000172349 |
 | b-tag Eigenvar. 13 | 5.0808e-05 / -5.0808e-05 | 0.0010141 / -0.0010141 | 0.000996753 / -0.000996753 | 0.000661084 / -0.000661084 | 0.000886939 / -0.000886939 | 0.00133109 / -0.00133109 | 0.000128515 / -0.000128515 | -4.67923e-08 / 4.67923e-08 | 0.000559714 / -0.000559714 | 0.000354433 / -0.000354433 |
