 |       | FCNC      | t#bar{t} + jets      | t#bar{t} +  gam      | VV      | Single Top      | t#bar{t} + V      | W+Gam      | W + jets      | Z + jets      | Z+Gam |
 | c-tag Eigenvar. 20 | -0.00147231 / 0.00147233 | -0.00111405 / 0.00111401 | -0.00180301 / 0.00180304 | -0.00172877 / 0.0017288 | -0.00127476 / 0.00127469 | -0.00205451 / 0.00205451 | -0.0015685 / 0.00156851 | -0.00241215 / 0.00241214 | -0.00116362 / 0.00116369 | -0.00162934 / 0.00162938 |
 | light-tag Eigenvar. 1 | -0.0125597 / 0.0125616 | -0.0106917 / 0.010693 | -0.00961502 / 0.00961604 | -0.0695579 / 0.0696321 | -0.011647 / 0.0116487 | -0.0117125 / 0.0117141 | -0.0830222 / 0.0831332 | -0.0614994 / 0.0615555 | -0.0769885 / 0.0770819 | -0.0618358 / 0.0618927 |
 | light-tag Eigenvar. 2 | 0.00344147 / -0.00344152 | 0.0035669 / -0.00356694 | 0.00308008 / -0.0030801 | 0.0179726 / -0.0179742 | 0.00407382 / -0.00407397 | 0.00336313 / -0.00336319 | 0.0177706 / -0.0177721 | 0.0150082 / -0.0150093 | 0.0157343 / -0.0157355 | 0.0133089 / -0.0133098 |
 | light-tag Eigenvar. 3 | 0.000490152 / -0.000490138 | 0.000420917 / -0.000420957 | 0.000384946 / -0.000384914 | 0.00236023 / -0.0023602 | 0.000525093 / -0.000525061 | 1.86164e-05 / -1.86162e-05 | 0.00278666 / -0.00278665 | 0.00243486 / -0.00243487 | 0.00161828 / -0.00161829 | 0.00320552 / -0.00320548 |
 | light-tag Eigenvar. 4 | 0.000921312 / -0.000921303 | 0.00107689 / -0.00107694 | 0.000872638 / -0.000872611 | 0.00446038 / -0.00446049 | 0.00123709 / -0.00123717 | 0.00114076 / -0.00114077 | 0.00351378 / -0.00351385 | 0.00369516 / -0.00369525 | 0.00422123 / -0.00422136 | 0.00344664 / -0.00344674 |
 | light-tag Eigenvar. 5 | 0.000817033 / -0.000817023 | 0.000863899 / -0.000863944 | 0.000665924 / -0.000665895 | 0.00257816 / -0.00257817 | 0.000892779 / -0.000892752 | 0.00088125 / -0.000881255 | 0.00139317 / -0.00139317 | 0.00239244 / -0.00239237 | 0.00131364 / -0.00131366 | 0.000277099 / -0.000277119 |
 | light-tag Eigenvar. 6 | 0.000269191 / -0.000269176 | 0.000393048 / -0.000393089 | 0.000283701 / -0.000283668 | 0.00202889 / -0.00202897 | 0.000538685 / -0.000538652 | 0.000261111 / -0.000261111 | 0.00188865 / -0.00188864 | 0.00211517 / -0.00211517 | 0.00165417 / -0.00165417 | 0.0018578 / -0.00185782 |
 | light-tag Eigenvar. 7 | 0.000779476 / -0.00077953 | 0.000797417 / -0.000797388 | 0.00070055 / -0.000700521 | 0.00424466 / -0.00424475 | 0.00109307 / -0.00109304 | 0.000838597 / -0.000838602 | 0.00404306 / -0.00404315 | 0.0043027 / -0.00430282 | 0.00366594 / -0.00366604 | 0.0028196 / -0.00281967 |
 | light-tag Eigenvar. 8 | 0.000200043 / -0.000200028 | 0.000177327 / -0.000177294 | 0.000145858 / -0.000145826 | 0.000944566 / -0.000944537 | 0.000262941 / -0.000263011 | 0.000202104 / -0.000202103 | 0.000978745 / -0.000978735 | 0.000445226 / -0.000445228 | 0.00113228 / -0.00113229 | 0.00036563 / -0.00036565 |
 | light-tag Eigenvar. 9 | 0.000620726 / -0.000620714 | 0.000589203 / -0.000589245 | 0.00039186 / -0.000391829 | 0.00166834 / -0.00166833 | 0.000379537 / -0.000379506 | 0.000446372 / -0.000446373 | 0.00248065 / -0.00248069 | 0.00165817 / -0.00165819 | 0.00176539 / -0.00176542 | 0.00140395 / -0.00140398 |
 | light-tag Eigenvar. 10 | 0.000567165 / -0.000567217 | 0.000338161 / -0.000338129 | 0.000369778 / -0.000369747 | 0.00156646 / -0.00156655 | 0.000180706 / -0.000180673 | 0.000134695 / -0.000134695 | 0.00120753 / -0.00120753 | 0.00278916 / -0.00278921 | 0.00197829 / -0.00197832 | 0.00178868 / -0.00178872 |
 | light-tag Eigenvar. 11 | -0.000506954 / 0.000506966 | -0.000453 / 0.000453032 | -0.000344083 / 0.000344006 | -0.000681819 / 0.000681846 | -0.000546798 / 0.000546829 | -6.9031e-06 / 6.90329e-06 | -0.00206199 / 0.00206198 | -0.00371538 / 0.00371529 | -0.00294561 / 0.00294555 | -0.000274636 / 0.000274616 |
 | light-tag Eigenvar. 12 | -0.000344628 / 0.000344643 | -0.000419114 / 0.000419147 | -0.000365629 / 0.000365552 | -0.00102218 / 0.0010221 | -0.000275985 / 0.000276018 | -0.000576138 / 0.000576138 | -6.08454e-05 / 6.08555e-05 | -0.000243843 / 0.000243841 | 1.46106e-06 / -1.46812e-06 | 0.000237698 / -0.000237658 |
 | light-tag Eigenvar. 13 | 0.000530965 / -0.000530951 | 0.000708816 / -0.000708782 | 0.000493752 / -0.00049372 | -0.000460068 / 0.000460098 | 0.00048401 / -0.00048408 | 0.000573686 / -0.000573685 | -0.000954134 / 0.000954144 | -0.00120487 / 0.00120487 | -0.000982253 / 0.000982246 | -0.000106951 / 0.000106932 |
 | light-tag Eigenvar. 14 | -0.00076361 / 0.000763625 | -0.000909021 / 0.000909054 | -0.000722399 / 0.000722431 | -0.0011433 / 0.00114333 | -0.000944649 / 0.000944681 | -0.000397556 / 0.000397556 | -0.000802781 / 0.000802792 | -0.000920749 / 0.000920747 | -0.000832377 / 0.00083237 | -0.000893541 / 0.000893521 |
 | light-tag Eigenvar. 15 | -0.00027509 / 0.000275105 | -0.000202139 / 0.000202173 | -0.000144401 / 0.000144433 | -0.000284665 / 0.000284586 | -0.000184448 / 0.000184481 | -0.000190436 / 0.000190436 | -0.000470018 / 0.000470028 | -0.000297202 / 0.0002972 | -0.000505937 / 0.00050593 | -0.000201648 / 0.000201629 |
 | light-tag Eigenvar. 16 | 0.000115622 / -0.000115608 | 9.01095e-05 / -9.01498e-05 | 9.10713e-05 / -9.10391e-05 | -0.000119967 / 0.000119996 | 8.05875e-05 / -8.05549e-05 | 9.54595e-05 / -9.54593e-05 | 0.000208624 / -0.000208614 | 8.37576e-06 / -8.37763e-06 | 0.000107725 / -0.000107651 | -5.46567e-05 / 5.46974e-05 |
 | light-tag Eigenvar. 17 | 0.00102384 / -0.00102383 | 0.0010049 / -0.00100486 | 0.000915389 / -0.000915357 | 0.00101908 / -0.00101915 | 0.000997503 / -0.000997471 | 0.000908704 / -0.000908704 | 0.0011134 / -0.00111339 | 0.001202 / -0.001202 | 0.00117956 / -0.00117957 | 0.0011369 / -0.00113692 |
 | light-tag Eigenvar. 18 | 4.14701e-05 / -4.14555e-05 | 6.10616e-05 / -6.10281e-05 | 6.91567e-05 / -6.9234e-05 | -5.10815e-05 / 5.11111e-05 | -1.68261e-06 / 1.61231e-06 | -3.94248e-05 / 3.94249e-05 | -7.93368e-05 / 7.93469e-05 | 5.33575e-05 / -5.33594e-05 | -3.46654e-05 / 3.46583e-05 | -7.68533e-05 / 7.68939e-05 |
 | light-tag Eigenvar. 19 | 0.000205567 / -0.000205617 | 0.000161623 / -0.00016159 | 0.000184647 / -0.000184614 | 0.000235166 / -0.000235136 | 0.000171301 / -0.000171268 | 0.000206934 / -0.000206934 | 0.000224264 / -0.000224335 | 0.000205056 / -0.000205058 | 0.000185348 / -0.000185355 | 0.000237216 / -0.000237235 |
 | light-tag Eigenvar. 20 | -0.000211271 / 0.000211221 | -0.000178326 / 0.000178285 | -0.000198201 / 0.000198234 | -0.00020583 / 0.000205752 | -0.00016787 / 0.000167903 | -0.000200245 / 0.000200246 | -0.000192973 / 0.000192983 | -0.000224221 / 0.000224219 | -0.000181938 / 0.000181931 | -0.000210455 / 0.000210435 |
 | b-tag Eigenvar. 2 | -0.00224503 / 0.00224503 | -0.00126733 / 0.00126733 | -0.00152371 / 0.00152371 | -0.000626712 / 0.000626712 | -0.00244394 / 0.00244394 | -0.000492903 / 0.000492903 | -0.000340741 / 0.000340741 | -0.00157241 / 0.00157241 | -0.00166434 / 0.00166434 | -0.00104843 / 0.00104843 |
 | b-tag Eigenvar. 3 | -0.00160963 / 0.00160963 | 6.57835e-06 / -6.57835e-06 | -1.29135e-05 / 1.29135e-05 | -0.000556638 / 0.000556638 | 3.39438e-05 / -3.39438e-05 | 0.00106187 / -0.00106187 | -0.000297893 / 0.000297893 | -0.00127005 / 0.00127005 | -0.000765657 / 0.000765657 | -0.00056566 / 0.00056566 |
 | b-tag Eigenvar. 4 | 0.000136159 / -0.000136159 | -0.000487457 / 0.000487457 | -0.000665311 / 0.000665311 | 0.000100207 / -0.000100207 | 7.06953e-06 / -7.06953e-06 | -0.001227 / 0.001227 | -0.000640595 / 0.000640595 | -0.000174649 / 0.000174649 | -0.000489094 / 0.000489094 | -0.000158703 / 0.000158703 |
 | b-tag Eigenvar. 5 | 0.00143912 / -0.00143912 | 0.000860985 / -0.000860985 | 0.000386918 / -0.000386918 | 0.00134782 / -0.00134782 | 0.000448898 / -0.000448898 | 0.00115841 / -0.00115841 | 0.00110199 / -0.00110199 | 0.00170678 / -0.00170678 | -0.000130433 / 0.000130433 | -0.000166725 / 0.000166725 |
 | b-tag Eigenvar. 6 | 0.0019641 / -0.0019641 | 0.000720759 / -0.000720759 | 0.000819622 / -0.000819622 | 0.000517628 / -0.000517628 | 0.00185068 / -0.00185068 | 0.0010256 / -0.0010256 | 0.000399403 / -0.000399403 | 0.00079613 / -0.00079613 | 0.000691444 / -0.000691444 | 0.000440242 / -0.000440242 |
 | b-tag Eigenvar. 7 | 0.000859938 / -0.000859938 | 0.000992217 / -0.000992217 | 0.00119677 / -0.00119677 | 0.00108558 / -0.00108558 | 0.00304962 / -0.00304962 | 0.00159026 / -0.00159026 | 0.000760432 / -0.000760432 | 0.000315215 / -0.000315215 | 0.00103985 / -0.00103985 | 0.000684343 / -0.000684343 |
 | b-tag Eigenvar. 8 | -0.00195043 / 0.00195043 | -0.000217253 / 0.000217253 | 6.061e-05 / -6.061e-05 | -0.00103008 / 0.00103008 | 0.000249555 / -0.000249555 | 0.000672526 / -0.000672526 | -0.000562149 / 0.000562149 | -4.84251e-05 / 4.84251e-05 | -0.000563951 / 0.000563951 | 9.99952e-05 / -9.99952e-05 |
 | b-tag Eigenvar. 9 | -3.69713e-05 / 3.69713e-05 | 7.33001e-05 / -7.33001e-05 | 0.000281838 / -0.000281838 | -0.000181715 / 0.000181715 | 0.000393193 / -0.000393193 | 0.000460204 / -0.000460204 | 0.000276317 / -0.000276317 | 0.000223416 / -0.000223416 | -8.88551e-05 / 8.88551e-05 | 1.35011e-05 / -1.35011e-05 |
 | b-tag Eigenvar. 10 | 0.00199568 / -0.00199568 | 0.000141865 / -0.000141865 | 0.000114739 / -0.000114739 | 0.00033552 / -0.00033552 | -0.000124213 / 0.000124213 | 0.000291729 / -0.000291729 | 0.000430276 / -0.000430276 | 0.00105432 / -0.00105432 | 0.000672242 / -0.000672242 | 0.00058464 / -0.00058464 |
 | b-tag Eigenvar. 11 | 0.000725347 / -0.000725347 | 0.000589232 / -0.000589232 | 0.00072254 / -0.00072254 | 0.000197101 / -0.000197101 | 0.00022855 / -0.00022855 | 0.000917325 / -0.000917325 | 0.000236401 / -0.000236401 | 0.00059899 / -0.00059899 | 0.000191125 / -0.000191125 | 0.000303081 / -0.000303081 |
 | b-tag Eigenvar. 12 | -0.000235772 / 0.000235772 | -0.000393826 / 0.000393826 | -0.000351823 / 0.000351823 | -5.66261e-06 / 5.66261e-06 | -0.000470386 / 0.000470386 | -0.000353857 / 0.000353857 | -0.000131064 / 0.000131064 | -0.000159043 / 0.000159043 | -5.32168e-05 / 5.32168e-05 | -0.000172274 / 0.000172274 |
 | b-tag Eigenvar. 13 | 0.000260417 / -0.000260417 | 0.000796107 / -0.000796107 | 0.00086882 / -0.00086882 | 0.000227164 / -0.000227164 | 0.000984118 / -0.000984118 | 0.0012348 / -0.0012348 | 0.000223612 / -0.000223612 | 7.22827e-06 / -7.22827e-06 | 0.000390227 / -0.000390227 | 0.000180156 / -0.000180156 |
 | b-tag Eigenvar. 14 | 0.000147727 / -0.000147727 | 0.000341735 / -0.000341735 | 0.000301451 / -0.000301451 | 0.000115022 / -0.000115022 | 0.00026778 / -0.00026778 | 0.000448314 / -0.000448314 | 0.000219865 / -0.000219865 | 0.00019645 / -0.00019645 | 0.000229204 / -0.000229204 | 0.000100056 / -0.000100056 |
