 |       | FCNC      | t#bar{t} + jets      | t#bar{t} +  gam      | VV      | Single Top      | t#bar{t} + V      | W+Gam      | W + jets      | Z + jets      | Z+Gam |
 | c-tag Eigenvar. 20 | -0.00046327 / 0.000463284 | -0.000314281 / 0.000314234 | -0.00135761 / 0.00135764 | -0.000538572 / 0.000538555 | -0.000874441 / 0.000874415 | -0.00234992 / 0.00234997 | -0.00106165 / 0.00106172 | -0.000411824 / 0.000411885 | -0.000840273 / 0.000840317 | -0.00170339 / 0.00170346 |
 | light-tag Eigenvar. 1 | -0.00138669 / 0.00138672 | -0.0045128 / 0.00451306 | -0.00193432 / 0.00193439 | -0.105508 / 0.105702 | -0.0126332 / 0.0126351 | -0.00248604 / 0.00248609 | -0.0485381 / 0.0485714 | -0.173103 / 0.173746 | -0.143988 / 0.144397 | -0.054105 / 0.0541471 |
 | light-tag Eigenvar. 2 | 0.000794607 / -0.000794596 | 0.00184876 / -0.00184875 | 0.00127937 / -0.00127944 | 0.0243136 / -0.0243165 | 0.00558808 / -0.00558821 | 0.00167236 / -0.00167233 | 0.0106988 / -0.0106995 | 0.0447359 / -0.0447449 | 0.0375959 / -0.0376025 | 0.0114673 / -0.011468 |
 | light-tag Eigenvar. 3 | 6.5132e-05 / -6.51173e-05 | 3.82829e-05 / -3.83307e-05 | -1.46847e-05 / 1.47106e-05 | 0.00352518 / -0.0035252 | -4.55639e-05 / 4.55981e-05 | -0.000268541 / 0.000268593 | 0.00140884 / -0.00140877 | 0.00880661 / -0.00880663 | 0.00371554 / -0.00371549 | 0.00418785 / -0.0041879 |
 | light-tag Eigenvar. 4 | 0.000259013 / -0.000258999 | 0.000627534 / -0.000627584 | 0.000471004 / -0.000470979 | 0.00618839 / -0.00618866 | 0.00200621 / -0.00200626 | 0.00075081 / -0.000750762 | 0.00283618 / -0.00283627 | 0.0111072 / -0.0111079 | 0.0126604 / -0.0126615 | 0.00196007 / -0.00196014 |
 | light-tag Eigenvar. 5 | 0.000188599 / -0.000188651 | 0.00067763 / -0.00067768 | 0.000466037 / -0.000466012 | 0.00602171 / -0.00602197 | 0.00213089 / -0.00213089 | 0.00105785 / -0.0010578 | 0.000694287 / -0.000694323 | 0.00554895 / -0.00554917 | 0.0135782 / -0.0135794 | -0.00199046 / 0.0019905 |
 | light-tag Eigenvar. 6 | 0.000116895 / -0.000116948 | 7.17028e-05 / -7.16717e-05 | 0.000121586 / -0.00012156 | 0.0018941 / -0.00189412 | 0.000379839 / -0.000379804 | 0.000111136 / -0.000111161 | 0.00164844 / -0.00164847 | 0.00748927 / -0.00748929 | 0.00301857 / -0.00301859 | 0.00200373 / -0.00200378 |
 | light-tag Eigenvar. 7 | 0.000153498 / -0.000153483 | 0.000536785 / -0.000536756 | 0.000316259 / -0.000316234 | 0.00781617 / -0.00781659 | 0.00143193 / -0.00143191 | 0.000506312 / -0.000506339 | 0.00259269 / -0.00259277 | 0.0101322 / -0.0101329 | 0.012876 / -0.0128771 | 0.00168704 / -0.0016871 |
 | light-tag Eigenvar. 8 | 3.91495e-05 / -3.91347e-05 | 0.000174879 / -0.000174848 | 8.49326e-05 / -8.49974e-05 | 0.00125533 / -0.00125535 | 0.000363666 / -0.000363692 | 8.96257e-05 / -8.96512e-05 | 0.00037224 / -0.000372273 | 0.000581649 / -0.000581664 | 0.00258022 / -0.00258025 | 0.000484969 / -0.000484899 |
 | light-tag Eigenvar. 9 | 0.000184656 / -0.000184642 | 0.000380345 / -0.000380315 | 0.000211534 / -0.000211508 | 0.0059974 / -0.00599765 | 0.000986726 / -0.000986758 | 0.000452814 / -0.000452841 | 0.000727727 / -0.000727764 | 0.0111618 / -0.0111627 | 0.0095702 / -0.00957083 | 0.0015404 / -0.00154046 |
 | light-tag Eigenvar. 10 | 7.92795e-05 / -7.93318e-05 | 0.000142091 / -0.00014206 | 6.51747e-05 / -6.5149e-05 | 0.00920365 / -0.00920422 | 0.000384432 / -0.000384399 | -0.000145708 / 0.00014576 | 0.00178475 / -0.00178469 | 0.0174335 / -0.0174354 | 0.0160267 / -0.0160283 | 0.00304249 / -0.00304259 |
 | light-tag Eigenvar. 11 | -9.93988e-05 / 9.94134e-05 | -5.98496e-05 / 5.98022e-05 | -7.05615e-05 / 7.05872e-05 | -0.0121092 / 0.0121083 | 0.000120401 / -0.000120367 | 0.000142311 / -0.000142259 | -0.0042186 / 0.00421856 | -0.0270207 / 0.0270162 | -0.021209 / 0.0212062 | -0.00109657 / 0.00109663 |
 | light-tag Eigenvar. 12 | -0.000154037 / 0.000154052 | -0.000334381 / 0.000334333 | -0.000296752 / 0.000296778 | 0.00211156 / -0.00211158 | -0.0012022 / 0.00120217 | -0.000718397 / 0.000718372 | 0.00143509 / -0.00143512 | 0.00765819 / -0.00765821 | 0.0040679 / -0.00406792 | 0.00229885 / -0.00229889 |
 | light-tag Eigenvar. 13 | 0.000263501 / -0.000263487 | 0.000586716 / -0.000586685 | 0.000521325 / -0.000521299 | -0.00325236 / 0.00325235 | 0.00191887 / -0.00191884 | 0.00122378 / -0.00122381 | -0.00128072 / 0.00128079 | -0.00493301 / 0.004933 | -0.00755896 / 0.00755894 | -0.000589113 / 0.000589182 |
 | light-tag Eigenvar. 14 | -0.000303134 / 0.000303081 | -0.000353534 / 0.000353486 | -0.000536178 / 0.000536204 | -9.93562e-05 / 9.94008e-05 | -0.00114011 / 0.00114015 | -0.00112717 / 0.00112722 | -0.000312373 / 0.00031234 | -0.000292122 / 0.000292107 | -0.00042839 / 0.000428367 | -0.000151876 / 0.000151831 |
 | light-tag Eigenvar. 15 | -4.83565e-05 / 4.83713e-05 | 0.000146109 / -0.000146157 | -3.02895e-05 / 3.03155e-05 | 0.000135828 / -0.000135845 | 0.000444167 / -0.000444193 | -0.000316281 / 0.000316333 | -0.000236493 / 0.000236566 | -0.000109152 / 0.000109137 | -0.000647834 / 0.000647811 | -0.000275672 / 0.000275741 |
 | light-tag Eigenvar. 16 | 6.99112e-05 / -6.98965e-05 | -0.000100284 / 0.000100315 | 3.33094e-05 / -3.32835e-05 | -0.00048761 / 0.000487593 | -0.000296093 / 0.000296067 | 0.000277259 / -0.000277285 | 8.39594e-05 / -8.39924e-05 | -0.000342107 / 0.000342168 | 0.000155864 / -0.00015582 | 4.92212e-05 / -4.91514e-05 |
 | light-tag Eigenvar. 17 | 0.000355989 / -0.000355974 | 0.000386276 / -0.000386245 | 0.000531486 / -0.000531551 | 0.000145211 / -0.000145228 | 0.000619464 / -0.00061943 | 0.000545826 / -0.000545852 | 0.000599985 / -0.000600018 | 0.000800015 / -0.00080003 | 0.000297693 / -0.000297717 | 0.000349607 / -0.000349537 |
 | light-tag Eigenvar. 18 | 1.48497e-05 / -1.4835e-05 | 4.58497e-05 / -4.58974e-05 | 5.95293e-05 / -5.95033e-05 | 2.4154e-05 / -2.41094e-05 | 8.69693e-05 / -8.69956e-05 | 5.50393e-05 / -5.49874e-05 | 8.78751e-05 / -8.79081e-05 | 0.000151443 / -0.000151459 | 5.36248e-05 / -5.36484e-05 | 2.74624e-05 / -2.75071e-05 |
 | light-tag Eigenvar. 19 | 0.000105923 / -0.000105909 | 8.84916e-05 / -8.84605e-05 | 0.000126122 / -0.000126187 | 0.000131352 / -0.000131307 | 0.000104475 / -0.000104441 | 0.000159186 / -0.000159211 | 9.41191e-05 / -9.41521e-05 | 5.46222e-05 / -5.45608e-05 | 0.000113486 / -0.000113509 | 0.000126866 / -0.000126796 |
 | light-tag Eigenvar. 20 | -9.86388e-05 / 9.85862e-05 | -9.02734e-05 / 9.02257e-05 | -0.000138889 / 0.000138915 | -0.000117938 / 0.000117983 | -0.000132425 / 0.000132459 | -0.000159985 / 0.000159959 | -0.000121139 / 0.000121106 | -6.13175e-05 / 6.13021e-05 | -0.00020745 / 0.000207426 | -0.000119352 / 0.000119422 |
 | b-tag Eigenvar. 2 | -0.00332371 / 0.00332371 | 0.00327395 / -0.00327395 | 0.00123162 / -0.00123162 | -0.00019852 / 0.00019852 | -0.00308777 / 0.00308777 | -0.00151265 / 0.00151265 | -0.00158942 / 0.00158942 | -0.000159137 / 0.000159137 | 0.0004902 / -0.0004902 | -0.00163079 / 0.00163079 |
 | b-tag Eigenvar. 3 | -0.00243054 / 0.00243054 | 0.00463762 / -0.00463762 | 0.0024938 / -0.0024938 | -0.000778049 / 0.000778049 | -0.00179012 / 0.00179012 | 0.0026351 / -0.0026351 | -0.000450904 / 0.000450904 | -0.00049375 / 0.00049375 | -0.000175887 / 0.000175887 | -0.000393627 / 0.000393627 |
 | b-tag Eigenvar. 4 | 0.000604304 / -0.000604304 | -0.0016242 / 0.0016242 | -0.00139944 / 0.00139944 | 8.32721e-05 / -8.32721e-05 | 0.000552471 / -0.000552471 | -0.000851714 / 0.000851714 | -0.000228662 / 0.000228662 | 0.00011766 / -0.00011766 | 5.78423e-05 / -5.78423e-05 | 0.000151029 / -0.000151029 |
 | b-tag Eigenvar. 5 | 0.00127049 / -0.00127049 | 0.000345998 / -0.000345998 | -0.0001466 / 0.0001466 | 0.00122522 / -0.00122522 | 0.000646359 / -0.000646359 | -0.00670193 / 0.00670193 | -0.000490802 / 0.000490802 | 0.00275955 / -0.00275955 | 0.00154123 / -0.00154123 | 0.000146792 / -0.000146792 |
 | b-tag Eigenvar. 6 | 0.00291325 / -0.00291325 | -0.00422307 / 0.00422307 | -0.00193073 / 0.00193073 | 0.000516355 / -0.000516355 | 0.00133949 / -0.00133949 | -0.00253956 / 0.00253956 | 3.35845e-05 / -3.35845e-05 | 0.000275599 / -0.000275599 | -1.14737e-05 / 1.14737e-05 | 0.000348805 / -0.000348805 |
 | b-tag Eigenvar. 7 | 0.000891189 / -0.000891189 | 0.000134759 / -0.000134759 | 0.000842314 / -0.000842314 | -0.000195699 / 0.000195699 | 0.000123858 / -0.000123858 | 0.00228064 / -0.00228064 | 0.000278898 / -0.000278898 | 0.000243581 / -0.000243581 | -0.000106979 / 0.000106979 | 0.0007794 / -0.0007794 |
 | b-tag Eigenvar. 8 | -0.00305156 / 0.00305156 | 0.00222744 / -0.00222744 | 0.00168534 / -0.00168534 | 0.00161936 / -0.00161936 | -0.000953974 / 0.000953974 | -0.002799 / 0.002799 | 7.27415e-05 / -7.27415e-05 | -0.000308784 / 0.000308784 | 0.000841814 / -0.000841814 | -0.00128768 / 0.00128768 |
 | b-tag Eigenvar. 9 | -1.28829e-05 / 1.28829e-05 | -0.000956511 / 0.000956511 | -0.000255925 / 0.000255925 | -0.000139893 / 0.000139893 | -0.000598775 / 0.000598775 | -0.0016212 / 0.0016212 | 0.000115708 / -0.000115708 | -0.000110458 / 0.000110458 | -0.00011174 / 0.00011174 | -0.000110305 / 0.000110305 |
 | b-tag Eigenvar. 10 | 0.00324934 / -0.00324934 | -0.0024798 / 0.0024798 | -0.00261716 / 0.00261716 | -0.000175339 / 0.000175339 | 0.00222616 / -0.00222616 | -0.00269044 / 0.00269044 | 0.000219739 / -0.000219739 | 0.00105869 / -0.00105869 | -0.000685043 / 0.000685043 | 0.000967212 / -0.000967212 |
 | b-tag Eigenvar. 11 | 0.000991686 / -0.000991686 | -0.00232562 / 0.00232562 | -0.000718356 / 0.000718356 | 0.000107435 / -0.000107435 | 0.000857879 / -0.000857879 | 0.00129458 / -0.00129458 | 0.000166083 / -0.000166083 | 8.04974e-05 / -8.04974e-05 | 0.000421224 / -0.000421224 | 0.000120453 / -0.000120453 |
 | b-tag Eigenvar. 12 | -0.000161576 / 0.000161576 | 0.000417016 / -0.000417016 | -9.78805e-05 / 9.78805e-05 | 1.90027e-05 / -1.90027e-05 | -0.00185984 / 0.00185984 | 0.000102238 / -0.000102238 | -0.000121985 / 0.000121985 | -7.87779e-06 / 7.87779e-06 | -0.000136977 / 0.000136977 | -5.98017e-05 / 5.98017e-05 |
 | b-tag Eigenvar. 13 | 0.000131233 / -0.000131233 | 0.00164496 / -0.00164496 | 0.00114107 / -0.00114107 | -0.000264323 / 0.000264323 | 0.00077132 / -0.00077132 | 0.00333851 / -0.00333851 | 6.48042e-05 / -6.48042e-05 | 0.00013601 / -0.00013601 | -0.000231938 / 0.000231938 | 0.000256502 / -0.000256502 |
 | b-tag Eigenvar. 14 | 0.000192756 / -0.000192756 | 0.000419774 / -0.000419774 | 0.000197524 / -0.000197524 | 0.000106331 / -0.000106331 | 0.000424541 / -0.000424541 | -8.4235e-05 / 8.4235e-05 | 0.00021413 / -0.00021413 | 0.000214941 / -0.000214941 | -9.99044e-05 / 9.99044e-05 | 0.000207488 / -0.000207488 |
