 |       | FCNC      | t#bar{t} + jets      | t#bar{t} +  gam      | VV      | Single Top      | t#bar{t} + V      | W+Gam      | W + jets      | Z + jets      | Z+Gam |
 | Muon isolation eff. (syst) | 6.64923e-10 / 6.64923e-10 | -3.928e-09 / -3.928e-09 | -6.08112e-09 / -6.08112e-09 | 1.22091e-09 / 1.22091e-09 | 3.11095e-08 / 3.11095e-08 | -1.4315e-08 / -1.4315e-08 | -1.46832e-08 / -1.46832e-08 | 1.19365e-10 / 1.19365e-10 | -8.68663e-09 / -8.68663e-09 | 4.71128e-08 / 4.71128e-08 |
 | Muon TTVA (stat) | 6.64923e-10 / 6.64923e-10 | -3.928e-09 / -3.928e-09 | -6.08112e-09 / -6.08112e-09 | 1.22091e-09 / 1.22091e-09 | 3.11095e-08 / 3.11095e-08 | -1.4315e-08 / -1.4315e-08 | -1.46832e-08 / -1.46832e-08 | 1.19365e-10 / 1.19365e-10 | -8.68663e-09 / -8.68663e-09 | 4.71128e-08 / 4.71128e-08 |
 | Muon TTVA (syst) | 6.64923e-10 / 6.64923e-10 | -3.928e-09 / -3.928e-09 | -6.08112e-09 / -6.08112e-09 | 1.22091e-09 / 1.22091e-09 | 3.11095e-08 / 3.11095e-08 | -1.4315e-08 / -1.4315e-08 | -1.46832e-08 / -1.46832e-08 | 1.19365e-10 / 1.19365e-10 | -8.68663e-09 / -8.68663e-09 | 4.71128e-08 / 4.71128e-08 |
 | Muon trigger eff. (stat) | 6.64923e-10 / 6.64923e-10 | -3.928e-09 / -3.928e-09 | -6.08112e-09 / -6.08112e-09 | 1.22091e-09 / 1.22091e-09 | 3.11095e-08 / 3.11095e-08 | -1.4315e-08 / -1.4315e-08 | -1.46832e-08 / -1.46832e-08 | 1.19365e-10 / 1.19365e-10 | -8.68663e-09 / -8.68663e-09 | 4.71128e-08 / 4.71128e-08 |
 | Muon trigger eff. (syst) | 6.64923e-10 / 6.64923e-10 | -3.928e-09 / -3.928e-09 | -6.08112e-09 / -6.08112e-09 | 1.22091e-09 / 1.22091e-09 | 3.11095e-08 / 3.11095e-08 | -1.4315e-08 / -1.4315e-08 | -1.46832e-08 / -1.46832e-08 | 1.19365e-10 / 1.19365e-10 | -8.68663e-09 / -8.68663e-09 | 4.71128e-08 / 4.71128e-08 |
 | SF(photon ID) | 0.0064224 / -0.00642238 | 0.00842266 / -0.00842265 | 0.0073632 / -0.00736319 | 0.00798638 / -0.00798637 | 0.00783316 / -0.00783314 | 0.00762966 / -0.00762965 | 0.00719084 / -0.00719082 | 0.00810053 / -0.00810052 | 0.00860726 / -0.00860726 | 0.00782775 / -0.00782773 |
 | SF(photon iso.) | -0.000555259 / -0.000555259 | -0.0011573 / -0.0011573 | -0.000935968 / -0.000935968 | -0.00142859 / -0.00142859 | -0.00101077 / -0.00101077 | -0.00106093 / -0.00106093 | -0.00110298 / -0.00110298 | -0.000680408 / -0.000680408 | -0.00160879 / -0.00160879 | -0.00140308 / -0.00140308 |
 | Pile-up | -0.00794511 / -3.45304e-05 | -0.00140164 / 0.0035033 | -0.00606795 / 0.00509078 | -0.000546987 / 0.00230121 | -0.00641203 / 0.00215473 | -0.0018916 / 0.00189859 | -0.00841566 / 0.00446248 | 0.00730468 / 0.00407957 | 0.00691744 / -0.0124707 | -0.00541515 / 0.0113439 |
 | JVT | 0.00728916 / -0.0078022 | 0.00772832 / -0.00824256 | 0.00589804 / -0.00749869 | 0.00701742 / -0.00740678 | 0.0103511 / -0.0103831 | 0.00718355 / -0.00777047 | 0.00706493 / -0.00737778 | 0.00780596 / -0.00813772 | 0.00889882 / -0.00864421 | 0.00525494 / -0.0054785 |
 | EGamFake | -1.2066e-05 / 1.20659e-05 | 0.0384803 / -0.0384803 | 0.000370702 / -0.000370702 | 0.0428988 / -0.0428988 | 0.0162237 / -0.0162237 | 0.0300485 / -0.0300485 | 2.4092e-05 / -2.4092e-05 | 0.00097716 / -0.000977161 | 0.0808578 / -0.0808578 | 0.00809362 / -0.00809363 |
 | JGamFake | 0.000555794 / -0.000555794 | 0.212321 / -0.212321 | 0.00260227 / -0.00260227 | 0.179765 / -0.179765 | 0.145243 / -0.145243 | 0.12163 / -0.12163 | 0.000491651 / -0.000491651 | 0.342257 / -0.342257 | 0.064648 / -0.064648 | 0.00481677 / -0.00481677 |
 | #it{t#bar{t}} cross-section |    nan    | 0.056 / -0.056 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | VV cross-section |    nan    | 0 / 0 | 0 / 0 | 0.06 / -0.06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Single top cross-section |    nan    | 0 / 0 | 0 / 0 | 0 / 0 | 0.05 / -0.05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | V+jets cross-section |    nan    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.05 / -0.05 | 0.05 / -0.05 | 0.05 / -0.05 |
