 |       | FCNC      | t#bar{t} + jets      | t#bar{t} +  gam      | VV      | Single Top      | t#bar{t} + V      | W+Gam      | W + jets      | Z + jets      | Z+Gam |
 | Muon isolation eff. (stat) | 2.82933e-16 / 2.82933e-16 | 1.68881e-16 / 1.68881e-16 | -1.2393e-16 / -1.2393e-16 | 1.54355e-16 / 1.54355e-16 | 1.15401e-16 / 1.15401e-16 | 0 / 0 | 0 / 0 | 1.33626e-16 / 1.33626e-16 | 0 / 0 | 0 / 0 |
 | Muon isolation eff. (syst) | 2.82933e-16 / 2.82933e-16 | 1.68881e-16 / 1.68881e-16 | -1.2393e-16 / -1.2393e-16 | 1.54355e-16 / 1.54355e-16 | 1.15401e-16 / 1.15401e-16 | 0 / 0 | 0 / 0 | 1.33626e-16 / 1.33626e-16 | 0 / 0 | 0 / 0 |
 | Muon TTVA (stat) | 2.82933e-16 / 2.82933e-16 | 1.68881e-16 / 1.68881e-16 | -1.2393e-16 / -1.2393e-16 | 1.54355e-16 / 1.54355e-16 | 1.15401e-16 / 1.15401e-16 | 0 / 0 | 0 / 0 | 1.33626e-16 / 1.33626e-16 | 0 / 0 | 0 / 0 |
 | Muon TTVA (syst) | 2.82933e-16 / 2.82933e-16 | 1.68881e-16 / 1.68881e-16 | -1.2393e-16 / -1.2393e-16 | 1.54355e-16 / 1.54355e-16 | 1.15401e-16 / 1.15401e-16 | 0 / 0 | 0 / 0 | 1.33626e-16 / 1.33626e-16 | 0 / 0 | 0 / 0 |
 | Muon trigger eff. (stat) | 2.82933e-16 / 2.82933e-16 | 1.68881e-16 / 1.68881e-16 | -1.2393e-16 / -1.2393e-16 | 1.54355e-16 / 1.54355e-16 | 1.15401e-16 / 1.15401e-16 | 0 / 0 | 0 / 0 | 1.33626e-16 / 1.33626e-16 | 0 / 0 | 0 / 0 |
 | Muon trigger eff. (syst) | 2.82933e-16 / 2.82933e-16 | 1.68881e-16 / 1.68881e-16 | -1.2393e-16 / -1.2393e-16 | 1.54355e-16 / 1.54355e-16 | 1.15401e-16 / 1.15401e-16 | 0 / 0 | 0 / 0 | 1.33626e-16 / 1.33626e-16 | 0 / 0 | 0 / 0 |
 | SF(photon ID) | 0.0063902 / -0.00639046 | 0.00836899 / -0.00836944 | 0.00717046 / -0.00717079 | 0.00813589 / -0.00813632 | 0.00764106 / -0.00764144 | 0.00757261 / -0.00757298 | 0.00730935 / -0.0073097 | 0.00809443 / -0.00809485 | 0.00816353 / -0.00816397 | 0.00807328 / -0.00807369 |
 | SF(photon iso.) | -0.000720241 / -0.000720241 | -0.00112416 / -0.00112416 | -0.000829932 / -0.000829932 | -0.0010608 / -0.0010608 | -0.00147445 / -0.00147445 | -0.000942747 / -0.000942747 | -0.000890086 / -0.000890086 | -0.000587884 / -0.000587884 | -0.00129596 / -0.00129596 | -0.00208546 / -0.00208546 |
 | Pile-up | -0.00237252 / 0.00627013 | 0.00131576 / -0.00218678 | -0.00490397 / 0.00383232 | 0.0185156 / -0.0104341 | -0.0200069 / 0.0120409 | -0.0161865 / 0.00718419 | 0.0097055 / -0.0155175 | 0.00519045 / -0.00123681 | -0.00999599 / 0.00245236 | -0.0283624 / 0.0320876 |
 | JVT | 0.00912378 / -0.0106537 | 0.00903187 / -0.0104255 | 0.00964284 / -0.00998565 | 0.0101546 / -0.0103399 | 0.01001 / -0.0103606 | 0.00741453 / -0.00847082 | 0.010304 / -0.0106076 | 0.00959552 / -0.00987903 | 0.00790619 / -0.00940684 | 0.00886412 / -0.0093054 |
 | EGamFake | 7.23963e-05 / -7.23965e-05 | 0.0324728 / -0.0325132 | 0.000518411 / -0.000518421 | 0.0415889 / -0.0416552 | 0.0138667 / -0.0138741 | 0.0241664 / -0.0241887 | 0 / 0 | 0.00125781 / -0.00125787 | 0.0670405 / -0.067213 | 0.000991754 / -0.000991792 |
 | JGamFake | 0.000482173 / -0.000482338 | 0.083177 / -0.0883921 | 0.000557956 / -0.000558177 | 0.060766 / -0.0635022 | 0.0349681 / -0.035857 | 0.0455782 / -0.0471001 | 0 / 0 | 0.111789 / -0.121423 | 0.0375806 / -0.0386092 | 1.3736e-16 / 2.7472e-16 |
 | #it{t#bar{t}} cross-section | 0 / 0 | 0.0543599 / -0.0544467 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | #it{k}(#it{t#bar{t}+#gamma}) | 0 / 0 | 0 / 0 | 0.1806 / -0.1806 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | VV cross-section | 0 / 0 | 0 / 0 | 0 / 0 | 0.0595868 / -0.0596107 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Single top cross-section | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0496114 / -0.0496303 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | #it{k}(#it{W+#gamma}) | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.106163 / -0.106163 | 0 / 0 | 0 / 0 | 0 / 0 |
 | V+jets cross-section | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0486409 / -0.0487054 | 0.0486409 / -0.0487054 | 0.0486409 / -0.0487054 |
